troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.3027488048674489
1tbedt"bolster"tbedt1.0t0.05073201868752716
2tbedt"mattress cover"tbedt1.0t0.22365955019556713
3tbedtlegtbedt1.0t0.07728976531942633
4tbedtbox springtbedt1.0t0.04468845067362016
5tbedtheadboardtbedt1.0t0.24054079747935678
6tbedt"mattress"tbedt1.0t0.3410949043893959
7tbedt"pillow protector"tbedt1.0t0.20565786614515427
8tbedt"elastic"tbedt1.0t0.01889803346371143
9tbedt"footboard"tbedt1.0t0.1551363537592351
10tbedt"switch"t"refrigerator"t0.0t0.11078742937853106
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.13407214254671881
12tbedt"egg tray"t"refrigerator"t0.0t0.10241471099521945
13tbedtshelf channelt"refrigerator"t0.0t0.122283789656671
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.0809091156019122
15tbedt"storage door"t"refrigerator"t0.0t0.10189184050412863
16tbedtfreezer doort"refrigerator"t0.0t0.11305546501521077
17tbedtguard railt"refrigerator"t0.0t0.10240112994350281
18tbedtcrispert"refrigerator"t0.0t0.028194263363754888
19tbedtglass covert"refrigerator"t0.0t0.058045415036940454
20tbedt"butter compartment"t"refrigerator"t0.0t0.12920333550630161
21tbedt"thermostat control"t"refrigerator"t0.0t0.0454557800956106
22tbedt"freezer compartment"t"refrigerator"t0.0t0.08998804867448934
23tbedt"ice cube tray"t"refrigerator"t0.0t0.07971398305084745
24tbedt"meat keeper"t"refrigerator"t0.0t0.06838059539330725
25tbedt"door stop"t"refrigerator"t0.0t0.07989732724902217
26tbedtshelft"refrigerator"t0.0t0.14131084311169056
27tbedt"dairy compartment"t"refrigerator"t0.0t0.11105225988700564
28tbedtdoor shelft"refrigerator"t0.0t0.12109544763146456
29tbedtdrain hosetdishwashert0.0t0.10210234680573663
30tbedt"overflow protection switch"tdishwashert0.0t0.11368019339417644
31tbedt"tub"tdishwashert0.0t0.243956431986093
32tbedtpumptdishwashert0.0t0.02352238157322903
33tbedt"gasket"tdishwashert0.0t0.06672370708387657
34tbedt"water hose"tdishwashert0.0t0.0763730443285528
35tbedt"heating element"tdishwashert0.0t0.03181361364624077
