troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.6257694214524607
1tbedt"bolster"tbedt1.0t0.19069008500498186
2tbedt"mattress cover"tbedt1.0t0.6019891570893064
3tbedtlegtbedt1.0t0.37294085369287744
4tbedtbox springtbedt1.0t0.38754108846810975
5tbedtheadboardtbedt1.0t0.5056827690584378
6tbedt"mattress"tbedt1.0t0.6520073739748216
7tbedt"pillow protector"tbedt1.0t0.49892116647710016
8tbedt"elastic"tbedt1.0t0.21658548137035255
9tbedt"footboard"tbedt1.0t0.31636812342255505
10tbedt"switch"t"refrigerator"t0.0t0.22246307582839173
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.3875746362027925
12tbedt"egg tray"t"refrigerator"t0.0t0.3614541099296771
13tbedtshelf channelt"refrigerator"t0.0t0.30390956681786063
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.21846842370205966
15tbedt"storage door"t"refrigerator"t0.0t0.48587142934316413
16tbedtfreezer doort"refrigerator"t0.0t0.4609633610100857
17tbedtguard railt"refrigerator"t0.0t0.2793102930219996
18tbedtcrispert"refrigerator"t0.0t0.05756085488263186
19tbedtglass covert"refrigerator"t0.0t0.37530153532749305
20tbedt"butter compartment"t"refrigerator"t0.0t0.34942569873457696
21tbedt"thermostat control"t"refrigerator"t0.0t0.2656171427952038
22tbedt"freezer compartment"t"refrigerator"t0.0t0.3376734947746758
23tbedt"ice cube tray"t"refrigerator"t0.0t0.334709480858004
24tbedt"meat keeper"t"refrigerator"t0.0t0.276366598504863
25tbedt"door stop"t"refrigerator"t0.0t0.4570059571387369
26tbedtshelft"refrigerator"t0.0t0.33994416120175386
27tbedt"dairy compartment"t"refrigerator"t0.0t0.2820062965593092
28tbedtdoor shelft"refrigerator"t0.0t0.4698781148141012
29tbedtdrain hosetdishwashert0.0t0.3162176437642523
30tbedt"overflow protection switch"tdishwashert0.0t0.2393030049072355
31tbedt"tub"tdishwashert0.0t0.5405906280420636
32tbedtpumptdishwashert0.0t0.2697400224442049
33tbedt"gasket"tdishwashert0.0t0.1851710688281057
34tbedt"water hose"tdishwashert0.0t0.36474794327977256
35tbedt"heating element"tdishwashert0.0t0.3292273134904784
36tbedtracktdishwashert0.0t0.2920584762566775
37tbedt"cutlery basket"tdishwashert0.0t0.30789782147837785
38tbedt"wash tower"tdishwashert0.0t0.4094450612862072
39tbedt"motor"tdishwashert0.0t0.22570834525866626
40tbedt"detergent dispenser"tdishwashert0.0t0.1988414789223722
41tbedtslidetdishwashert0.0t0.2898107728834636
42tbedt"leveling foot"tdishwashert0.0t0.33316675792608386
43tbedt"insulating material"tdishwashert0.0t0.23680964601084947
44tbedtspray armtdishwashert0.0t0.398235073816387
45tbedtrinse-aid dispensertdishwashert0.0t0.17952820087891752
46tbedtlocktdoort0.0t0.26386748131855137
47tbedtcornicetdoort0.0t0.16049956864789966
48tbedt"hanging stile"tdoort0.0t0.36062372489334893
49tbedt"entablature"tdoort0.0t-0.011761433634410255
50tbedt"top rail"tdoort0.0t0.33915798940141845
51tbedtmiddle paneltdoort0.0t0.3002188522380731
52tbedt"bottom rail"tdoort0.0t0.36871140615598774
53tbedtpaneltdoort0.0t0.17479622399798497
54tbedtjambtdoort0.0t0.1193860402887399
55tbedtdoorknobtdoort0.0t0.2518887438259358
56tbedt"threshold"tdoort0.0t0.15546955436572807
57tbedt"weatherboard"tdoort0.0t0.1464894160396209
58tbedtlock railtdoort0.0t0.3221426230972274
59tbedt"shutting stile"tdoort0.0t0.20363119097062404
60tbedtheadertdoort0.0t0.07777296567675968
61tbedtringt"mortise lock"t0.0t0.24200437390962098
62tbedtkeywayt"mortise lock"t0.0t-0.02397072845787457
63tbedt"cotter pin"t"mortise lock"t0.0t0.11958416690840888
64tbedtspringt"mortise lock"t0.0t0.3132385191271365
65tbedt"rotor"t"mortise lock"t0.0t0.07858248485990983
66tbedtcylinder caset"mortise lock"t0.0t0.27779807295810083
67tbedtkeyt"mortise lock"t0.0t0.11803011667141076
68tbedt"faceplate"t"mortise lock"t0.0t0.06085131644350936
69tbedt"dead bolt"t"mortise lock"t0.0t0.3243127154997939
70tbedtcylindert"mortise lock"t0.0t0.23879760887870577
71tbedt"stator"t"mortise lock"t0.0t0.02863547613987387
72tbedt"strike plate"t"mortise lock"t0.0t0.25028398543725355
73tbedt"valve seat shaft"t"toilet"t0.0t0.36274600781893995
74tbedt"tank lid"t"toilet"t0.0t0.3003948627125752
75tbedtconical washert"toilet"t0.0t0.2456578956703955
76tbedt"lift chain"t"toilet"t0.0t0.32524354082809104
77tbedt"seat"t"toilet"t0.0t0.41000441215231564
78tbedt"shutoff valve"t"toilet"t0.0t0.13385820100229512
79tbedt"trip lever"t"toilet"t0.0t0.3029963752105125
80tbedtball-cock supply valvet"toilet"t0.0t0.21780366597612866
81tbedt"toilet bowl"t"toilet"t0.0t0.458127456072406
82tbedtflush handlet"toilet"t0.0t0.28742571543858564
83tbedtwax sealt"toilet"t0.0t0.22352022337160854
84tbedt"tank ball"t"toilet"t0.0t0.30986286266969193
85tbedt"float ball"t"toilet"t0.0t0.28341329999468184
86tbedt"filler tube"t"toilet"t0.0t0.2967632078305586
87tbedt"waste pipe"t"toilet"t0.0t0.2910738218671211
88tbedt"seat cover"t"toilet"t0.0t0.43449966443427873
89tbedt"cold-water supply line"t"toilet"t0.0t0.22968878693993022
90tbedt"overflow tube"t"toilet"t0.0t0.2786249686404281
91tbedt"trap"t"toilet"t0.0t0.2536061912908017
92tbedt"refill tube"t"toilet"t0.0t0.26347772160592264
93t"refrigerator"tpillowtbedt0.0t0.3219509146726698
94t"refrigerator"t"bolster"tbedt0.0t0.12354607660929395
95t"refrigerator"t"mattress cover"tbedt0.0t0.3680202633224843
96t"refrigerator"tlegtbedt0.0t0.14573614803392654
97t"refrigerator"tbox springtbedt0.0t0.3514103015973943
98t"refrigerator"theadboardtbedt0.0t0.26713580716449803
99t"refrigerator"t"mattress"tbedt0.0t0.38598055325685415
100t"refrigerator"t"pillow protector"tbedt0.0t0.30310308112322676
101t"refrigerator"t"elastic"tbedt0.0t0.12203324376168385
102t"refrigerator"t"footboard"tbedt0.0t0.16769164817686302
103t"refrigerator"t"switch"t"refrigerator"t1.0t0.2738179957217056
104t"refrigerator"t"refrigerator compartment"t"refrigerator"t1.0t0.8574116438394231
105t"refrigerator"t"egg tray"t"refrigerator"t1.0t0.5029977188775698
106t"refrigerator"tshelf channelt"refrigerator"t1.0t0.42514908171564136
107t"refrigerator"t"magnetic gasket"t"refrigerator"t1.0t0.34892643869224776
108t"refrigerator"t"storage door"t"refrigerator"t1.0t0.5355325715895276
109t"refrigerator"tfreezer doort"refrigerator"t1.0t0.761119392088373
110t"refrigerator"tguard railt"refrigerator"t1.0t0.21093802734912195
111t"refrigerator"tcrispert"refrigerator"t1.0t0.399013561920608
112t"refrigerator"tglass covert"refrigerator"t1.0t0.38109253679077854
113t"refrigerator"t"butter compartment"t"refrigerator"t1.0t0.5527948156296982
114t"refrigerator"t"thermostat control"t"refrigerator"t1.0t0.4371417976130946
115t"refrigerator"t"freezer compartment"t"refrigerator"t1.0t0.7560875501015477
116t"refrigerator"t"ice cube tray"t"refrigerator"t1.0t0.5691663119507977
117t"refrigerator"t"meat keeper"t"refrigerator"t1.0t0.30477495994643866
118t"refrigerator"t"door stop"t"refrigerator"t1.0t0.3459993652561018
119t"refrigerator"tshelft"refrigerator"t1.0t0.5134991152740749
120t"refrigerator"t"dairy compartment"t"refrigerator"t1.0t0.4986395837510519
121t"refrigerator"tdoor shelft"refrigerator"t1.0t0.5520224690388744
122t"refrigerator"tdrain hosetdishwashert0.0t0.40035633488003974
123t"refrigerator"t"overflow protection switch"tdishwashert0.0t0.3103490644971968
124t"refrigerator"t"tub"tdishwashert0.0t0.5382452901539353
125t"refrigerator"tpumptdishwashert0.0t0.31956631646963035
126t"refrigerator"t"gasket"tdishwashert0.0t0.3256645874811249
127t"refrigerator"t"water hose"tdishwashert0.0t0.42807028921908685
128t"refrigerator"t"heating element"tdishwashert0.0t0.4167356983233325
129t"refrigerator"tracktdishwashert0.0t0.4733197114166046
130t"refrigerator"t"cutlery basket"tdishwashert0.0t0.4635946037184584
131t"refrigerator"t"wash tower"tdishwashert0.0t0.4208568946941589
132t"refrigerator"t"motor"tdishwashert0.0t0.2563454396745348
133t"refrigerator"t"detergent dispenser"tdishwashert0.0t0.4877737775687738
134t"refrigerator"tslidetdishwashert0.0t0.2635423138675407
135t"refrigerator"t"leveling foot"tdishwashert0.0t0.21359778247623848
136t"refrigerator"t"insulating material"tdishwashert0.0t0.202670420864497
137t"refrigerator"tspray armtdishwashert0.0t0.31522524563555554
138t"refrigerator"trinse-aid dispensertdishwashert0.0t0.5091734600277238
139t"refrigerator"tlocktdoort0.0t0.2899352031111963
140t"refrigerator"tcornicetdoort0.0t0.1445042421118673
141t"refrigerator"t"hanging stile"tdoort0.0t0.22141666990038755
142t"refrigerator"t"entablature"tdoort0.0t0.007804555883750128
143t"refrigerator"t"top rail"tdoort0.0t0.2520398029223863
144t"refrigerator"tmiddle paneltdoort0.0t0.2925318327257451
145t"refrigerator"t"bottom rail"tdoort0.0t0.2853640402477027
146t"refrigerator"tpaneltdoort0.0t0.2388260836962332
147t"refrigerator"tjambtdoort0.0t0.1358511689621522
148t"refrigerator"tdoorknobtdoort0.0t0.31324686550828645
149t"refrigerator"t"threshold"tdoort0.0t0.1256151535481598
150t"refrigerator"t"weatherboard"tdoort0.0t0.04446102841902799
151t"refrigerator"tlock railtdoort0.0t0.2694136904766661
152t"refrigerator"t"shutting stile"tdoort0.0t0.15622478238877768
153t"refrigerator"theadertdoort0.0t0.08581425553681309
154t"refrigerator"tringt"mortise lock"t0.0t0.14545006419813036
155t"refrigerator"tkeywayt"mortise lock"t0.0t0.016760346945825143
156t"refrigerator"t"cotter pin"t"mortise lock"t0.0t0.1640507725841366
157t"refrigerator"tspringt"mortise lock"t0.0t0.18150212980484293
158t"refrigerator"t"rotor"t"mortise lock"t0.0t0.13182485560400353
159t"refrigerator"tcylinder caset"mortise lock"t0.0t0.30774511446893127
160t"refrigerator"tkeyt"mortise lock"t0.0t0.13136898723939255
161t"refrigerator"t"faceplate"t"mortise lock"t0.0t0.17163638970882128
162t"refrigerator"t"dead bolt"t"mortise lock"t0.0t0.20618242541949378
163t"refrigerator"tcylindert"mortise lock"t0.0t0.2855810556438646
164t"refrigerator"t"stator"t"mortise lock"t0.0t0.11662999924158748
165t"refrigerator"t"strike plate"t"mortise lock"t0.0t0.259624302453008
166t"refrigerator"t"valve seat shaft"t"toilet"t0.0t0.25632944511098066
167t"refrigerator"t"tank lid"t"toilet"t0.0t0.44763616404085227
168t"refrigerator"tconical washert"toilet"t0.0t0.4491445000958043
169t"refrigerator"t"lift chain"t"toilet"t0.0t0.2663989498111161
170t"refrigerator"t"seat"t"toilet"t0.0t0.20783503812110463
171t"refrigerator"t"shutoff valve"t"toilet"t0.0t0.3304438368005534
172t"refrigerator"t"trip lever"t"toilet"t0.0t0.23587182637651835
173t"refrigerator"tball-cock supply valvet"toilet"t0.0t0.32903833799772186
174t"refrigerator"t"toilet bowl"t"toilet"t0.0t0.5306593395026934
175t"refrigerator"tflush handlet"toilet"t0.0t0.31738145239969767
176t"refrigerator"twax sealt"toilet"t0.0t0.3217902740946825
177t"refrigerator"t"tank ball"t"toilet"t0.0t0.27907163502276044
178t"refrigerator"t"float ball"t"toilet"t0.0t0.19375507900007968
179t"refrigerator"t"filler tube"t"toilet"t0.0t0.2754867004019509
180t"refrigerator"t"waste pipe"t"toilet"t0.0t0.29756665645480324
181t"refrigerator"t"seat cover"t"toilet"t0.0t0.24636245934013706
182t"refrigerator"t"cold-water supply line"t"toilet"t0.0t0.3346473210187491
183t"refrigerator"t"overflow tube"t"toilet"t0.0t0.30028141331185654
184t"refrigerator"t"trap"t"toilet"t0.0t0.24469595694836965
185t"refrigerator"t"refill tube"t"toilet"t0.0t0.3301828861992019
186tdishwashertpillowtbedt0.0t0.23072228203742506
187tdishwashert"bolster"tbedt0.0t0.05750652932558286
188tdishwashert"mattress cover"tbedt0.0t0.2956488939570585
189tdishwashertlegtbedt0.0t0.09060534352679633
190tdishwashertbox springtbedt0.0t0.23837264744622794
191tdishwashertheadboardtbedt0.0t0.19848882798474982
192tdishwashert"mattress"tbedt0.0t0.2991302892773519
193tdishwashert"pillow protector"tbedt0.0t0.27649722439463353
194tdishwashert"elastic"tbedt0.0t0.1011598227456549
195tdishwashert"footboard"tbedt0.0t0.12966290334222236
196tdishwashert"switch"t"refrigerator"t0.0t0.26583386203725945
197tdishwashert"refrigerator compartment"t"refrigerator"t0.0t0.6126385838074238
198tdishwashert"egg tray"t"refrigerator"t0.0t0.41104384055555626
199tdishwashertshelf channelt"refrigerator"t0.0t0.31125758230279166
200tdishwashert"magnetic gasket"t"refrigerator"t0.0t0.3299164159281685
201tdishwashert"storage door"t"refrigerator"t0.0t0.41701141115290574
202tdishwashertfreezer doort"refrigerator"t0.0t0.608500520762952
203tdishwashertguard railt"refrigerator"t0.0t0.2190447737784143
204tdishwashertcrispert"refrigerator"t0.0t0.22281403988673493
205tdishwashertglass covert"refrigerator"t0.0t0.3611917030507397
206tdishwashert"butter compartment"t"refrigerator"t0.0t0.3789225044540526
207tdishwashert"thermostat control"t"refrigerator"t0.0t0.36501777267847496
208tdishwashert"freezer compartment"t"refrigerator"t0.0t0.5758766200659959
209tdishwashert"ice cube tray"t"refrigerator"t0.0t0.43020446897077735
210tdishwashert"meat keeper"t"refrigerator"t0.0t0.20130148835174216
211tdishwashert"door stop"t"refrigerator"t0.0t0.2828809181293514
212tdishwashertshelft"refrigerator"t0.0t0.4019219627961713
213tdishwashert"dairy compartment"t"refrigerator"t0.0t0.3460949947164652
214tdishwashertdoor shelft"refrigerator"t0.0t0.4432709191162365
215tdishwashertdrain hosetdishwashert1.0t0.4228101392132657
216tdishwashert"overflow protection switch"tdishwashert1.0t0.3189684804076727
217tdishwashert"tub"tdishwashert1.0t0.5077935610785006
218tdishwashertpumptdishwashert1.0t0.29949685177837226
219tdishwashert"gasket"tdishwashert1.0t0.33138120399223026
220tdishwashert"water hose"tdishwashert1.0t0.40465880898672046
221tdishwashert"heating element"tdishwashert1.0t0.41311958494126133
222tdishwashertracktdishwashert1.0t0.3928042433775998
223tdishwashert"cutlery basket"tdishwashert1.0t0.5462359368532345
224tdishwashert"wash tower"tdishwashert1.0t0.44264933996764144
225tdishwashert"motor"tdishwashert1.0t0.2251374798382356
226tdishwashert"detergent dispenser"tdishwashert1.0t0.5714945438716551
227tdishwashertslidetdishwashert1.0t0.2230635720647888
228tdishwashert"leveling foot"tdishwashert1.0t0.21194450969489018
229tdishwashert"insulating material"tdishwashert1.0t0.18457713641697593
230tdishwashertspray armtdishwashert1.0t0.2798821762012437
231tdishwashertrinse-aid dispensertdishwashert1.0t0.46327022412850694
232tdishwashertlocktdoort0.0t0.28887322283038497
233tdishwashertcornicetdoort0.0t0.13998105227082822
234tdishwashert"hanging stile"tdoort0.0t0.16445201415106592
235tdishwashert"entablature"tdoort0.0t-0.004379764779252797
236tdishwashert"top rail"tdoort0.0t0.23192597259881048
237tdishwashertmiddle paneltdoort0.0t0.24659701124021743
238tdishwashert"bottom rail"tdoort0.0t0.2722101620124687
239tdishwashertpaneltdoort0.0t0.21503009759078495
240tdishwashertjambtdoort0.0t0.12509633270739715
241tdishwashertdoorknobtdoort0.0t0.29842620646235957
242tdishwashert"threshold"tdoort0.0t0.10501368861020575
243tdishwashert"weatherboard"tdoort0.0t0.14474015202306786
244tdishwashertlock railtdoort0.0t0.27118571982752165
245tdishwashert"shutting stile"tdoort0.0t0.12460587735885742
