troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.47627757874680604
1tbedt"bolster"tbedt1.0t0.1487356293860381
2tbedt"mattress cover"tbedt1.0t0.3962798582514244
3tbedtlegtbedt1.0t0.2027634352369283
4tbedtbox springtbedt1.0t0.22872435416608383
5tbedtheadboardtbedt1.0t0.4569191538121283
6tbedt"mattress"tbedt1.0t0.5006970570487328
7tbedt"pillow protector"tbedt1.0t0.41340009593185195
8tbedt"elastic"tbedt1.0t0.1322120492600245
9tbedt"footboard"tbedt1.0t0.3853841410525219
10tbedt"switch"t"refrigerator"t0.0t0.15736403371988658
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.25688032498010954
12tbedt"egg tray"t"refrigerator"t0.0t0.2615075835561134
13tbedtshelf channelt"refrigerator"t0.0t0.24570402705541527
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.15619982220936537
15tbedt"storage door"t"refrigerator"t0.0t0.2884797667206859
16tbedtfreezer doort"refrigerator"t0.0t0.2818465666878869
17tbedtguard railt"refrigerator"t0.0t0.2548171285785564
18tbedtcrispert"refrigerator"t0.0t0.12358786209506299
19tbedtglass covert"refrigerator"t0.0t0.2408617503551074
20tbedt"butter compartment"t"refrigerator"t0.0t0.18117752079224503
21tbedt"thermostat control"t"refrigerator"t0.0t0.2001070568293336
22tbedt"freezer compartment"t"refrigerator"t0.0t0.23592122583203332
23tbedt"ice cube tray"t"refrigerator"t0.0t0.24982158886198041
24tbedt"meat keeper"t"refrigerator"t0.0t0.16216939621551937
25tbedt"door stop"t"refrigerator"t0.0t0.21864894448902528
26tbedtshelft"refrigerator"t0.0t0.25959340256546126
27tbedt"dairy compartment"t"refrigerator"t0.0t0.16173059832414588
28tbedtdoor shelft"refrigerator"t0.0t0.303943980745769
29tbedtdrain hosetdishwashert0.0t0.21783635647565086
30tbedt"overflow protection switch"tdishwashert0.0t0.17720785083889454
31tbedt"tub"tdishwashert0.0t0.32326701757516285
32tbedtpumptdishwashert0.0t0.20597680724238987
33tbedt"gasket"tdishwashert0.0t0.15214069859824828
34tbedt"water hose"tdishwashert0.0t0.2388455834123065
35tbedt"heating element"tdishwashert0.0t0.15460445617958546
36tbedtracktdishwashert0.0t0.18457969984741043
37tbedt"cutlery basket"tdishwashert0.0t0.2531416923798682
38tbedt"wash tower"tdishwashert0.0t0.2870333202373685
39tbedt"motor"tdishwashert0.0t0.1587358231857022
40tbedt"detergent dispenser"tdishwashert0.0t0.11211347408619159
41tbedtslidetdishwashert0.0t0.20186269951869895
42tbedt"leveling foot"tdishwashert0.0t0.24608590951819143
43tbedt"insulating material"tdishwashert0.0t0.18819278725380004
44tbedtspray armtdishwashert0.0t0.2234611962504056
45tbedtrinse-aid dispensertdishwashert0.0t0.12616389952368923
46tbedtlocktdoort0.0t0.20545363359324156
47tbedtcornicetdoort0.0t0.15298145443736563
48tbedt"hanging stile"tdoort0.0t0.19958294800026424
49tbedt"entablature"tdoort0.0t0.10813704539829594
50tbedt"top rail"tdoort0.0t0.23962712400860575
51tbedtmiddle paneltdoort0.0t0.2176923852308168
52tbedt"bottom rail"tdoort0.0t0.25076111564940984
53tbedtpaneltdoort0.0t0.1575179001139889
