troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.7472403
1tbedt"bolster"tbedt1.0t0.64275324
2tbedt"mattress cover"tbedt1.0t0.6807249
3tbedtlegtbedt1.0t0.6019449
4tbedtbox springtbedt1.0t0.67282885
5tbedtheadboardtbedt1.0t0.7107985
6tbedt"mattress"tbedt1.0t0.68944657
7tbedt"pillow protector"tbedt1.0t0.6928873
8tbedt"elastic"tbedt1.0t0.47445658
9tbedt"footboard"tbedt1.0t0.7002084
10tbedt"switch"t"refrigerator"t0.0t0.5972154
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.5514678
12tbedt"egg tray"t"refrigerator"t0.0t0.69339937
13tbedtshelf channelt"refrigerator"t0.0t0.6673876
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.52108926
15tbedt"storage door"t"refrigerator"t0.0t0.5666011
16tbedtfreezer doort"refrigerator"t0.0t0.6026962
17tbedtguard railt"refrigerator"t0.0t0.6429904
18tbedtcrispert"refrigerator"t0.0t0.56821686
19tbedtglass covert"refrigerator"t0.0t0.6530105
20tbedt"butter compartment"t"refrigerator"t0.0t0.6554775
21tbedt"thermostat control"t"refrigerator"t0.0t0.61368966
22tbedt"freezer compartment"t"refrigerator"t0.0t0.5933612
23tbedt"ice cube tray"t"refrigerator"t0.0t0.6291382
24tbedt"meat keeper"t"refrigerator"t0.0t0.6082195
25tbedt"door stop"t"refrigerator"t0.0t0.66025966
26tbedtshelft"refrigerator"t0.0t0.70429504
27tbedt"dairy compartment"t"refrigerator"t0.0t0.62261504
28tbedtdoor shelft"refrigerator"t0.0t0.6667892
29tbedtdrain hosetdishwashert0.0t0.6280694
30tbedt"overflow protection switch"tdishwashert0.0t0.52460366
31tbedt"tub"tdishwashert0.0t0.6383229
32tbedtpumptdishwashert0.0t0.62592876
33tbedt"gasket"tdishwashert0.0t0.52816564
34tbedt"water hose"tdishwashert0.0t0.62670726
35tbedt"heating element"tdishwashert0.0t0.5005491
36tbedtracktdishwashert0.0t0.6882044
37tbedt"cutlery basket"tdishwashert0.0t0.6839622
38tbedt"wash tower"tdishwashert0.0t0.6693637
39tbedt"motor"tdishwashert0.0t0.59221303
40tbedt"detergent dispenser"tdishwashert0.0t0.6244026
41tbedtslidetdishwashert0.0t0.57227004
42tbedt"leveling foot"tdishwashert0.0t0.5952204
43tbedt"insulating material"tdishwashert0.0t0.519581
44tbedtspray armtdishwashert0.0t0.6268539
45tbedtrinse-aid dispensertdishwashert0.0t0.62569356
46tbedtlocktdoort0.0t0.6057316
47tbedtcornicetdoort0.0t0.63531375
48tbedt"hanging stile"tdoort0.0t0.606854
49tbedt"entablature"tdoort0.0t0.51526666
50tbedt"top rail"tdoort0.0t0.5862955
51tbedtmiddle paneltdoort0.0t0.5357293
52tbedt"bottom rail"tdoort0.0t0.60401505
53tbedtpaneltdoort0.0t0.5727412
54tbedtjambtdoort0.0t0.39049923
55tbedtdoorknobtdoort0.0t0.64698255
56tbedt"threshold"tdoort0.0t0.31218356
57tbedt"weatherboard"tdoort0.0t0.6104607
58tbedtlock railtdoort0.0t0.63959265
59tbedt"shutting stile"tdoort0.0t0.63668025
60tbedtheadertdoort0.0t0.46893936
61tbedtringt"mortise lock"t0.0t0.636955
62tbedtkeywayt"mortise lock"t0.0t0.46750048
63tbedt"cotter pin"t"mortise lock"t0.0t0.66031104
64tbedtspringt"mortise lock"t0.0t0.5914709
65tbedt"rotor"t"mortise lock"t0.0t0.54072565
66tbedtcylinder caset"mortise lock"t0.0t0.54148114
67tbedtkeyt"mortise lock"t0.0t0.38246268
68tbedt"faceplate"t"mortise lock"t0.0t0.5858617
69tbedt"dead bolt"t"mortise lock"t0.0t0.53106475
70tbedtcylindert"mortise lock"t0.0t0.5055177
71tbedt"stator"t"mortise lock"t0.0t0.5651736
72tbedt"strike plate"t"mortise lock"t0.0t0.61284757
73tbedt"valve seat shaft"t"toilet"t0.0t0.51134896
74tbedt"tank lid"t"toilet"t0.0t0.6564193
75tbedtconical washert"toilet"t0.0t0.65800965
76tbedt"lift chain"t"toilet"t0.0t0.62995005
77tbedt"seat"t"toilet"t0.0t0.67655253
