troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.9935355761285652
1tbedt"bolster"tbedt1.0t0.9928077180769782
2tbedt"mattress cover"tbedt1.0t0.9952040580558231
3tbedtlegtbedt1.0t0.9910407058493047
4tbedtbox springtbedt1.0t0.9971838079947994
5tbedtheadboardtbedt1.0t0.9984771645878517
6tbedt"mattress"tbedt1.0t0.9972950870569909
7tbedt"pillow protector"tbedt1.0t0.9973675356785193
8tbedt"elastic"tbedt1.0t0.990676135588336
9tbedt"footboard"tbedt1.0t0.9951631875705997
10tbedt"switch"t"refrigerator"t0.0t0.9959807919732471
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.9957340953161377
12tbedt"egg tray"t"refrigerator"t0.0t0.9970484484228308
13tbedtshelf channelt"refrigerator"t0.0t0.9922619002313883
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.9917285788911913
15tbedt"storage door"t"refrigerator"t0.0t0.9944874848994395
16tbedtfreezer doort"refrigerator"t0.0t0.9907128985433722
17tbedtguard railt"refrigerator"t0.0t0.9970271569643989
18tbedtcrispert"refrigerator"t0.0t0.9985598452474616
19tbedtglass covert"refrigerator"t0.0t0.9985783025296853
20tbedt"butter compartment"t"refrigerator"t0.0t0.9972349216155544
21tbedt"thermostat control"t"refrigerator"t0.0t0.9951038258756169
22tbedt"freezer compartment"t"refrigerator"t0.0t0.9893246077514013
23tbedt"ice cube tray"t"refrigerator"t0.0t0.9956991845708449
24tbedt"meat keeper"t"refrigerator"t0.0t0.9902381240410747
25tbedt"door stop"t"refrigerator"t0.0t0.997093657256936
26tbedtshelft"refrigerator"t0.0t0.9881685560729813
27tbedt"dairy compartment"t"refrigerator"t0.0t0.9958410810453414
28tbedtdoor shelft"refrigerator"t0.0t0.9976849814634463
29tbedtdrain hosetdishwashert0.0t0.9962631992971842
30tbedt"overflow protection switch"tdishwashert0.0t0.994941204102401
31tbedt"tub"tdishwashert0.0t0.993335848144042
32tbedtpumptdishwashert0.0t0.9922775516194726
33tbedt"gasket"tdishwashert0.0t0.9966553151653662
34tbedt"water hose"tdishwashert0.0t0.9982766551935689
35tbedt"heating element"tdishwashert0.0t0.9944412562629298
36tbedtracktdishwashert0.0t0.9949257023972108
37tbedt"cutlery basket"tdishwashert0.0t0.9978475522757325
38tbedt"wash tower"tdishwashert0.0t0.9909274679249619
39tbedt"motor"tdishwashert0.0t0.9916397601079322
40tbedt"detergent dispenser"tdishwashert0.0t0.9914123795567443
41tbedtslidetdishwashert0.0t0.9946093243186135
42tbedt"leveling foot"tdishwashert0.0t0.9953285933602481
43tbedt"insulating material"tdishwashert0.0t0.9882709552638799
44tbedtspray armtdishwashert0.0t0.9929340895137068
45tbedtrinse-aid dispensertdishwashert0.0t0.9918111828458996
46tbedtlocktdoort0.0t0.9930721535967872
47tbedtcornicetdoort0.0t0.9981091160260953
48tbedt"hanging stile"tdoort0.0t0.9979408217566512
49tbedt"entablature"tdoort0.0t0.9960186486951178
50tbedt"top rail"tdoort0.0t0.9948307902477772
51tbedtmiddle paneltdoort0.0t0.9979268735956515
52tbedt"bottom rail"tdoort0.0t0.9976679296160524
53tbedtpaneltdoort0.0t0.9967603575925428
54tbedtjambtdoort0.0t0.9953393304672014
55tbedtdoorknobtdoort0.0t0.9973270460359928
56tbedt"threshold"tdoort0.0t0.9949813100374091
57tbedt"weatherboard"tdoort0.0t0.9953463666873003
58tbedtlock railtdoort0.0t0.9966003613427726
59tbedt"shutting stile"tdoort0.0t0.9979029208408995
60tbedtheadertdoort0.0t0.9952880682058608
61tbedtringt"mortise lock"t0.0t0.9960770101228656
62tbedtkeywayt"mortise lock"t0.0t0.9936692605202408
63tbedt"cotter pin"t"mortise lock"t0.0t0.9977512124631762
64tbedtspringt"mortise lock"t0.0t0.99280943485158
65tbedt"rotor"t"mortise lock"t0.0t0.9837947214015929
66tbedtcylinder caset"mortise lock"t0.0t0.9822703172239997
67tbedtkeyt"mortise lock"t0.0t0.9888178898558588
68tbedt"faceplate"t"mortise lock"t0.0t0.995608979754877
69tbedt"dead bolt"t"mortise lock"t0.0t0.993263969367854
70tbedtcylindert"mortise lock"t0.0t0.9867877271794652
71tbedt"stator"t"mortise lock"t0.0t0.9931949625898612
72tbedt"strike plate"t"mortise lock"t0.0t0.9894125068654412
73tbedt"valve seat shaft"t"toilet"t0.0t0.9914436033308706
74tbedt"tank lid"t"toilet"t0.0t0.9953623646652783
75tbedtconical washert"toilet"t0.0t0.9961594558560872
76tbedt"lift chain"t"toilet"t0.0t0.9947375744109082
77tbedt"seat"t"toilet"t0.0t0.9987573592122179
78tbedt"shutoff valve"t"toilet"t0.0t0.9949290812856421
79tbedt"trip lever"t"toilet"t0.0t0.994298387483506
80tbedtball-cock supply valvet"toilet"t0.0t0.9978520633691126
81tbedt"toilet bowl"t"toilet"t0.0t0.9977585547768002
82tbedtflush handlet"toilet"t0.0t0.9923465441433604
83tbedtwax sealt"toilet"t0.0t0.9987678402030459
84tbedt"tank ball"t"toilet"t0.0t0.9935330718067035
85tbedt"float ball"t"toilet"t0.0t0.994359767835711
86tbedt"filler tube"t"toilet"t0.0t0.9901393255695007
87tbedt"waste pipe"t"toilet"t0.0t0.9803411349328861
88tbedt"seat cover"t"toilet"t0.0t0.9901885490313818
89tbedt"cold-water supply line"t"toilet"t0.0t0.9926487035834292
90tbedt"overflow tube"t"toilet"t0.0t0.992002512010771
91tbedt"trap"t"toilet"t0.0t0.9898361922152301
92tbedt"refill tube"t"toilet"t0.0t0.9922881035502594
93t"refrigerator"tpillowtbedt0.0t0.9931096723929004
94t"refrigerator"t"bolster"tbedt0.0t0.9986454079013545
95t"refrigerator"t"mattress cover"tbedt0.0t0.9983847934872054
96t"refrigerator"tlegtbedt0.0t0.9943959690443416
97t"refrigerator"tbox springtbedt0.0t0.9966595942991442
98t"refrigerator"theadboardtbedt0.0t0.9983395903687989
99t"refrigerator"t"mattress"tbedt0.0t0.9993000015024022
100t"refrigerator"t"pillow protector"tbedt0.0t0.9960800401362571
101t"refrigerator"t"elastic"tbedt0.0t0.9963283470822458
102t"refrigerator"t"footboard"tbedt0.0t0.9979680147385411
103t"refrigerator"t"switch"t"refrigerator"t1.0t0.9985168691655388
104t"refrigerator"t"refrigerator compartment"t"refrigerator"t1.0t0.9997366328374908
105t"refrigerator"t"egg tray"t"refrigerator"t1.0t0.9914050983049483
106t"refrigerator"tshelf channelt"refrigerator"t1.0t0.9894498748601026
107t"refrigerator"t"magnetic gasket"t"refrigerator"t1.0t0.998174164475203
108t"refrigerator"t"storage door"t"refrigerator"t1.0t0.9977906576238559
109t"refrigerator"tfreezer doort"refrigerator"t1.0t0.9904368479193405
110t"refrigerator"tguard railt"refrigerator"t1.0t0.9976176617534686
111t"refrigerator"tcrispert"refrigerator"t1.0t0.9969300064325002
112t"refrigerator"tglass covert"refrigerator"t1.0t0.9969520546868313
113t"refrigerator"t"butter compartment"t"refrigerator"t1.0t0.9932306446929466
114t"refrigerator"t"thermostat control"t"refrigerator"t1.0t0.9990539175117
115t"refrigerator"t"freezer compartment"t"refrigerator"t1.0t0.9912938019759647
116t"refrigerator"t"ice cube tray"t"refrigerator"t1.0t0.994273633950852
117t"refrigerator"t"meat keeper"t"refrigerator"t1.0t0.9916343744590561
118t"refrigerator"t"door stop"t"refrigerator"t1.0t0.9955379511733348
119t"refrigerator"tshelft"refrigerator"t1.0t0.9843166819875121
120t"refrigerator"t"dairy compartment"t"refrigerator"t1.0t0.9936445383413991
121t"refrigerator"tdoor shelft"refrigerator"t1.0t0.9965022322180691
122t"refrigerator"tdrain hosetdishwashert0.0t0.9947427217789541
123t"refrigerator"t"overflow protection switch"tdishwashert0.0t0.9962297067427217
124t"refrigerator"t"tub"tdishwashert0.0t0.9965914146085615
125t"refrigerator"tpumptdishwashert0.0t0.9983110842753504
126t"refrigerator"t"gasket"tdishwashert0.0t0.9989619854065522
