troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.65794784
1tbedt"bolster"tbedt1.0t0.3018622
2tbedt"mattress cover"tbedt1.0t0.67259276
3tbedtlegtbedt1.0t0.43804407
4tbedtbox springtbedt1.0t0.43628037
5tbedtheadboardtbedt1.0t0.58291954
6tbedt"mattress"tbedt1.0t0.64870965
7tbedt"pillow protector"tbedt1.0t0.5519603
8tbedt"elastic"tbedt1.0t0.17093728
9tbedt"footboard"tbedt1.0t0.47837242
10tbedt"switch"t"refrigerator"t0.0t0.45721483
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.403978
12tbedt"egg tray"t"refrigerator"t0.0t0.45650852
13tbedtshelf channelt"refrigerator"t0.0t0.43072975
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.36999798
15tbedt"storage door"t"refrigerator"t0.0t0.4526957
16tbedtfreezer doort"refrigerator"t0.0t0.46823603
17tbedtguard railt"refrigerator"t0.0t0.29108635
18tbedtcrispert"refrigerator"t0.0t0.36333108
19tbedtglass covert"refrigerator"t0.0t0.5141706
20tbedt"butter compartment"t"refrigerator"t0.0t0.4399405
21tbedt"thermostat control"t"refrigerator"t0.0t0.34970722
22tbedt"freezer compartment"t"refrigerator"t0.0t0.45566928
23tbedt"ice cube tray"t"refrigerator"t0.0t0.377767
24tbedt"meat keeper"t"refrigerator"t0.0t0.38201812
25tbedt"door stop"t"refrigerator"t0.0t0.4366429
26tbedtshelft"refrigerator"t0.0t0.4584995
27tbedt"dairy compartment"t"refrigerator"t0.0t0.41941038
28tbedtdoor shelft"refrigerator"t0.0t0.4961099
29tbedtdrain hosetdishwashert0.0t0.30063927
30tbedt"overflow protection switch"tdishwashert0.0t0.36950666
31tbedt"tub"tdishwashert0.0t0.40064108
32tbedtpumptdishwashert0.0t0.3536914
33tbedt"gasket"tdishwashert0.0t0.38923854
34tbedt"water hose"tdishwashert0.0t0.33798254
35tbedt"heating element"tdishwashert0.0t0.33417475
36tbedtracktdishwashert0.0t0.4427199
37tbedt"cutlery basket"tdishwashert0.0t0.42333832
38tbedt"wash tower"tdishwashert0.0t0.52456915
39tbedt"motor"tdishwashert0.0t0.38005078
40tbedt"detergent dispenser"tdishwashert0.0t0.3383876
41tbedtslidetdishwashert0.0t0.41462055
42tbedt"leveling foot"tdishwashert0.0t0.36617827
43tbedt"insulating material"tdishwashert0.0t0.28776345
44tbedtspray armtdishwashert0.0t0.41428122
45tbedtrinse-aid dispensertdishwashert0.0t0.32626513
46tbedtlocktdoort0.0t0.33605054
47tbedtcornicetdoort0.0t0.2747362
48tbedt"hanging stile"tdoort0.0t0.4852098
49tbedt"entablature"tdoort0.0t0.3560745
50tbedt"top rail"tdoort0.0t0.4105854
51tbedtmiddle paneltdoort0.0t0.4696517
52tbedt"bottom rail"tdoort0.0t0.36807087
53tbedtpaneltdoort0.0t0.4100932
54tbedtjambtdoort0.0t0.47939646
55tbedtdoorknobtdoort0.0t0.39948428
56tbedt"threshold"tdoort0.0t0.042882517
57tbedt"weatherboard"tdoort0.0t0.36772168
58tbedtlock railtdoort0.0t0.3764207
59tbedt"shutting stile"tdoort0.0t0.3803227
60tbedtheadertdoort0.0t0.42879727
