troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.9926981950257187
1tbedt"bolster"tbedt1.0t0.9475115286166765
2tbedt"mattress cover"tbedt1.0t0.9407073790681725
3tbedtlegtbedt1.0t0.9169732992172042
4tbedtbox springtbedt1.0t0.8971433132171596
5tbedtheadboardtbedt1.0t0.9829083582460656
6tbedt"mattress"tbedt1.0t0.9965258366130673
7tbedt"pillow protector"tbedt1.0t0.95704283111426
8tbedt"elastic"tbedt1.0t0.8914765583885714
9tbedt"footboard"tbedt1.0t0.9342314181910866
10tbedt"switch"t"refrigerator"t0.0t0.9714760791758132
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.9697897040191228
12tbedt"egg tray"t"refrigerator"t0.0t0.9281710753865828
13tbedtshelf channelt"refrigerator"t0.0t0.8778757461662817
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.976883972021419
15tbedt"storage door"t"refrigerator"t0.0t0.9718361324218521
16tbedtfreezer doort"refrigerator"t0.0t0.9646145610138837
17tbedtguard railt"refrigerator"t0.0t0.9127048431376296
18tbedtcrispert"refrigerator"t0.0t0.948116449461031
19tbedtglass covert"refrigerator"t0.0t0.8752831847188908
20tbedt"butter compartment"t"refrigerator"t0.0t0.9861403663011417
21tbedt"thermostat control"t"refrigerator"t0.0t0.9839588337129598
22tbedt"freezer compartment"t"refrigerator"t0.0t0.9786948488789029
23tbedt"ice cube tray"t"refrigerator"t0.0t0.9464079984274676
24tbedt"meat keeper"t"refrigerator"t0.0t0.9617763181026767
25tbedt"door stop"t"refrigerator"t0.0t0.975858763908968
26tbedtshelft"refrigerator"t0.0t0.9944110825931123
27tbedt"dairy compartment"t"refrigerator"t0.0t0.990613703929263
28tbedtdoor shelft"refrigerator"t0.0t0.9611497299610967
29tbedtdrain hosetdishwashert0.0t0.9729013254503976
30tbedt"overflow protection switch"tdishwashert0.0t0.966791165266315
31tbedt"tub"tdishwashert0.0t0.9729880282130277
32tbedtpumptdishwashert0.0t0.9791240818330093
33tbedt"gasket"tdishwashert0.0t0.9925815838335292
34tbedt"water hose"tdishwashert0.0t0.9841513968682134
35tbedt"heating element"tdishwashert0.0t0.9421270095789314
36tbedtracktdishwashert0.0t0.9583456395082712
37tbedt"cutlery basket"tdishwashert0.0t0.9664473759177628
38tbedt"wash tower"tdishwashert0.0t0.9843681333957154
39tbedt"motor"tdishwashert0.0t0.9640304797571927
40tbedt"detergent dispenser"tdishwashert0.0t0.9820370639458676
41tbedtslidetdishwashert0.0t0.8800564850626469
42tbedt"leveling foot"tdishwashert0.0t0.926715078827529
43tbedt"insulating material"tdishwashert0.0t0.9729816996031365
44tbedtspray armtdishwashert0.0t0.9635457317360465
45tbedtrinse-aid dispensertdishwashert0.0t0.9775069454833596
46tbedtlocktdoort0.0t0.9692807031467052
47tbedtcornicetdoort0.0t0.849297294845392
48tbedt"hanging stile"tdoort0.0t0.9535380956592628
49tbedt"entablature"tdoort0.0t0.9196279653362575
50tbedt"top rail"tdoort0.0t0.9455349393983622
51tbedtmiddle paneltdoort0.0t0.9105695170636975
52tbedt"bottom rail"tdoort0.0t0.9628312941504182
53tbedtpaneltdoort0.0t0.8961044580677404
54tbedtjambtdoort0.0t0.953611678617219
55tbedtdoorknobtdoort0.0t0.9830130158417519
56tbedt"threshold"tdoort0.0t0.9347565985996042
57tbedt"weatherboard"tdoort0.0t0.8541535338734393
58tbedtlock railtdoort0.0t0.9680078431714569
59tbedt"shutting stile"tdoort0.0t0.8985894780640673
60tbedtheadertdoort0.0t0.855624828249333
61tbedtringt"mortise lock"t0.0t0.9590115628116301
62tbedtkeywayt"mortise lock"t0.0t0.9458535215667347
63tbedt"cotter pin"t"mortise lock"t0.0t0.9605243818911727
64tbedtspringt"mortise lock"t0.0t0.9604351524645686
65tbedt"rotor"t"mortise lock"t0.0t0.9321776526591493
66tbedtcylinder caset"mortise lock"t0.0t0.9157390785988024
67tbedtkeyt"mortise lock"t0.0t0.9726545207868759
68tbedt"faceplate"t"mortise lock"t0.0t0.9425498168815831
69tbedt"dead bolt"t"mortise lock"t0.0t0.989226289865784
70tbedtcylindert"mortise lock"t0.0t0.9580914740961946
71tbedt"stator"t"mortise lock"t0.0t0.9344415060304696
72tbedt"strike plate"t"mortise lock"t0.0t0.9101367411058772
73tbedt"valve seat shaft"t"toilet"t0.0t0.944677416487287
74tbedt"tank lid"t"toilet"t0.0t0.9415521550295529
75tbedtconical washert"toilet"t0.0t0.8958884528306361
76tbedt"lift chain"t"toilet"t0.0t0.951078593432278
77tbedt"seat"t"toilet"t0.0t0.9617272193186687
78tbedt"shutoff valve"t"toilet"t0.0t0.9772958614716979
79tbedt"trip lever"t"toilet"t0.0t0.9571935036793687
80tbedtball-cock supply valvet"toilet"t0.0t0.9912708372293032
81tbedt"toilet bowl"t"toilet"t0.0t0.987142888396243
82tbedtflush handlet"toilet"t0.0t0.9182220093626199
83tbedtwax sealt"toilet"t0.0t0.8797747350926185
84tbedt"tank ball"t"toilet"t0.0t0.9523762350050942
85tbedt"float ball"t"toilet"t0.0t0.9661545582998771
86tbedt"filler tube"t"toilet"t0.0t0.9828893892922232
87tbedt"waste pipe"t"toilet"t0.0t0.9596674965295314
88tbedt"seat cover"t"toilet"t0.0t0.9502984708323421
89tbedt"cold-water supply line"t"toilet"t0.0t0.9711311297124607
90tbedt"overflow tube"t"toilet"t0.0t0.9663084138373861
91tbedt"trap"t"toilet"t0.0t0.9677259315490715
92tbedt"refill tube"t"toilet"t0.0t0.9618139961862904
93t"refrigerator"tpillowtbedt0.0t0.9815759290882413
94t"refrigerator"t"bolster"tbedt0.0t0.9049053729020243
95t"refrigerator"t"mattress cover"tbedt0.0t0.9214159861879547
96t"refrigerator"tlegtbedt0.0t0.8677730099525919
97t"refrigerator"tbox springtbedt0.0t0.8668533903654405
98t"refrigerator"theadboardtbedt0.0t0.9897884109476714
99t"refrigerator"t"mattress"tbedt0.0t0.9932677965030023
100t"refrigerator"t"pillow protector"tbedt0.0t0.9545793179668366
101t"refrigerator"t"elastic"tbedt0.0t0.8788209196938437
102t"refrigerator"t"footboard"tbedt0.0t0.936724337188912
103t"refrigerator"t"switch"t"refrigerator"t1.0t0.9777083164856041
104t"refrigerator"t"refrigerator compartment"t"refrigerator"t1.0t0.9856669010376267
105t"refrigerator"t"egg tray"t"refrigerator"t1.0t0.8874849995912748
106t"refrigerator"tshelf channelt"refrigerator"t1.0t0.8491483138864155
107t"refrigerator"t"magnetic gasket"t"refrigerator"t1.0t0.9480109247084022
108t"refrigerator"t"storage door"t"refrigerator"t1.0t0.9473094874915319
109t"refrigerator"tfreezer doort"refrigerator"t1.0t0.9543888921601602
110t"refrigerator"tguard railt"refrigerator"t1.0t0.9335089227718107
