troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.4302421087685272
1tbedt"bolster"tbedt1.0t0.2324303510698799
2tbedt"mattress cover"tbedt1.0t0.4980836728855484
3tbedtlegtbedt1.0t0.27329973944312963
4tbedtbox springtbedt1.0t0.4099232701558268
5tbedtheadboardtbedt1.0t0.5293154783450587
6tbedt"mattress"tbedt1.0t0.53787283984197
7tbedt"pillow protector"tbedt1.0t0.3995772087823505
8tbedt"elastic"tbedt1.0t0.2507689354132815
9tbedt"switch"t"refrigerator"t0.0t0.26331423989937425
10tbedt"refrigerator compartment"t"refrigerator"t0.0t0.5318995845232303
11tbedt"egg tray"t"refrigerator"t0.0t0.4564445648965234
12tbedtshelf channelt"refrigerator"t0.0t0.4319640962867863
13tbedt"magnetic gasket"t"refrigerator"t0.0t0.38265818026836734
14tbedt"storage door"t"refrigerator"t0.0t0.42024248504579126
15tbedtfreezer doort"refrigerator"t0.0t0.5078362930629777
16tbedtguard railt"refrigerator"t0.0t0.3046056796568925
17tbedtcrispert"refrigerator"t0.0t0.37239172904506423
18tbedtglass covert"refrigerator"t0.0t0.36358305203726365
19tbedt"butter compartment"t"refrigerator"t0.0t0.4637283336218327
20tbedt"thermostat control"t"refrigerator"t0.0t0.38662676512531635
21tbedt"freezer compartment"t"refrigerator"t0.0t0.55196815435034
22tbedt"ice cube tray"t"refrigerator"t0.0t0.48684577968226483
23tbedt"meat keeper"t"refrigerator"t0.0t0.34543098757201574
24tbedt"door stop"t"refrigerator"t0.0t0.3665922514369894
25tbedtshelft"refrigerator"t0.0t0.39766023539314277
26tbedt"dairy compartment"t"refrigerator"t0.0t0.4752835511056825
27tbedtdoor shelft"refrigerator"t0.0t0.4381870227699801
28tbedtdrain hosetdishwashert0.0t0.4397332052344901
29tbedt"overflow protection switch"tdishwashert0.0t0.37644152309402107
30tbedt"tub"tdishwashert0.0t0.5403826691619664
31tbedtpumptdishwashert0.0t0.3287670127196445
32tbedt"gasket"tdishwashert0.0t0.4133423879071548
33tbedt"water hose"tdishwashert0.0t0.4532734212829045
34tbedt"heating element"tdishwashert0.0t0.2767462261965911
35tbedtracktdishwashert0.0t0.4454647820488634
36tbedt"cutlery basket"tdishwashert0.0t0.39083252784629346
37tbedt"wash tower"tdishwashert0.0t0.4510515510061696
38tbedt"motor"tdishwashert0.0t0.21822806690574814
39tbedt"detergent dispenser"tdishwashert0.0t0.44925743863936823
40tbedtslidetdishwashert0.0t0.29415089648456727
41tbedt"leveling foot"tdishwashert0.0t0.33623713639181213
42tbedt"insulating material"tdishwashert0.0t0.35204226010899353
43tbedtspray armtdishwashert0.0t0.408705217422634
44tbedtrinse-aid dispensertdishwashert0.0t0.4320324097620076
45tbedtlocktdoort0.0t0.32144510482529254
46tbedtcornicetdoort0.0t0.4019629893021046
47tbedt"hanging stile"tdoort0.0t0.4096043540302772
48tbedt"entablature"tdoort0.0t0.3970594149683678
49tbedt"top rail"tdoort0.0t0.3404696314990278
50tbedtmiddle paneltdoort0.0t0.36552065931018973
51tbedt"bottom rail"tdoort0.0t0.41994248668923534
52tbedtpaneltdoort0.0t0.29440561883217725
53tbedtjambtdoort0.0t0.4724879461954407
54tbedtdoorknobtdoort0.0t0.4995252776035494
55tbedt"threshold"tdoort0.0t0.3204102508868595
56tbedt"weatherboard"tdoort0.0t0.43311318605857946
57tbedtlock railtdoort0.0t0.3652099229861816
58tbedt"shutting stile"tdoort0.0t0.4056382821843877
59tbedtheadertdoort0.0t0.2516015175997771
60tbedtringt"mortise lock"t0.0t0.34129038413629803
61tbedt"cotter pin"t"mortise lock"t0.0t0.30434960467304223
62tbedtspringt"mortise lock"t0.0t0.2421963413141675
63tbedt"rotor"t"mortise lock"t0.0t0.33341933757056247
64tbedtcylinder caset"mortise lock"t0.0t0.3856291301216918
65tbedtkeyt"mortise lock"t0.0t0.16047676753228235
66tbedt"faceplate"t"mortise lock"t0.0t0.4609393834390011
67tbedt"dead bolt"t"mortise lock"t0.0t0.30742862799709925
68tbedtcylindert"mortise lock"t0.0t0.36586308137415996
69tbedt"stator"t"mortise lock"t0.0t0.4082158080621768
70tbedt"strike plate"t"mortise lock"t0.0t0.3481796352949423
71tbedt"valve seat shaft"t"toilet"t0.0t0.44417851971918815
72tbedt"tank lid"t"toilet"t0.0t0.4403648015096817
73tbedtconical washert"toilet"t0.0t0.37502685831973304
74tbedt"lift chain"t"toilet"t0.0t0.3046009104119856
75tbedt"seat"t"toilet"t0.0t0.2957102020818845
76tbedt"shutoff valve"t"toilet"t0.0t0.3816985980734935
77tbedt"trip lever"t"toilet"t0.0t0.31326249457259475
78tbedtball-cock supply valvet"toilet"t0.0t0.3346892703904676
79tbedt"toilet bowl"t"toilet"t0.0t0.458745942035347
80tbedtflush handlet"toilet"t0.0t0.33419929445151536
81tbedtwax sealt"toilet"t0.0t0.37855461030767246
82tbedt"tank ball"t"toilet"t0.0t0.3535394976701787
83tbedt"float ball"t"toilet"t0.0t0.34559208089604976
84tbedt"filler tube"t"toilet"t0.0t0.3966625778062127
85tbedt"waste pipe"t"toilet"t0.0t0.40130078012048764
86tbedt"seat cover"t"toilet"t0.0t0.3648462729505248
87tbedt"cold-water supply line"t"toilet"t0.0t0.3932342640377327
88tbedt"overflow tube"t"toilet"t0.0t0.45393652185100536
89tbedt"trap"t"toilet"t0.0t0.3872153600293818
90tbedt"refill tube"t"toilet"t0.0t0.4328449786414204
91t"refrigerator"tpillowtbedt0.0t0.4479737055608384
92t"refrigerator"t"bolster"tbedt0.0t0.2484857459943586
