troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.47245565
1tbedt"bolster"tbedt1.0t0.088709906
2tbedt"mattress cover"tbedt1.0t0.27691352
3tbedtlegtbedt1.0t0.12120188
4tbedtbox springtbedt1.0t0.10515895
5tbedtheadboardtbedt1.0t0.3416869
6tbedt"mattress"tbedt1.0t0.5238949
7tbedt"pillow protector"tbedt1.0t0.2812394
8tbedt"elastic"tbedt1.0t0.04232258
9tbedt"footboard"tbedt1.0t0.21625952
10tbedt"switch"t"refrigerator"t0.0t0.15114334
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.19879922
12tbedt"egg tray"t"refrigerator"t0.0t0.15674806
13tbedtshelf channelt"refrigerator"t0.0t0.15517029
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.11168809
15tbedt"storage door"t"refrigerator"t0.0t0.1368674
16tbedtfreezer doort"refrigerator"t0.0t0.1556015
17tbedtguard railt"refrigerator"t0.0t0.14037691
18tbedtcrispert"refrigerator"t0.0t0.03288541
19tbedtglass covert"refrigerator"t0.0t0.08268549
20tbedt"butter compartment"t"refrigerator"t0.0t0.16408706
21tbedt"thermostat control"t"refrigerator"t0.0t0.06455567
22tbedt"freezer compartment"t"refrigerator"t0.0t0.13415888
23tbedt"ice cube tray"t"refrigerator"t0.0t0.10459115
24tbedt"meat keeper"t"refrigerator"t0.0t0.09442786
25tbedt"door stop"t"refrigerator"t0.0t0.11073265
26tbedtshelft"refrigerator"t0.0t0.18919799
27tbedt"dairy compartment"t"refrigerator"t0.0t0.16433257
28tbedtdoor shelft"refrigerator"t0.0t0.16629885
29tbedtdrain hosetdishwashert0.0t0.14718848
30tbedt"overflow protection switch"tdishwashert0.0t0.11490369
31tbedt"tub"tdishwashert0.0t0.36993125
32tbedtpumptdishwashert0.0t0.031679828
33tbedt"gasket"tdishwashert0.0t0.09588631
34tbedt"water hose"tdishwashert0.0t0.12499072
35tbedt"heating element"tdishwashert0.0t0.06995706
36tbedtracktdishwashert0.0t0.1463378
37tbedt"cutlery basket"tdishwashert0.0t0.18158661
38tbedt"wash tower"tdishwashert0.0t0.15551516
39tbedt"motor"tdishwashert0.0t0.087276906
40tbedt"detergent dispenser"tdishwashert0.0t0.12309807
41tbedtslidetdishwashert0.0t0.122952595
42tbedt"leveling foot"tdishwashert0.0t0.13081245
43tbedt"insulating material"tdishwashert0.0t0.10618872
44tbedtspray armtdishwashert0.0t0.08587832
45tbedtrinse-aid dispensertdishwashert0.0t0.06306055
46tbedtlocktdoort0.0t0.14167286
47tbedtcornicetdoort0.0t0.1351689
48tbedt"hanging stile"tdoort0.0t0.1528123
49tbedt"entablature"tdoort0.0t0.08949402
50tbedt"top rail"tdoort0.0t0.14406721
51tbedtmiddle paneltdoort0.0t0.13057365
52tbedt"bottom rail"tdoort0.0t0.16890338
53tbedtpaneltdoort0.0t0.14008929
54tbedtjambtdoort0.0t0.11508719
55tbedtdoorknobtdoort0.0t0.16021807
56tbedt"threshold"tdoort0.0t0.04689099
57tbedt"weatherboard"tdoort0.0t0.14410149
58tbedtlock railtdoort0.0t0.16910644
59tbedt"shutting stile"tdoort0.0t0.06654015
60tbedtheadertdoort0.0t0.054876674
61tbedtringt"mortise lock"t0.0t0.11555106
62tbedtkeywayt"mortise lock"t0.0t0.076261856
63tbedt"cotter pin"t"mortise lock"t0.0t0.12126102
64tbedtspringt"mortise lock"t0.0t0.06997328
65tbedt"rotor"t"mortise lock"t0.0t0.12698264
66tbedtcylinder caset"mortise lock"t0.0t0.087288946
67tbedtkeyt"mortise lock"t0.0t0.0723587
68tbedt"faceplate"t"mortise lock"t0.0t0.053856462
69tbedt"dead bolt"t"mortise lock"t0.0t0.13940953
70tbedtcylindert"mortise lock"t0.0t0.13732937
71tbedt"stator"t"mortise lock"t0.0t0.09600914
72tbedt"strike plate"t"mortise lock"t0.0t0.17456327
73tbedt"valve seat shaft"t"toilet"t0.0t0.12865804
74tbedt"tank lid"t"toilet"t0.0t0.14675514
75tbedtconical washert"toilet"t0.0t0.11845338
76tbedt"lift chain"t"toilet"t0.0t0.16572122
77tbedt"seat"t"toilet"t0.0t0.13446659
78tbedt"shutoff valve"t"toilet"t0.0t0.0756906
79tbedt"trip lever"t"toilet"t0.0t0.10694021
80tbedtball-cock supply valvet"toilet"t0.0t0.11542196
81tbedt"toilet bowl"t"toilet"t0.0t0.21498466
82tbedtflush handlet"toilet"t0.0t0.088336766
83tbedtwax sealt"toilet"t0.0t0.110954605
84tbedt"tank ball"t"toilet"t0.0t0.13459045
85tbedt"float ball"t"toilet"t0.0t0.13493085
86tbedt"filler tube"t"toilet"t0.0t0.13456787
87tbedt"waste pipe"t"toilet"t0.0t0.15182039
88tbedt"seat cover"t"toilet"t0.0t0.12751323
89tbedt"cold-water supply line"t"toilet"t0.0t0.124988556
90tbedt"overflow tube"t"toilet"t0.0t0.14121573
91tbedt"trap"t"toilet"t0.0t0.0831109
92tbedt"refill tube"t"toilet"t0.0t0.16901983
93t"refrigerator"tpillowtbedt0.0t0.23101863
94t"refrigerator"t"bolster"tbedt0.0t0.13393924
95t"refrigerator"t"mattress cover"tbedt0.0t0.18750033
96t"refrigerator"tlegtbedt0.0t0.07642944
97t"refrigerator"tbox springtbedt0.0t0.13805811
98t"refrigerator"theadboardtbedt0.0t0.29651353
99t"refrigerator"t"mattress"tbedt0.0t0.3747334
100t"refrigerator"t"pillow protector"tbedt0.0t0.17629732
101t"refrigerator"t"elastic"tbedt0.0t0.12137937
102t"refrigerator"t"footboard"tbedt0.0t0.1851356
103t"refrigerator"t"switch"t"refrigerator"t1.0t0.1577431
104t"refrigerator"t"refrigerator compartment"t"refrigerator"t1.0t0.6533651
105t"refrigerator"t"egg tray"t"refrigerator"t1.0t0.2578035
106t"refrigerator"tshelf channelt"refrigerator"t1.0t0.20768769
107t"refrigerator"t"magnetic gasket"t"refrigerator"t1.0t0.14870359
108t"refrigerator"t"storage door"t"refrigerator"t1.0t0.3096747
109t"refrigerator"tfreezer doort"refrigerator"t1.0t0.39829406
110t"refrigerator"tguard railt"refrigerator"t1.0t0.13840732
111t"refrigerator"tcrispert"refrigerator"t1.0t0.15513134
112t"refrigerator"tglass covert"refrigerator"t1.0t0.13500533
113t"refrigerator"t"butter compartment"t"refrigerator"t1.0t0.34819117
114t"refrigerator"t"thermostat control"t"refrigerator"t1.0t0.15398268
115t"refrigerator"t"freezer compartment"t"refrigerator"t1.0t0.48981768
116t"refrigerator"t"ice cube tray"t"refrigerator"t1.0t0.23772417
117t"refrigerator"t"meat keeper"t"refrigerator"t1.0t0.23133817
118t"refrigerator"t"door stop"t"refrigerator"t1.0t0.1327437
119t"refrigerator"tshelft"refrigerator"t1.0t0.37830126
120t"refrigerator"t"dairy compartment"t"refrigerator"t1.0t0.39503366
121t"refrigerator"tdoor shelft"refrigerator"t1.0t0.31436992
122t"refrigerator"tdrain hosetdishwashert0.0t0.14250462
123t"refrigerator"t"overflow protection switch"tdishwashert0.0t0.09953062
124t"refrigerator"t"tub"tdishwashert0.0t0.3581392
125t"refrigerator"tpumptdishwashert0.0t0.20652504
126t"refrigerator"t"gasket"tdishwashert0.0t0.14182211
127t"refrigerator"t"water hose"tdishwashert0.0t0.108220145
128t"refrigerator"t"heating element"tdishwashert0.0t0.1969669
129t"refrigerator"tracktdishwashert0.0t0.23534676
130t"refrigerator"t"cutlery basket"tdishwashert0.0t0.2516703
131t"refrigerator"t"wash tower"tdishwashert0.0t0.12585117
132t"refrigerator"t"motor"tdishwashert0.0t0.18680164
133t"refrigerator"t"detergent dispenser"tdishwashert0.0t0.36434403
134t"refrigerator"tslidetdishwashert0.0t0.13675497
135t"refrigerator"t"leveling foot"tdishwashert0.0t0.01420213
136t"refrigerator"t"insulating material"tdishwashert0.0t0.13057248
137t"refrigerator"tspray armtdishwashert0.0t0.11550536
138t"refrigerator"trinse-aid dispensertdishwashert0.0t0.26971954
139t"refrigerator"tlocktdoort0.0t0.11409844
140t"refrigerator"tcornicetdoort0.0t0.07092957
141t"refrigerator"t"hanging stile"tdoort0.0t0.107003406
142t"refrigerator"t"entablature"tdoort0.0t0.083893634
143t"refrigerator"t"top rail"tdoort0.0t0.047228463
144t"refrigerator"tmiddle paneltdoort0.0t0.066505745
145t"refrigerator"t"bottom rail"tdoort0.0t0.06712154
146t"refrigerator"tpaneltdoort0.0t0.10778969
147t"refrigerator"tjambtdoort0.0t0.16449106
148t"refrigerator"tdoorknobtdoort0.0t0.46377373
149t"refrigerator"t"threshold"tdoort0.0t0.15240707
150t"refrigerator"t"weatherboard"tdoort0.0t0.18976896
151t"refrigerator"tlock railtdoort0.0t0.13271046
152t"refrigerator"t"shutting stile"tdoort0.0t0.13959624
153t"refrigerator"theadertdoort0.0t0.09779321
154t"refrigerator"tringt"mortise lock"t0.0t0.047635764
155t"refrigerator"tkeywayt"mortise lock"t0.0t0.08135858
156t"refrigerator"t"cotter pin"t"mortise lock"t0.0t0.09322595
157t"refrigerator"tspringt"mortise lock"t0.0t0.09595061
158t"refrigerator"t"rotor"t"mortise lock"t0.0t0.16441059
159t"refrigerator"tcylinder caset"mortise lock"t0.0t0.14795661
160t"refrigerator"tkeyt"mortise lock"t0.0t0.10146019
161t"refrigerator"t"faceplate"t"mortise lock"t0.0t0.09382226
162t"refrigerator"t"dead bolt"t"mortise lock"t0.0t0.12244428
163t"refrigerator"tcylindert"mortise lock"t0.0t0.18447477
164t"refrigerator"t"stator"t"mortise lock"t0.0t0.16512407
165t"refrigerator"t"strike plate"t"mortise lock"t0.0t0.13730815
166t"refrigerator"t"valve seat shaft"t"toilet"t0.0t0.104429774
167t"refrigerator"t"tank lid"t"toilet"t0.0t0.27398628
168t"refrigerator"tconical washert"toilet"t0.0t0.18770246
169t"refrigerator"t"lift chain"t"toilet"t0.0t0.10693961
170t"refrigerator"t"seat"t"toilet"t0.0t0.06584997
171t"refrigerator"t"shutoff valve"t"toilet"t0.0t0.1572158
172t"refrigerator"t"trip lever"t"toilet"t0.0t0.1141882
173t"refrigerator"tball-cock supply valvet"toilet"t0.0t0.1883391
174t"refrigerator"t"toilet bowl"t"toilet"t0.0t0.2968854
175t"refrigerator"tflush handlet"toilet"t0.0t0.09914785
176t"refrigerator"twax sealt"toilet"t0.0t0.13016772
177t"refrigerator"t"tank ball"t"toilet"t0.0t0.1642926
178t"refrigerator"t"float ball"t"toilet"t0.0t0.031283647
179t"refrigerator"t"filler tube"t"toilet"t0.0t0.21416835
180t"refrigerator"t"waste pipe"t"toilet"t0.0t0.13113318
181t"refrigerator"t"seat cover"t"toilet"t0.0t0.07765498
182t"refrigerator"t"cold-water supply line"t"toilet"t0.0t0.13801166
183t"refrigerator"t"overflow tube"t"toilet"t0.0t0.18452905
184t"refrigerator"t"trap"t"toilet"t0.0t0.116287164
185t"refrigerator"t"refill tube"t"toilet"t0.0t0.24692036
186tdishwashertpillowtbedt0.0t0.15939371
187tdishwashert"bolster"tbedt0.0t0.087849
188tdishwashert"mattress cover"tbedt0.0t0.16267498
189tdishwashertlegtbedt0.0t0.10256029
190tdishwashertbox springtbedt0.0t0.08718325
191tdishwashertheadboardtbedt0.0t0.29542005
192tdishwashert"mattress"tbedt0.0t0.30721354
193tdishwashert"pillow protector"tbedt0.0t0.11734901
194tdishwashert"elastic"tbedt0.0t-0.007467275
195tdishwashert"footboard"tbedt0.0t0.24626656
196tdishwashert"switch"t"refrigerator"t0.0t0.1405427
197tdishwashert"refrigerator compartment"t"refrigerator"t0.0t0.36120513
198tdishwashert"egg tray"t"refrigerator"t0.0t0.23571324
199tdishwashertshelf channelt"refrigerator"t0.0t0.16379716
200tdishwashert"magnetic gasket"t"refrigerator"t0.0t0.06883485
201tdishwashert"storage door"t"refrigerator"t0.0t0.22413644
202tdishwashertfreezer doort"refrigerator"t0.0t0.32921135
203tdishwashertguard railt"refrigerator"t0.0t0.120251246
204tdishwashertcrispert"refrigerator"t0.0t0.23743966
205tdishwashertglass covert"refrigerator"t0.0t0.123735614
206tdishwashert"butter compartment"t"refrigerator"t0.0t0.2045347
207tdishwashert"thermostat control"t"refrigerator"t0.0t0.14695403
208tdishwashert"freezer compartment"t"refrigerator"t0.0t0.3595609
209tdishwashert"ice cube tray"t"refrigerator"t0.0t0.19021143
210tdishwashert"meat keeper"t"refrigerator"t0.0t0.22848132
211tdishwashert"door stop"t"refrigerator"t0.0t0.14624994
212tdishwashertshelft"refrigerator"t0.0t0.2612559
213tdishwashert"dairy compartment"t"refrigerator"t0.0t0.21162826
214tdishwashertdoor shelft"refrigerator"t0.0t0.2575851
215tdishwashertdrain hosetdishwashert1.0t0.2377734
216tdishwashert"overflow protection switch"tdishwashert1.0t0.07263657
217tdishwashert"tub"tdishwashert1.0t0.3559096
218tdishwashertpumptdishwashert1.0t0.25089356
219tdishwashert"gasket"tdishwashert1.0t0.19139175
220tdishwashert"water hose"tdishwashert1.0t0.17143166
221tdishwashert"heating element"tdishwashert1.0t0.16568139
222tdishwashertracktdishwashert1.0t0.22054029
223tdishwashert"cutlery basket"tdishwashert1.0t0.30811468
224tdishwashert"wash tower"tdishwashert1.0t0.19728047
225tdishwashert"motor"tdishwashert1.0t0.09610201
226tdishwashert"detergent dispenser"tdishwashert1.0t0.43205303
227tdishwashertslidetdishwashert1.0t0.0856763
228tdishwashert"leveling foot"tdishwashert1.0t0.075113185
229tdishwashert"insulating material"tdishwashert1.0t0.08383
230tdishwashertspray armtdishwashert1.0t0.063563496
231tdishwashertrinse-aid dispensertdishwashert1.0t0.43624344
232tdishwashertlocktdoort0.0t0.076933235
233tdishwashertcornicetdoort0.0t0.22135429
234tdishwashert"hanging stile"tdoort0.0t0.14430657
235tdishwashert"entablature"tdoort0.0t0.1611005
236tdishwashert"top rail"tdoort0.0t0.05546139
237tdishwashertmiddle paneltdoort0.0t0.053756915
238tdishwashert"bottom rail"tdoort0.0t0.09133459
239tdishwashertpaneltdoort0.0t0.08911532
240tdishwashertjambtdoort0.0t0.19234464
241tdishwashertdoorknobtdoort0.0t0.43192405
242tdishwashert"threshold"tdoort0.0t0.06346375
243tdishwashert"weatherboard"tdoort0.0t0.23325096
244tdishwashertlock railtdoort0.0t0.08788464
245tdishwashert"shutting stile"tdoort0.0t0.14686278
246tdishwashertheadertdoort0.0t0.13256149
247tdishwashertringt"mortise lock"t0.0t0.06853222
248tdishwashertkeywayt"mortise lock"t0.0t0.20969972
249tdishwashert"cotter pin"t"mortise lock"t0.0t0.12283316
250tdishwashertspringt"mortise lock"t0.0t0.055851225
251tdishwashert"rotor"t"mortise lock"t0.0t0.14517066
252tdishwashertcylinder caset"mortise lock"t0.0t0.08279816
253tdishwashertkeyt"mortise lock"t0.0t0.06761833
254tdishwashert"faceplate"t"mortise lock"t0.0t0.19188587
255tdishwashert"dead bolt"t"mortise lock"t0.0t0.05879205
256tdishwashertcylindert"mortise lock"t0.0t0.109222196
257tdishwashert"stator"t"mortise lock"t0.0t0.19650273
258tdishwashert"strike plate"t"mortise lock"t0.0t0.15501902
259tdishwashert"valve seat shaft"t"toilet"t0.0t0.08390101
260tdishwashert"tank lid"t"toilet"t0.0t0.2155882
261tdishwashertconical washert"toilet"t0.0t0.27718294
