troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t2.9196760094899705
1tbedt"bolster"tbedt1.0t-1.2404223919150874
2tbedt"mattress cover"tbedt1.0t2.459142668098628
3tbedtlegtbedt1.0t1.0399946282327033
4tbedtbox springtbedt1.0t0.15634989299228547
5tbedtheadboardtbedt1.0t0.04892934627670694
6tbedt"mattress"tbedt1.0t2.459142668098628
7tbedt"pillow protector"tbedt1.0t2.9196760094899705
8tbedt"elastic"tbedt1.0t-0.3982774274101124
9tbedt"footboard"tbedt1.0t0.374910513493212
10tbedt"switch"t"refrigerator"t0.0t0.21421220948256253
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.6415853108969105
12tbedt"egg tray"t"refrigerator"t0.0t-0.8167357477223465
13tbedtshelf channelt"refrigerator"t0.0t1.2115516769537626
14tbedt"magnetic gasket"t"refrigerator"t0.0t-1.4366659930964345
15tbedt"storage door"t"refrigerator"t0.0t0.071399231641483
16tbedtfreezer doort"refrigerator"t0.0t-1.0012558857472371
17tbedtguard railt"refrigerator"t0.0t-0.36153052751675546
18tbedtcrispert"refrigerator"t0.0t-1.1926834718806119
19tbedtglass covert"refrigerator"t0.0t-0.565741672254733
20tbedt"butter compartment"t"refrigerator"t0.0t-0.7227686094720389
21tbedt"thermostat control"t"refrigerator"t0.0t-0.6725001957053073
22tbedt"freezer compartment"t"refrigerator"t0.0t-1.0012558857472371
23tbedt"ice cube tray"t"refrigerator"t0.0t-1.4281960801470825
24tbedt"meat keeper"t"refrigerator"t0.0t-1.5914466010953627
25tbedt"door stop"t"refrigerator"t0.0t0.6232708664328646
26tbedtshelft"refrigerator"t0.0t1.2115516769537626
27tbedt"dairy compartment"t"refrigerator"t0.0t-1.0200002207529766
28tbedtdoor shelft"refrigerator"t0.0t0.6232708664328646
29tbedtdrain hosetdishwashert0.0t0.19045498472193956
30tbedt"overflow protection switch"tdishwashert0.0t0.28519326574697584
31tbedt"tub"tdishwashert0.0t1.4283449712251175
32tbedtpumptdishwashert0.0t-0.5770559479960664
33tbedt"gasket"tdishwashert0.0t-1.1730509185107663
34tbedt"water hose"tdishwashert0.0t-1.0330229487249896
35tbedt"heating element"tdishwashert0.0t-0.12837483305116246
