troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.5655388221774102
1tbedt"bolster"tbedt1.0t-0.020661219398071883
2tbedt"mattress cover"tbedt1.0t0.5253310495680311
3tbedtlegtbedt1.0t0.19069315931625627
4tbedtbox springtbedt1.0t0.17627947717325287
5tbedtheadboardtbedt1.0t0.4663129082769788
6tbedt"mattress"tbedt1.0t0.5634167867495573
7tbedt"pillow protector"tbedt1.0t0.40609016477755905
8tbedt"elastic"tbedt1.0t0.09714063931553421
9tbedt"footboard"tbedt1.0t0.3633008428388873
10tbedt"switch"t"refrigerator"t0.0t0.08403524961812112
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.409723034532823
12tbedt"egg tray"t"refrigerator"t0.0t0.3427369130844851
13tbedtshelf channelt"refrigerator"t0.0t0.22869717664202743
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.059703814224594476
15tbedt"storage door"t"refrigerator"t0.0t0.2938363663832343
16tbedtfreezer doort"refrigerator"t0.0t0.38181889385587975
17tbedtguard railt"refrigerator"t0.0t0.11758590844287914
18tbedtcrispert"refrigerator"t0.0t0.03641936981944927
19tbedtglass covert"refrigerator"t0.0t0.25922032349565627
20tbedt"butter compartment"t"refrigerator"t0.0t0.3041961768379653
21tbedt"thermostat control"t"refrigerator"t0.0t0.2115303267613057
22tbedt"freezer compartment"t"refrigerator"t0.0t0.2804432395681815
23tbedt"ice cube tray"t"refrigerator"t0.0t0.2198193286314155
24tbedt"meat keeper"t"refrigerator"t0.0t0.049455306544220284
25tbedt"door stop"t"refrigerator"t0.0t0.21059156366134107
26tbedtshelft"refrigerator"t0.0t0.24636485066998334
27tbedt"dairy compartment"t"refrigerator"t0.0t0.2718821588512803
28tbedtdoor shelft"refrigerator"t0.0t0.3299828588404242
29tbedtdrain hosetdishwashert0.0t0.257624304427465
30tbedt"overflow protection switch"tdishwashert0.0t0.1442535401276152
31tbedt"tub"tdishwashert0.0t0.48712925123002804
32tbedtpumptdishwashert0.0t0.11451434825473503
33tbedt"gasket"tdishwashert0.0t0.09656193909085649
34tbedt"water hose"tdishwashert0.0t0.2792359058193252
35tbedt"heating element"tdishwashert0.0t0.07128293767153067
36tbedtracktdishwashert0.0t0.23894301259544443
37tbedt"cutlery basket"tdishwashert0.0t0.2422227662195674
38tbedt"wash tower"tdishwashert0.0t0.28519753071091536
39tbedt"motor"tdishwashert0.0t0.08869377801242759
40tbedt"detergent dispenser"tdishwashert0.0t0.20759000539078845
41tbedtslidetdishwashert0.0t0.0376515093456152
42tbedt"leveling foot"tdishwashert0.0t0.13846702143391287
43tbedt"insulating material"tdishwashert0.0t0.06428084919819774
44tbedtspray armtdishwashert0.0t0.22735746592241124
45tbedtrinse-aid dispensertdishwashert0.0t0.16234441499823515
46tbedtlocktdoort0.0t0.13021209423042135
47tbedtcornicetdoort0.0t0.20798501629825183
48tbedt"hanging stile"tdoort0.0t0.1945155744435465
49tbedt"entablature"tdoort0.0t0.060310203496013085
50tbedt"top rail"tdoort0.0t0.13250246008284092
51tbedtmiddle paneltdoort0.0t0.059407880349410566
52tbedt"bottom rail"tdoort0.0t0.1466895066450924
53tbedtpaneltdoort0.0t0.03885186199499374
54tbedtjambtdoort0.0t0.2084650188270717
55tbedtdoorknobtdoort0.0t0.2993048779010374
56tbedt"threshold"tdoort0.0t0.08071132664928493
57tbedt"weatherboard"tdoort0.0t0.21975972425068613
58tbedtlock railtdoort0.0t0.1646873204574879
59tbedt"shutting stile"tdoort0.0t0.10651215679359943
60tbedtheadertdoort0.0t0.06109156138639661
61tbedtringt"mortise lock"t0.0t0.10574059187467426
62tbedtkeywayt"mortise lock"t0.0t0.05144555937357831
63tbedt"cotter pin"t"mortise lock"t0.0t0.14661753977928757
64tbedtspringt"mortise lock"t0.0t0.10943273538306342
65tbedt"rotor"t"mortise lock"t0.0t0.1046822899215728
66tbedtcylinder caset"mortise lock"t0.0t0.16669573839231655
67tbedtkeyt"mortise lock"t0.0t-0.04691484488048228
68tbedt"faceplate"t"mortise lock"t0.0t0.14704124507383393
69tbedt"dead bolt"t"mortise lock"t0.0t0.26822582770413345
70tbedtcylindert"mortise lock"t0.0t0.13882995365621292
71tbedt"stator"t"mortise lock"t0.0t0.09489361574868624
72tbedt"strike plate"t"mortise lock"t0.0t0.1302308079293232
73tbedt"valve seat shaft"t"toilet"t0.0t0.23801857225969306
74tbedt"tank lid"t"toilet"t0.0t0.21889881876738376
75tbedtconical washert"toilet"t0.0t0.23277483357818618
76tbedt"lift chain"t"toilet"t0.0t0.16326430263082373
77tbedt"seat"t"toilet"t0.0t0.2188921248949745
78tbedt"shutoff valve"t"toilet"t0.0t0.17408641677447168
79tbedt"trip lever"t"toilet"t0.0t0.12477515457248307
80tbedtball-cock supply valvet"toilet"t0.0t0.1198159566639821
81tbedt"toilet bowl"t"toilet"t0.0t0.3100467171188379
82tbedtflush handlet"toilet"t0.0t0.16941901088484324
83tbedtwax sealt"toilet"t0.0t0.10108174569748482
84tbedt"tank ball"t"toilet"t0.0t0.18070540471548674
85tbedt"float ball"t"toilet"t0.0t0.1884856769937293
86tbedt"filler tube"t"toilet"t0.0t0.20758246014645926
87tbedt"waste pipe"t"toilet"t0.0t0.2120452972410303
88tbedt"seat cover"t"toilet"t0.0t0.25556907320966304
89tbedt"cold-water supply line"t"toilet"t0.0t0.13302953578867974
90tbedt"overflow tube"t"toilet"t0.0t0.285586679883353
91tbedt"trap"t"toilet"t0.0t0.20792165270253601
92tbedt"refill tube"t"toilet"t0.0t0.2816212168639701
93t"refrigerator"tpillowtbedt0.0t0.39262996437913456
94t"refrigerator"t"bolster"tbedt0.0t0.02166920832557526
95t"refrigerator"t"mattress cover"tbedt0.0t0.351519496242531
96t"refrigerator"tlegtbedt0.0t0.0833443140874931
97t"refrigerator"tbox springtbedt0.0t0.2563260058527222
98t"refrigerator"theadboardtbedt0.0t0.36531985073737017
99t"refrigerator"t"mattress"tbedt0.0t0.396152748164771
100t"refrigerator"t"pillow protector"tbedt0.0t0.28232621601802427
101t"refrigerator"t"elastic"tbedt0.0t0.08517583041433566
102t"refrigerator"t"footboard"tbedt0.0t0.2595627053572039
103t"refrigerator"t"switch"t"refrigerator"t1.0t0.10728923331490174
104t"refrigerator"t"refrigerator compartment"t"refrigerator"t1.0t0.8203190212540147
105t"refrigerator"t"egg tray"t"refrigerator"t1.0t0.5100773077834244
106t"refrigerator"tshelf channelt"refrigerator"t1.0t0.36970917640366324
107t"refrigerator"t"magnetic gasket"t"refrigerator"t1.0t0.31941837516441424
108t"refrigerator"t"storage door"t"refrigerator"t1.0t0.5000433904977635
109t"refrigerator"tfreezer doort"refrigerator"t1.0t0.7219550190039831
110t"refrigerator"tguard railt"refrigerator"t1.0t0.005210467348186201
111t"refrigerator"tcrispert"refrigerator"t1.0t0.15825274892646068
112t"refrigerator"tglass covert"refrigerator"t1.0t0.32126401112469355
113t"refrigerator"t"butter compartment"t"refrigerator"t1.0t0.4535277993352752
114t"refrigerator"t"thermostat control"t"refrigerator"t1.0t0.39712300690082725
