troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.6315528585417448
1tbedt"bolster"tbedt1.0t0.24152104929792034
2tbedt"mattress cover"tbedt1.0t0.5494898767712508
3tbedtlegtbedt1.0t0.3222156511935119
4tbedtbox springtbedt1.0t0.35845053588137393
5tbedtheadboardtbedt1.0t0.6066857405207946
6tbedt"mattress"tbedt1.0t0.6584430590231368
7tbedt"pillow protector"tbedt1.0t0.5581356193843089
8tbedt"elastic"tbedt1.0t0.21821483116473706
9tbedt"footboard"tbedt1.0t0.5238816559242877
10tbedt"switch"t"refrigerator"t0.0t0.25550053092480096
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.37623758677952296
12tbedt"egg tray"t"refrigerator"t0.0t0.39982450210632425
13tbedtshelf channelt"refrigerator"t0.0t0.36830301049503994
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.27613012695409317
15tbedt"storage door"t"refrigerator"t0.0t0.4252343507528997
16tbedtfreezer doort"refrigerator"t0.0t0.4171023585534774
17tbedtguard railt"refrigerator"t0.0t0.3718850859169051
18tbedtcrispert"refrigerator"t0.0t0.19671201668466293
19tbedtglass covert"refrigerator"t0.0t0.37176816828979287
20tbedt"butter compartment"t"refrigerator"t0.0t0.3091103387829891
21tbedt"thermostat control"t"refrigerator"t0.0t0.30088068590550004
22tbedt"freezer compartment"t"refrigerator"t0.0t0.36078561298535383
23tbedt"ice cube tray"t"refrigerator"t0.0t0.37141175164166396
24tbedt"meat keeper"t"refrigerator"t0.0t0.29130146924899125
25tbedt"door stop"t"refrigerator"t0.0t0.3499856284684609
26tbedtshelft"refrigerator"t0.0t0.37309587700637137
27tbedt"dairy compartment"t"refrigerator"t0.0t0.2724123119590965
28tbedtdoor shelft"refrigerator"t0.0t0.43706938443182586
29tbedtdrain hosetdishwashert0.0t0.33187039315153616
30tbedt"overflow protection switch"tdishwashert0.0t0.308546687606328
31tbedt"tub"tdishwashert0.0t0.4558712896697028
32tbedtpumptdishwashert0.0t0.3183991557445988
33tbedt"gasket"tdishwashert0.0t0.2585311812643103
