troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.9969332443005346
1tbedt"bolster"tbedt1.0t0.9872024501146373
2tbedt"mattress cover"tbedt1.0t0.9967957313489875
3tbedtlegtbedt1.0t0.9966647499979041
4tbedtbox springtbedt1.0t0.9979020816329085
5tbedtheadboardtbedt1.0t0.9936297108641003
6tbedt"mattress"tbedt1.0t0.9954682778852202
7tbedt"pillow protector"tbedt1.0t0.9976908694957564
8tbedt"elastic"tbedt1.0t0.9816425728206309
9tbedt"footboard"tbedt1.0t0.9929234656588722
10tbedt"switch"t"refrigerator"t0.0t0.9961721582153656
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.9963165233497845
12tbedt"egg tray"t"refrigerator"t0.0t0.9960342066369988
13tbedtshelf channelt"refrigerator"t0.0t0.9975876519995366
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.9954684370219775
15tbedt"storage door"t"refrigerator"t0.0t0.9974413809292163
16tbedtfreezer doort"refrigerator"t0.0t0.996428408915811
17tbedtguard railt"refrigerator"t0.0t0.9908163589865256
18tbedtcrispert"refrigerator"t0.0t0.9900040154781504
19tbedtglass covert"refrigerator"t0.0t0.9967076351520899
20tbedt"butter compartment"t"refrigerator"t0.0t0.994784930895546
21tbedt"thermostat control"t"refrigerator"t0.0t0.994471038302463
22tbedt"freezer compartment"t"refrigerator"t0.0t0.9961949923087705
23tbedt"ice cube tray"t"refrigerator"t0.0t0.9977098188577461
24tbedt"meat keeper"t"refrigerator"t0.0t0.995251749663513
25tbedt"door stop"t"refrigerator"t0.0t0.9984603500489291
26tbedtshelft"refrigerator"t0.0t0.9962788541886941
27tbedt"dairy compartment"t"refrigerator"t0.0t0.9966870665745661
28tbedtdoor shelft"refrigerator"t0.0t0.9986360997197641
29tbedtdrain hosetdishwashert0.0t0.9934290838942315
30tbedt"overflow protection switch"tdishwashert0.0t0.9845669704759452
31tbedt"tub"tdishwashert0.0t0.9972373275967131
32tbedtpumptdishwashert0.0t0.9980962912189835
33tbedt"gasket"tdishwashert0.0t0.9936444641942019
34tbedt"water hose"tdishwashert0.0t0.9974114028464641
35tbedt"heating element"tdishwashert0.0t0.9946120279272592
36tbedtracktdishwashert0.0t0.9976182095084235
37tbedt"cutlery basket"tdishwashert0.0t0.9963570792986979
38tbedt"wash tower"tdishwashert0.0t0.986495115078637
39tbedt"motor"tdishwashert0.0t0.9967782489959452
40tbedt"detergent dispenser"tdishwashert0.0t0.9973345136568572
41tbedtslidetdishwashert0.0t0.9831631017398782
42tbedt"leveling foot"tdishwashert0.0t0.9858957933789888
43tbedt"insulating material"tdishwashert0.0t0.992998543966826
44tbedtspray armtdishwashert0.0t0.9935703490670732
45tbedtrinse-aid dispensertdishwashert0.0t0.9971911590705281
46tbedtlocktdoort0.0t0.9815445723175185
47tbedtcornicetdoort0.0t0.9980578787947139
48tbedt"hanging stile"tdoort0.0t0.9922300072424212
49tbedt"entablature"tdoort0.0t0.995598765987998
50tbedt"top rail"tdoort0.0t0.9916896427719841
51tbedtmiddle paneltdoort0.0t0.9991251768206451
52tbedt"bottom rail"tdoort0.0t0.9960368678652052
53tbedtpaneltdoort0.0t0.9910286510965841
54tbedtjambtdoort0.0t0.9929813368053385
55tbedtdoorknobtdoort0.0t0.990921320515855
56tbedt"threshold"tdoort0.0t0.9939518156346783
57tbedt"weatherboard"tdoort0.0t0.9913645354879186
58tbedtlock railtdoort0.0t0.9954277992363114
