troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t3.0059880223317923
1tbedt"bolster"tbedt1.0t1.5602731263337313
2tbedt"mattress cover"tbedt1.0t2.7069806139058947
3tbedtlegtbedt1.0t-0.660695777775027
4tbedtbox springtbedt1.0t0.8922191666894608
5tbedtheadboardtbedt1.0t3.00880389181942
6tbedt"mattress"tbedt1.0t2.9808172825196664
7tbedt"pillow protector"tbedt1.0t2.2806099125503216
8tbedt"elastic"tbedt1.0t0.33013219952206213
9tbedt"footboard"tbedt1.0t2.9123331974818414
10tbedt"switch"t"refrigerator"t0.0t-0.05070706902271106
11tbedt"refrigerator compartment"t"refrigerator"t0.0t1.3590294909244336
12tbedt"egg tray"t"refrigerator"t0.0t1.0889544379901288
13tbedtshelf channelt"refrigerator"t0.0t0.18649168450419476
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.2821381920436085
15tbedt"storage door"t"refrigerator"t0.0t0.2454613611476927
16tbedtfreezer doort"refrigerator"t0.0t-0.627273979925536
17tbedtguard railt"refrigerator"t0.0t-0.7808131432399852
18tbedtcrispert"refrigerator"t0.0t-0.5439764370990908
19tbedtglass covert"refrigerator"t0.0t0.6355418118712205
20tbedt"butter compartment"t"refrigerator"t0.0t0.17674257909499383
21tbedt"thermostat control"t"refrigerator"t0.0t0.08574888440646253
22tbedt"freezer compartment"t"refrigerator"t0.0t0.3848664889047188
23tbedt"ice cube tray"t"refrigerator"t0.0t0.3329784497149741
24tbedt"meat keeper"t"refrigerator"t0.0t-1.650981767318427
25tbedt"door stop"t"refrigerator"t0.0t-1.306176694384873
26tbedtshelft"refrigerator"t0.0t1.5962824599572174
27tbedt"dairy compartment"t"refrigerator"t0.0t0.8188288253590071
28tbedtdoor shelft"refrigerator"t0.0t0.7311274991936559
29tbedtdrain hosetdishwashert0.0t-0.9405381349429417
30tbedt"overflow protection switch"tdishwashert0.0t-1.5534748022131073
31tbedt"tub"tdishwashert0.0t1.7979608255866768
32tbedtpumptdishwashert0.0t0.07241460511742835
33tbedt"gasket"tdishwashert0.0t0.010424636708612102
34tbedt"water hose"tdishwashert0.0t-0.5362006781488508
35tbedt"heating element"tdishwashert0.0t0.9522450485745524
36tbedtracktdishwashert0.0t1.3177453229382454
37tbedt"cutlery basket"tdishwashert0.0t0.7974759644261987
38tbedt"wash tower"tdishwashert0.0t-0.9771511472960177
39tbedt"motor"tdishwashert0.0t-0.42341749880913826
40tbedt"detergent dispenser"tdishwashert0.0t-0.4037692187886896
41tbedtslidetdishwashert0.0t0.7699776851549632
42tbedt"leveling foot"tdishwashert0.0t0.24113670268237652
43tbedt"insulating material"tdishwashert0.0t0.5300204429579447
44tbedtspray armtdishwashert0.0t0.08040454911848094
45tbedtrinse-aid dispensertdishwashert0.0t-0.6240233386211447
46tbedtlocktdoort0.0t-0.45894508983901167
47tbedtcornicetdoort0.0t-0.9819046974844444
48tbedt"hanging stile"tdoort0.0t0.809670487635373
49tbedt"entablature"tdoort0.0t-3.897146661363635
50tbedt"top rail"tdoort0.0t1.332816139279272
51tbedtmiddle paneltdoort0.0t0.48926289331121364
52tbedt"bottom rail"tdoort0.0t1.4299865816093134
53tbedtpaneltdoort0.0t0.3789448849283811
54tbedtjambtdoort0.0t0.6827419002694796
55tbedtdoorknobtdoort0.0t0.05133058140272545
56tbedt"threshold"tdoort0.0t-1.2263081614973699
57tbedt"weatherboard"tdoort0.0t0.540142611608837
58tbedtlock railtdoort0.0t0.28548805677774114
59tbedt"shutting stile"tdoort0.0t0.4685820453114626
60tbedtheadertdoort0.0t-0.39164922275166414
61tbedtringt"mortise lock"t0.0t-0.5547275945065472
62tbedtkeywayt"mortise lock"t0.0t-0.9086528939974107
63tbedt"cotter pin"t"mortise lock"t0.0t0.06234120084737089
64tbedtspringt"mortise lock"t0.0t0.3695295015330392
65tbedt"rotor"t"mortise lock"t0.0t-0.69209525154729
66tbedtcylinder caset"mortise lock"t0.0t-0.057488719577326056
67tbedtkeyt"mortise lock"t0.0t-0.45706417370257685
68tbedt"faceplate"t"mortise lock"t0.0t-1.7540665237918842
69tbedt"dead bolt"t"mortise lock"t0.0t0.3074107399897729
70tbedtcylindert"mortise lock"t0.0t-0.5938547428318592
71tbedt"stator"t"mortise lock"t0.0t-0.1750870100385989
72tbedt"strike plate"t"mortise lock"t0.0t0.49862187585200735
73tbedt"valve seat shaft"t"toilet"t0.0t-0.326927639230827
74tbedt"tank lid"t"toilet"t0.0t-0.15476845328793404
75tbedtconical washert"toilet"t0.0t0.780238777915825
76tbedt"lift chain"t"toilet"t0.0t-0.18550365387527787
77tbedt"seat"t"toilet"t0.0t-1.433682495199305
78tbedt"shutoff valve"t"toilet"t0.0t-0.7044904309889563
79tbedt"trip lever"t"toilet"t0.0t0.07850688511225486
80tbedtball-cock supply valvet"toilet"t0.0t-0.7758434849119042
81tbedt"toilet bowl"t"toilet"t0.0t-0.1329165877624645
82tbedtflush handlet"toilet"t0.0t-0.018143149790002786
83tbedtwax sealt"toilet"t0.0t-0.5953555127083036
84tbedt"tank ball"t"toilet"t0.0t-0.5322280011057366
85tbedt"float ball"t"toilet"t0.0t-0.11073909569602354
86tbedt"filler tube"t"toilet"t0.0t0.12059791193234974
87tbedt"waste pipe"t"toilet"t0.0t-0.6213867653748786
88tbedt"seat cover"t"toilet"t0.0t1.5193895022393171
89tbedt"cold-water supply line"t"toilet"t0.0t-1.0374958092684943
90tbedt"overflow tube"t"toilet"t0.0t-0.07321162680507373
91tbedt"trap"t"toilet"t0.0t-0.015692691018299683
92tbedt"refill tube"t"toilet"t0.0t-0.1251228421177413
93t"refrigerator"tpillowtbedt0.0t-1.579301894631537
94t"refrigerator"t"bolster"tbedt0.0t-0.09381252994356133
95t"refrigerator"t"mattress cover"tbedt0.0t-1.2818278371921905
96t"refrigerator"tlegtbedt0.0t-0.5303400621784327
97t"refrigerator"tbox springtbedt0.0t0.6036649548560443
98t"refrigerator"theadboardtbedt0.0t-0.3076863011985373
99t"refrigerator"t"mattress"tbedt0.0t0.2145562885582178
100t"refrigerator"t"pillow protector"tbedt0.0t-0.8511625436696703
101t"refrigerator"t"elastic"tbedt0.0t0.04173491339371042
102t"refrigerator"t"footboard"tbedt0.0t0.5090891888732628
103t"refrigerator"t"switch"t"refrigerator"t1.0t1.415849209980523
104t"refrigerator"t"refrigerator compartment"t"refrigerator"t1.0t3.446903222110702
105t"refrigerator"t"egg tray"t"refrigerator"t1.0t2.5194612623861845
106t"refrigerator"tshelf channelt"refrigerator"t1.0t0.8351623368500679
107t"refrigerator"t"magnetic gasket"t"refrigerator"t1.0t2.1326968778234705
108t"refrigerator"t"storage door"t"refrigerator"t1.0t2.590847057314039
109t"refrigerator"tfreezer doort"refrigerator"t1.0t3.8874582003388434
110t"refrigerator"tguard railt"refrigerator"t1.0t-0.7464877626314544
111t"refrigerator"tcrispert"refrigerator"t1.0t1.266547554176949
112t"refrigerator"tglass covert"refrigerator"t1.0t2.0095474211923374
113t"refrigerator"t"butter compartment"t"refrigerator"t1.0t3.8551701699694116
114t"refrigerator"t"thermostat control"t"refrigerator"t1.0t2.625437776906864
115t"refrigerator"t"freezer compartment"t"refrigerator"t1.0t4.02847907319609
116t"refrigerator"t"ice cube tray"t"refrigerator"t1.0t3.339965171396613
117t"refrigerator"t"meat keeper"t"refrigerator"t1.0t0.2930678758664629
118t"refrigerator"t"door stop"t"refrigerator"t1.0t0.10484133692863704
119t"refrigerator"tshelft"refrigerator"t1.0t2.2199617546491943
120t"refrigerator"t"dairy compartment"t"refrigerator"t1.0t3.487050676902058
121t"refrigerator"tdoor shelft"refrigerator"t1.0t2.2123546653994492
122t"refrigerator"tdrain hosetdishwashert0.0t0.5210339572340013
123t"refrigerator"t"overflow protection switch"tdishwashert0.0t0.7205911328528617
124t"refrigerator"t"tub"tdishwashert0.0t1.6878781637814153
125t"refrigerator"tpumptdishwashert0.0t1.8936392546268686
126t"refrigerator"t"gasket"tdishwashert0.0t1.3400752020588158
127t"refrigerator"t"water hose"tdishwashert0.0t0.041684496104481016
128t"refrigerator"t"heating element"tdishwashert0.0t2.847282790191483
129t"refrigerator"tracktdishwashert0.0t1.8536873154595623
130t"refrigerator"t"cutlery basket"tdishwashert0.0t1.2510388977435958
131t"refrigerator"t"wash tower"tdishwashert0.0t-0.010122818434160005
132t"refrigerator"t"motor"tdishwashert0.0t1.2916241717482935
133t"refrigerator"t"detergent dispenser"tdishwashert0.0t2.788921016116591
134t"refrigerator"tslidetdishwashert0.0t1.417160635029019
135t"refrigerator"t"leveling foot"tdishwashert0.0t-0.431545396085687
136t"refrigerator"t"insulating material"tdishwashert0.0t0.8659710079624184
137t"refrigerator"tspray armtdishwashert0.0t0.9542147587946944
138t"refrigerator"trinse-aid dispensertdishwashert0.0t2.189282755493843
139t"refrigerator"tlocktdoort0.0t-0.015200189965520586
140t"refrigerator"tcornicetdoort0.0t-1.3006531236321843
141t"refrigerator"t"hanging stile"tdoort0.0t-0.3449777315215031
142t"refrigerator"t"entablature"tdoort0.0t-3.752891637549865
143t"refrigerator"t"top rail"tdoort0.0t0.8307387113307285
144t"refrigerator"tmiddle paneltdoort0.0t0.33260907633229947
145t"refrigerator"t"bottom rail"tdoort0.0t1.1709580686594918
146t"refrigerator"tpaneltdoort0.0t0.522773884095805
147t"refrigerator"tjambtdoort0.0t0.14693440370672667
148t"refrigerator"tdoorknobtdoort0.0t0.3704484310558191
149t"refrigerator"t"threshold"tdoort0.0t-0.04345049898350112
150t"refrigerator"t"weatherboard"tdoort0.0t-0.0924783664428261
151t"refrigerator"tlock railtdoort0.0t0.22333873427480475
152t"refrigerator"t"shutting stile"tdoort0.0t0.28318234298776473
153t"refrigerator"theadertdoort0.0t-0.16529610324506092
154t"refrigerator"tringt"mortise lock"t0.0t-0.8012198292750037
155t"refrigerator"tkeywayt"mortise lock"t0.0t0.06971612697073068
156t"refrigerator"t"cotter pin"t"mortise lock"t0.0t-0.10255800464165735
157t"refrigerator"tspringt"mortise lock"t0.0t0.12656148230938674
158t"refrigerator"t"rotor"t"mortise lock"t0.0t0.3228912477142285
159t"refrigerator"tcylinder caset"mortise lock"t0.0t1.271891322468686
160t"refrigerator"tkeyt"mortise lock"t0.0t0.1445989921139865
161t"refrigerator"t"faceplate"t"mortise lock"t0.0t-0.9902588326477375
162t"refrigerator"t"dead bolt"t"mortise lock"t0.0t0.42299113601655586
163t"refrigerator"tcylindert"mortise lock"t0.0t0.3600650647757548
164t"refrigerator"t"stator"t"mortise lock"t0.0t1.1163039065007454
165t"refrigerator"t"strike plate"t"mortise lock"t0.0t0.5747228868136396
166t"refrigerator"t"valve seat shaft"t"toilet"t0.0t0.3592722654576498
167t"refrigerator"t"tank lid"t"toilet"t0.0t1.8232908487746917
168t"refrigerator"tconical washert"toilet"t0.0t2.0367146577656063
169t"refrigerator"t"lift chain"t"toilet"t0.0t-0.031821579403063155
170t"refrigerator"t"seat"t"toilet"t0.0t-2.276039513941311
171t"refrigerator"t"shutoff valve"t"toilet"t0.0t1.3769429339460617
