troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t-0.1101388663803766
1tbedt"bolster"tbedt1.0t0.09282698978825225
2tbedt"mattress cover"tbedt1.0t0.11232388131179233
3tbedtlegtbedt1.0t0.39344940957822216
4tbedtbox springtbedt1.0t-0.010108881539757215
5tbedtheadboardtbedt1.0t-0.25970051451967857
6tbedt"mattress"tbedt1.0t0.11232388131179233
7tbedt"pillow protector"tbedt1.0t-0.1101388663803766
8tbedt"elastic"tbedt1.0t-0.1704246359942961
9tbedt"footboard"tbedt1.0t0.010983445528776024
10tbedt"switch"t"refrigerator"t0.0t-0.06746264081620967
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.3299360689513908
12tbedt"egg tray"t"refrigerator"t0.0t0.174741782713921
13tbedtshelf channelt"refrigerator"t0.0t-0.4457598380547321
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.2410895740914279
15tbedt"storage door"t"refrigerator"t0.0t-0.042405896204383065
16tbedtfreezer doort"refrigerator"t0.0t-0.2402918741098697
17tbedtguard railt"refrigerator"t0.0t-0.23198995695676558
18tbedtcrispert"refrigerator"t0.0t0.0024753962945271283
19tbedtglass covert"refrigerator"t0.0t0.07136879171257056
20tbedt"butter compartment"t"refrigerator"t0.0t0.07031574232120909
21tbedt"thermostat control"t"refrigerator"t0.0t-0.07515511774738434
22tbedt"freezer compartment"t"refrigerator"t0.0t-0.2402918741098697
23tbedt"ice cube tray"t"refrigerator"t0.0t0.035040406721935355
24tbedt"meat keeper"t"refrigerator"t0.0t-0.0677509175920411
25tbedt"door stop"t"refrigerator"t0.0t-0.07299105065091135
26tbedtshelft"refrigerator"t0.0t-0.4457598380547321
27tbedt"dairy compartment"t"refrigerator"t0.0t0.31522181987927267
28tbedtdoor shelft"refrigerator"t0.0t-0.07299105065091135
29tbedtdrain hosetdishwashert0.0t-0.12211559337377621
30tbedt"overflow protection switch"tdishwashert0.0t0.1301992633517849
31tbedt"tub"tdishwashert0.0t-0.09274101923110575
32tbedtpumptdishwashert0.0t-0.18502882883080382
33tbedt"gasket"tdishwashert0.0t-0.03087730109022369
34tbedt"water hose"tdishwashert0.0t0.06887810852837675
35tbedt"heating element"tdishwashert0.0t0.638900799947902
36tbedtracktdishwashert0.0t-0.31562833405732943
37tbedt"cutlery basket"tdishwashert0.0t-0.18038808224446226
38tbedt"wash tower"tdishwashert0.0t0.33573471889674283
39tbedt"motor"tdishwashert0.0t-0.28818469059074237
40tbedt"detergent dispenser"tdishwashert0.0t0.20626135983031157
41tbedtslidetdishwashert0.0t0.1356954090159754
42tbedt"leveling foot"tdishwashert0.0t-0.396960611607293
43tbedt"insulating material"tdishwashert0.0t0.3405155135822638
44tbedtspray armtdishwashert0.0t0.13793151365151698
45tbedtrinse-aid dispensertdishwashert0.0t-0.10068412702306298
46tbedtlocktdoort0.0t0.10957209061028678
47tbedtcornicetdoort0.0t0.05559007582366919
48tbedt"hanging stile"tdoort0.0t-0.32438357869753326
49tbedt"entablature"tdoort0.0t0.1493872001244973
50tbedt"top rail"tdoort0.0t0.07184074398991182
51tbedtmiddle paneltdoort0.0t-0.10336713779454132
52tbedt"bottom rail"tdoort0.0t0.29529250919034983
53tbedtpaneltdoort0.0t-0.2844409433904294
54tbedtjambtdoort0.0t0.04864149432122287
55tbedtdoorknobtdoort0.0t-0.07299105065091135
56tbedt"threshold"tdoort0.0t-0.2920655002935685
57tbedt"weatherboard"tdoort0.0t0.14365086386943307
58tbedtlock railtdoort0.0t0.10957209061028678
59tbedt"shutting stile"tdoort0.0t0.0031993923908608156
60tbedtheadertdoort0.0t-0.15972648223784394
61tbedtringt"mortise lock"t0.0t-0.447780931830278
62tbedtkeywayt"mortise lock"t0.0t0.25996915311722685
63tbedt"cotter pin"t"mortise lock"t0.0t-0.421413682862141
64tbedtspringt"mortise lock"t0.0t0.22602251856856254
65tbedt"rotor"t"mortise lock"t0.0t0.011644016226181874
66tbedtcylinder caset"mortise lock"t0.0t0.35946739929876703
67tbedtkeyt"mortise lock"t0.0t0.25996915311722685
68tbedt"faceplate"t"mortise lock"t0.0t-0.24489832942059264
69tbedt"dead bolt"t"mortise lock"t0.0t0.33607035462704815
70tbedtcylindert"mortise lock"t0.0t0.35946739929876703
71tbedt"stator"t"mortise lock"t0.0t0.2656690384279207
72tbedt"strike plate"t"mortise lock"t0.0t0.0009081650009765475
73tbedt"valve seat shaft"t"toilet"t0.0t-0.3496319097788908
74tbedt"tank lid"t"toilet"t0.0t0.2062638390929554
75tbedtconical washert"toilet"t0.0t-0.049442717148384656
76tbedt"lift chain"t"toilet"t0.0t0.16129263717925363
77tbedt"seat"t"toilet"t0.0t-0.32885568268219684
78tbedt"shutoff valve"t"toilet"t0.0t0.11248498399510014
79tbedt"trip lever"t"toilet"t0.0t0.2068304460870813
80tbedtball-cock supply valvet"toilet"t0.0t0.1691425310352687
81tbedt"toilet bowl"t"toilet"t0.0t-0.3801701574460331
82tbedtflush handlet"toilet"t0.0t0.021455009961549268
83tbedtwax sealt"toilet"t0.0t0.419016282294073
84tbedt"tank ball"t"toilet"t0.0t0.2062638390929554
85tbedt"float ball"t"toilet"t0.0t0.08968319979900047
86tbedt"filler tube"t"toilet"t0.0t-0.05480710609154574
87tbedt"waste pipe"t"toilet"t0.0t-0.08658185027481065
88tbedt"seat cover"t"toilet"t0.0t-0.32885568268219684
