troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.9856017816445434
1tbedt"bolster"tbedt1.0t0.9808172252672043
2tbedt"mattress cover"tbedt1.0t0.9654150386280962
3tbedtlegtbedt1.0t0.9576276151150207
4tbedtbox springtbedt1.0t0.9439388879120635
5tbedtheadboardtbedt1.0t0.9748754157776705
6tbedt"mattress"tbedt1.0t0.982755598153622
7tbedt"pillow protector"tbedt1.0t0.975371757025414
8tbedt"elastic"tbedt1.0t0.9482215003782485
9tbedt"footboard"tbedt1.0t0.9662474506440856
10tbedt"switch"t"refrigerator"t0.0t0.9675358022067619
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.9769674545092671
12tbedt"egg tray"t"refrigerator"t0.0t0.9796756463411898
13tbedtshelf channelt"refrigerator"t0.0t0.9622049302286189
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.9596557438475414
15tbedt"storage door"t"refrigerator"t0.0t0.9768852270286279
16tbedtfreezer doort"refrigerator"t0.0t0.9744068874893144
17tbedtguard railt"refrigerator"t0.0t0.9624160258924442
18tbedtcrispert"refrigerator"t0.0t0.9435402612452802
19tbedtglass covert"refrigerator"t0.0t0.9464145501535011
20tbedt"butter compartment"t"refrigerator"t0.0t0.9294172341659864
21tbedt"thermostat control"t"refrigerator"t0.0t0.9159964029647176
22tbedt"freezer compartment"t"refrigerator"t0.0t0.9806803091718445
23tbedt"ice cube tray"t"refrigerator"t0.0t0.9609086229094068
24tbedt"meat keeper"t"refrigerator"t0.0t0.9569510557651064
25tbedt"door stop"t"refrigerator"t0.0t0.9422990699014857
26tbedtshelft"refrigerator"t0.0t0.9788605384332354
27tbedt"dairy compartment"t"refrigerator"t0.0t0.972300624937692
28tbedtdoor shelft"refrigerator"t0.0t0.9680261255224256
29tbedtdrain hosetdishwashert0.0t0.9634405854750275
30tbedt"overflow protection switch"tdishwashert0.0t0.9462342208748372
31tbedt"tub"tdishwashert0.0t0.9693546212128858
32tbedtpumptdishwashert0.0t0.9801007044248512
33tbedt"gasket"tdishwashert0.0t0.9377483347963201
34tbedt"water hose"tdishwashert0.0t0.9631659338437556
35tbedt"heating element"tdishwashert0.0t0.9883382781293738
36tbedtracktdishwashert0.0t0.9772273362419915
37tbedt"cutlery basket"tdishwashert0.0t0.9682766977487843
38tbedt"wash tower"tdishwashert0.0t0.9703160185302209
39tbedt"motor"tdishwashert0.0t0.9672833354061526
40tbedt"detergent dispenser"tdishwashert0.0t0.9478035049597162
41tbedtslidetdishwashert0.0t0.901045147056668
42tbedt"leveling foot"tdishwashert0.0t0.9786210862518558
43tbedt"insulating material"tdishwashert0.0t0.9972297885748184
44tbedtspray armtdishwashert0.0t0.9464649135253251
45tbedtrinse-aid dispensertdishwashert0.0t0.9766585027041316
46tbedtlocktdoort0.0t0.9788329429301378
47tbedtcornicetdoort0.0t0.9586721227067732
48tbedt"hanging stile"tdoort0.0t0.9620966004845258
49tbedt"entablature"tdoort0.0t0.9839738486223782
50tbedt"top rail"tdoort0.0t0.9707600194002932
51tbedtmiddle paneltdoort0.0t0.944408871392925
52tbedt"bottom rail"tdoort0.0t0.9657346831418283
53tbedtpaneltdoort0.0t0.9405227421758314
54tbedtjambtdoort0.0t0.8800193791616269
55tbedtdoorknobtdoort0.0t0.9667889405116044
56tbedt"threshold"tdoort0.0t0.9673043720546444
57tbedt"weatherboard"tdoort0.0t0.9692839481220251
58tbedtlock railtdoort0.0t0.9527736948868194
59tbedt"shutting stile"tdoort0.0t0.9652392310794398
60tbedtheadertdoort0.0t0.9484359685800599
61tbedtringt"mortise lock"t0.0t0.968997707654309
62tbedtkeywayt"mortise lock"t0.0t0.9449329751545019
63tbedt"cotter pin"t"mortise lock"t0.0t0.966373161445836
64tbedtspringt"mortise lock"t0.0t0.9561029942797405
65tbedt"rotor"t"mortise lock"t0.0t0.976511751722184
66tbedtcylinder caset"mortise lock"t0.0t0.9402376455772866
67tbedtkeyt"mortise lock"t0.0t0.9632249382878371
68tbedt"faceplate"t"mortise lock"t0.0t0.9534602294902296
69tbedt"dead bolt"t"mortise lock"t0.0t0.9689750435799831
70tbedtcylindert"mortise lock"t0.0t0.970718799345143
71tbedt"stator"t"mortise lock"t0.0t0.9714687717828774
72tbedt"strike plate"t"mortise lock"t0.0t0.9374832892316407
73tbedt"valve seat shaft"t"toilet"t0.0t0.9369847659192844
74tbedt"tank lid"t"toilet"t0.0t0.9576510529952328
75tbedtconical washert"toilet"t0.0t0.9570390015009105
76tbedt"lift chain"t"toilet"t0.0t0.9742254240363284
77tbedt"seat"t"toilet"t0.0t0.9881400482767038
78tbedt"shutoff valve"t"toilet"t0.0t0.9634802121449516
79tbedt"trip lever"t"toilet"t0.0t0.8891391029337155
80tbedtball-cock supply valvet"toilet"t0.0t0.9767139766443821
81tbedt"toilet bowl"t"toilet"t0.0t0.9406279749532747
82tbedtflush handlet"toilet"t0.0t0.9546391198505156
83tbedtwax sealt"toilet"t0.0t0.9935240218362213
84tbedt"tank ball"t"toilet"t0.0t0.9790361823424576
85tbedt"float ball"t"toilet"t0.0t0.9898039478864208
86tbedt"filler tube"t"toilet"t0.0t0.974516709486665
87tbedt"waste pipe"t"toilet"t0.0t0.978135604724338
88tbedt"seat cover"t"toilet"t0.0t0.9633847833069096
89tbedt"cold-water supply line"t"toilet"t0.0t0.9633451880580972
90tbedt"overflow tube"t"toilet"t0.0t0.9797789022006201
91tbedt"trap"t"toilet"t0.0t0.9610923754809126
92tbedt"refill tube"t"toilet"t0.0t0.9672368325501114
93t"refrigerator"tpillowtbedt0.0t0.9716805813406628
94t"refrigerator"t"bolster"tbedt0.0t0.9793399275839507
95t"refrigerator"t"mattress cover"tbedt0.0t0.9786790871811757
96t"refrigerator"tlegtbedt0.0t0.9151785296458671
97t"refrigerator"tbox springtbedt0.0t0.9722229051000104
98t"refrigerator"theadboardtbedt0.0t0.989246524494197
99t"refrigerator"t"mattress"tbedt0.0t0.972256026939976
100t"refrigerator"t"pillow protector"tbedt0.0t0.9579151366549643
101t"refrigerator"t"elastic"tbedt0.0t0.9344440343386001
102t"refrigerator"t"footboard"tbedt0.0t0.9785219686708115
103t"refrigerator"t"switch"t"refrigerator"t1.0t0.9577470078024853
104t"refrigerator"t"refrigerator compartment"t"refrigerator"t1.0t0.9833284235456108
105t"refrigerator"t"egg tray"t"refrigerator"t1.0t0.9626285007151227
106t"refrigerator"tshelf channelt"refrigerator"t1.0t0.9427192003491168
107t"refrigerator"t"magnetic gasket"t"refrigerator"t1.0t0.9789361090896941
108t"refrigerator"t"storage door"t"refrigerator"t1.0t0.9857016534142103
109t"refrigerator"tfreezer doort"refrigerator"t1.0t0.9721596853812057
110t"refrigerator"tguard railt"refrigerator"t1.0t0.9955561189768161
111t"refrigerator"tcrispert"refrigerator"t1.0t0.9699798016473872
112t"refrigerator"tglass covert"refrigerator"t1.0t0.9877453523293706
113t"refrigerator"t"butter compartment"t"refrigerator"t1.0t0.9615217257163992
114t"refrigerator"t"thermostat control"t"refrigerator"t1.0t0.977388442757353
115t"refrigerator"t"freezer compartment"t"refrigerator"t1.0t0.978581447183436
116t"refrigerator"t"ice cube tray"t"refrigerator"t1.0t0.9827683135064247
117t"refrigerator"t"meat keeper"t"refrigerator"t1.0t0.9710551054851597
118t"refrigerator"t"door stop"t"refrigerator"t1.0t0.949126416644068
119t"refrigerator"tshelft"refrigerator"t1.0t0.9700354544931685
120t"refrigerator"t"dairy compartment"t"refrigerator"t1.0t0.9863150805335184
121t"refrigerator"tdoor shelft"refrigerator"t1.0t0.9773253782752074
122t"refrigerator"tdrain hosetdishwashert0.0t0.9914827777727777
123t"refrigerator"t"overflow protection switch"tdishwashert0.0t0.9641993985445242
124t"refrigerator"t"tub"tdishwashert0.0t0.9754393325568298
125t"refrigerator"tpumptdishwashert0.0t0.9657891256907941
126t"refrigerator"t"gasket"tdishwashert0.0t0.9565739075413653
127t"refrigerator"t"water hose"tdishwashert0.0t0.9710938872232057
128t"refrigerator"t"heating element"tdishwashert0.0t0.9736656276919871
129t"refrigerator"tracktdishwashert0.0t0.9563401703709297
130t"refrigerator"t"cutlery basket"tdishwashert0.0t0.9899550554571869
131t"refrigerator"t"wash tower"tdishwashert0.0t0.9857244531688171
132t"refrigerator"t"motor"tdishwashert0.0t0.9354473541966474
133t"refrigerator"t"detergent dispenser"tdishwashert0.0t0.9728333886429762
134t"refrigerator"tslidetdishwashert0.0t0.9333503122091549
135t"refrigerator"t"leveling foot"tdishwashert0.0t0.9533536851956163
136t"refrigerator"t"insulating material"tdishwashert0.0t0.9663729492672193
137t"refrigerator"tspray armtdishwashert0.0t0.9510622188011852
138t"refrigerator"trinse-aid dispensertdishwashert0.0t0.9717565703697678
139t"refrigerator"tlocktdoort0.0t0.9666961328200601
140t"refrigerator"tcornicetdoort0.0t0.9287364890165688
141t"refrigerator"t"hanging stile"tdoort0.0t0.9587090003707394
142t"refrigerator"t"entablature"tdoort0.0t0.9690209156076679
143t"refrigerator"t"top rail"tdoort0.0t0.9871486762226965
144t"refrigerator"tmiddle paneltdoort0.0t0.9480317232878445
145t"refrigerator"t"bottom rail"tdoort0.0t0.9878468575619833
146t"refrigerator"tpaneltdoort0.0t0.9287238218685872
147t"refrigerator"tjambtdoort0.0t0.9205709323078867
148t"refrigerator"tdoorknobtdoort0.0t0.9589248780414202
149t"refrigerator"t"threshold"tdoort0.0t0.9729654195026133
150t"refrigerator"t"weatherboard"tdoort0.0t0.9772217121127327
151t"refrigerator"tlock railtdoort0.0t0.9789954215135617
152t"refrigerator"t"shutting stile"tdoort0.0t0.9724330326791192
153t"refrigerator"theadertdoort0.0t0.969355642191568
154t"refrigerator"tringt"mortise lock"t0.0t0.949963082456304
155t"refrigerator"tkeywayt"mortise lock"t0.0t0.9758642889372294
156t"refrigerator"t"cotter pin"t"mortise lock"t0.0t0.9656907930074108
157t"refrigerator"tspringt"mortise lock"t0.0t0.9097511668294416
158t"refrigerator"t"rotor"t"mortise lock"t0.0t0.9567164406053673
159t"refrigerator"tcylinder caset"mortise lock"t0.0t0.9365927972764081
160t"refrigerator"tkeyt"mortise lock"t0.0t0.9720647070349354
161t"refrigerator"t"faceplate"t"mortise lock"t0.0t0.9318406167948095
162t"refrigerator"t"dead bolt"t"mortise lock"t0.0t0.9601544021981747
163t"refrigerator"tcylindert"mortise lock"t0.0t0.9401006881899223
164t"refrigerator"t"stator"t"mortise lock"t0.0t0.9839418475060765
165t"refrigerator"t"strike plate"t"mortise lock"t0.0t0.9522769212892175
166t"refrigerator"t"valve seat shaft"t"toilet"t0.0t0.9757261259456973
167t"refrigerator"t"tank lid"t"toilet"t0.0t0.9809423201885562
168t"refrigerator"tconical washert"toilet"t0.0t0.9368311064273986
169t"refrigerator"t"lift chain"t"toilet"t0.0t0.9801332410437925
