troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.71833533
1tbedt"bolster"tbedt1.0t0.43908176
2tbedt"mattress cover"tbedt1.0t0.7255929
3tbedtlegtbedt1.0t0.4931105
4tbedtbox springtbedt1.0t0.40302578
5tbedtheadboardtbedt1.0t0.5971736
6tbedt"mattress"tbedt1.0t0.78388137
7tbedt"pillow protector"tbedt1.0t0.65317667
8tbedt"elastic"tbedt1.0t0.3341036
9tbedt"footboard"tbedt1.0t0.56671625
10tbedt"switch"t"refrigerator"t0.0t0.44010153
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.47529617
12tbedt"egg tray"t"refrigerator"t0.0t0.42715523
13tbedtshelf channelt"refrigerator"t0.0t0.45560074
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.37695938
15tbedt"storage door"t"refrigerator"t0.0t0.5132328
16tbedtfreezer doort"refrigerator"t0.0t0.46653593
17tbedtguard railt"refrigerator"t0.0t0.4014488
18tbedtcrispert"refrigerator"t0.0t0.4319015
19tbedtglass covert"refrigerator"t0.0t0.4805575
20tbedt"butter compartment"t"refrigerator"t0.0t0.4389083
21tbedt"thermostat control"t"refrigerator"t0.0t0.39727217
22tbedt"freezer compartment"t"refrigerator"t0.0t0.44297287
23tbedt"ice cube tray"t"refrigerator"t0.0t0.41866243
24tbedt"meat keeper"t"refrigerator"t0.0t0.41240826
25tbedt"door stop"t"refrigerator"t0.0t0.48457158
26tbedtshelft"refrigerator"t0.0t0.5329504
27tbedt"dairy compartment"t"refrigerator"t0.0t0.42993748
28tbedtdoor shelft"refrigerator"t0.0t0.51951337
29tbedtdrain hosetdishwashert0.0t0.40112197
30tbedt"overflow protection switch"tdishwashert0.0t0.32327357
31tbedt"tub"tdishwashert0.0t0.5496868
32tbedtpumptdishwashert0.0t0.41331303
33tbedt"gasket"tdishwashert0.0t0.34485918
34tbedt"water hose"tdishwashert0.0t0.4447888
35tbedt"heating element"tdishwashert0.0t0.3671405
36tbedtracktdishwashert0.0t0.4416605
37tbedt"cutlery basket"tdishwashert0.0t0.49272648
38tbedt"wash tower"tdishwashert0.0t0.4433715
39tbedt"motor"tdishwashert0.0t0.45670488
40tbedt"detergent dispenser"tdishwashert0.0t0.3963994
41tbedtslidetdishwashert0.0t0.42394742
42tbedt"leveling foot"tdishwashert0.0t0.4341633
43tbedt"insulating material"tdishwashert0.0t0.3757528
44tbedtspray armtdishwashert0.0t0.40013042
45tbedtrinse-aid dispensertdishwashert0.0t0.3836002
46tbedtlocktdoort0.0t0.43745503
47tbedtcornicetdoort0.0t0.32894176
48tbedt"hanging stile"tdoort0.0t0.40536657
49tbedt"entablature"tdoort0.0t0.29713652
50tbedt"top rail"tdoort0.0t0.43309626
51tbedtmiddle paneltdoort0.0t0.3889869
52tbedt"bottom rail"tdoort0.0t0.42566335
53tbedtpaneltdoort0.0t0.41547674
54tbedtjambtdoort0.0t0.36033624
55tbedtdoorknobtdoort0.0t0.40538102
56tbedt"threshold"tdoort0.0t0.40046737
57tbedt"weatherboard"tdoort0.0t0.46887743
58tbedtlock railtdoort0.0t0.38504982
