troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t3.251048186128255
1tbedt"bolster"tbedt1.0t1.3106807714549418
2tbedt"mattress cover"tbedt1.0t2.6710355655588804
3tbedtlegtbedt1.0t1.1511136429520306
4tbedtbox springtbedt1.0t1.5305403564665916
5tbedtheadboardtbedt1.0t1.771938851056071
6tbedt"mattress"tbedt1.0t2.8340777984033454
7tbedt"pillow protector"tbedt1.0t2.8966547652639063
8tbedt"elastic"tbedt1.0t1.1437367602719537
9tbedt"footboard"tbedt1.0t1.4725846203553123
10tbedt"switch"t"refrigerator"t0.0t0.513055582766206
11tbedt"refrigerator compartment"t"refrigerator"t0.0t1.380149249021817
12tbedt"egg tray"t"refrigerator"t0.0t1.6683453362612786
13tbedtshelf channelt"refrigerator"t0.0t1.7106544372976131
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.16184965679667015
15tbedt"storage door"t"refrigerator"t0.0t1.1180257167188163
16tbedtfreezer doort"refrigerator"t0.0t0.6125555355067768
17tbedtguard railt"refrigerator"t0.0t0.4063411600596866
18tbedtcrispert"refrigerator"t0.0t0.7814758497531838
19tbedtglass covert"refrigerator"t0.0t1.6692402540009692
20tbedt"butter compartment"t"refrigerator"t0.0t1.760699880888664
21tbedt"thermostat control"t"refrigerator"t0.0t-0.0798179585951034
22tbedt"freezer compartment"t"refrigerator"t0.0t1.1175625877939468
23tbedt"ice cube tray"t"refrigerator"t0.0t1.4212774150465604
24tbedt"meat keeper"t"refrigerator"t0.0t-0.6186190315770557
25tbedt"door stop"t"refrigerator"t0.0t0.29547739286897906
26tbedtshelft"refrigerator"t0.0t1.6151913498941124
27tbedt"dairy compartment"t"refrigerator"t0.0t1.3576842930270434
28tbedtdoor shelft"refrigerator"t0.0t1.2553313140414182
29tbedtdrain hosetdishwashert0.0t0.5435648255374491
30tbedt"overflow protection switch"tdishwashert0.0t0.45530096188734115
31tbedt"tub"tdishwashert0.0t2.101656055898187
32tbedtpumptdishwashert0.0t0.3949771018702359
33tbedt"gasket"tdishwashert0.0t0.8568064512107708
34tbedt"water hose"tdishwashert0.0t0.7730524457754164
35tbedt"heating element"tdishwashert0.0t1.0175444495794057
36tbedtracktdishwashert0.0t1.7094200154227914
37tbedt"cutlery basket"tdishwashert0.0t1.6696711425484487
38tbedt"wash tower"tdishwashert0.0t1.0105851651685347
39tbedt"motor"tdishwashert0.0t0.037807081904802795
40tbedt"detergent dispenser"tdishwashert0.0t0.7296175688490796
41tbedtslidetdishwashert0.0t1.220160241080223
42tbedt"leveling foot"tdishwashert0.0t1.0614004696246218
43tbedt"insulating material"tdishwashert0.0t1.0201644066599331
44tbedtspray armtdishwashert0.0t1.2929596501858203
45tbedtrinse-aid dispensertdishwashert0.0t0.6915535591754495
46tbedtlocktdoort0.0t0.18484359876128087
47tbedtcornicetdoort0.0t0.5537104003216579
48tbedt"hanging stile"tdoort0.0t1.4552028506969272
49tbedt"entablature"tdoort0.0t0.48344215215337144
50tbedt"top rail"tdoort0.0t1.0752869832511152
51tbedtmiddle paneltdoort0.0t1.391320866473346
52tbedt"bottom rail"tdoort0.0t1.343551046807929
53tbedtpaneltdoort0.0t1.211032608961906
54tbedtjambtdoort0.0t0.8960580267984496
55tbedtdoorknobtdoort0.0t1.1155647817533214
56tbedt"threshold"tdoort0.0t-0.7472783224270687
57tbedt"weatherboard"tdoort0.0t0.8644560340995412
58tbedtlock railtdoort0.0t0.627079283518457
59tbedt"shutting stile"tdoort0.0t0.7625136104420867
60tbedtheadertdoort0.0t-0.14887439585274018
61tbedtringt"mortise lock"t0.0t0.5635299225394058
62tbedtkeywayt"mortise lock"t0.0t0.1424235975529104
63tbedt"cotter pin"t"mortise lock"t0.0t0.44563392343066005
64tbedtspringt"mortise lock"t0.0t1.584407253429807
65tbedt"rotor"t"mortise lock"t0.0t0.6500797855106045
66tbedtcylinder caset"mortise lock"t0.0t1.4365017925845303
67tbedtkeyt"mortise lock"t0.0t-1.2158606617707304
68tbedt"faceplate"t"mortise lock"t0.0t1.3966062726083759
69tbedt"dead bolt"t"mortise lock"t0.0t0.244422440224882
70tbedtcylindert"mortise lock"t0.0t1.3408266444789136
71tbedt"stator"t"mortise lock"t0.0t-0.08225965934993729
72tbedt"strike plate"t"mortise lock"t0.0t0.5712603380624827
73tbedt"valve seat shaft"t"toilet"t0.0t1.217519637144182
74tbedt"tank lid"t"toilet"t0.0t1.158239418517183
75tbedtconical washert"toilet"t0.0t1.66976368347582
76tbedt"lift chain"t"toilet"t0.0t0.7180825216081413
77tbedt"seat"t"toilet"t0.0t1.8972885307974303
78tbedt"shutoff valve"t"toilet"t0.0t-0.003574142880918408
79tbedt"trip lever"t"toilet"t0.0t0.6665937894761427
80tbedtball-cock supply valvet"toilet"t0.0t0.7072335402563699
81tbedt"toilet bowl"t"toilet"t0.0t1.7914508936738844
82tbedtflush handlet"toilet"t0.0t1.36668923050456
83tbedtwax sealt"toilet"t0.0t0.9025563047275049
84tbedt"tank ball"t"toilet"t0.0t0.35330086941686206
85tbedt"float ball"t"toilet"t0.0t0.6414596065548017
86tbedt"filler tube"t"toilet"t0.0t0.8924399408134591
87tbedt"waste pipe"t"toilet"t0.0t0.8330777693856322
88tbedt"seat cover"t"toilet"t0.0t2.255415252535482
89tbedt"cold-water supply line"t"toilet"t0.0t-0.4530814931538085
90tbedt"overflow tube"t"toilet"t0.0t1.372651598068487
91tbedt"trap"t"toilet"t0.0t0.4287704388233693
92tbedt"refill tube"t"toilet"t0.0t1.2764474633839493
93t"refrigerator"tpillowtbedt0.0t0.5994831014134224
94t"refrigerator"t"bolster"tbedt0.0t0.32439268657925213
95t"refrigerator"t"mattress cover"tbedt0.0t0.2163363807179045
96t"refrigerator"tlegtbedt0.0t-0.830566500960642
97t"refrigerator"tbox springtbedt0.0t1.7966937422456204
98t"refrigerator"theadboardtbedt0.0t1.1122894628949316
99t"refrigerator"t"mattress"tbedt0.0t1.0027321528518003
100t"refrigerator"t"pillow protector"tbedt0.0t0.391215686007479
101t"refrigerator"t"elastic"tbedt0.0t-0.14269391237367168
102t"refrigerator"t"footboard"tbedt0.0t0.6610160580422884
103t"refrigerator"t"switch"t"refrigerator"t1.0t1.4863755258436
104t"refrigerator"t"refrigerator compartment"t"refrigerator"t1.0t3.307901813722355
105t"refrigerator"t"egg tray"t"refrigerator"t1.0t2.4122716743854746
106t"refrigerator"tshelf channelt"refrigerator"t1.0t2.058763611333909
107t"refrigerator"t"magnetic gasket"t"refrigerator"t1.0t0.9154601969696067
108t"refrigerator"t"storage door"t"refrigerator"t1.0t2.1212632245688456
109t"refrigerator"tfreezer doort"refrigerator"t1.0t3.0989819150914415
110t"refrigerator"tguard railt"refrigerator"t1.0t0.5646900259568403
111t"refrigerator"tcrispert"refrigerator"t1.0t1.2100580833311556
112t"refrigerator"tglass covert"refrigerator"t1.0t1.4941435067175626
113t"refrigerator"t"butter compartment"t"refrigerator"t1.0t2.4853372482511706
114t"refrigerator"t"thermostat control"t"refrigerator"t1.0t1.819424887700218
115t"refrigerator"t"freezer compartment"t"refrigerator"t1.0t3.29669399918595
116t"refrigerator"t"ice cube tray"t"refrigerator"t1.0t2.722166682137207
117t"refrigerator"t"meat keeper"t"refrigerator"t1.0t0.18503846052616627
118t"refrigerator"t"door stop"t"refrigerator"t1.0t0.8453453506901418
119t"refrigerator"tshelft"refrigerator"t1.0t1.954833512916125
120t"refrigerator"t"dairy compartment"t"refrigerator"t1.0t2.4797396379752055
121t"refrigerator"tdoor shelft"refrigerator"t1.0t2.086890547149425
122t"refrigerator"tdrain hosetdishwashert0.0t1.4680476344544442
123t"refrigerator"t"overflow protection switch"tdishwashert0.0t1.3593840243707138
124t"refrigerator"t"tub"tdishwashert0.0t1.9124901931816216
125t"refrigerator"tpumptdishwashert0.0t1.6057074341391404
