troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t2.939241203315146
1tbedt"bolster"tbedt1.0t1.2859396671187238
2tbedt"mattress cover"tbedt1.0t2.735116434080406
3tbedtlegtbedt1.0t-0.14404446346532002
4tbedtbox springtbedt1.0t1.7442590417938322
5tbedtheadboardtbedt1.0t2.857802046369898
6tbedt"mattress"tbedt1.0t2.944206427154261
7tbedt"pillow protector"tbedt1.0t2.5298143905485615
8tbedt"elastic"tbedt1.0t-0.8377879219679718
9tbedt"footboard"tbedt1.0t1.5318054082090045
10tbedt"switch"t"refrigerator"t0.0t-0.557800892980303
11tbedt"refrigerator compartment"t"refrigerator"t0.0t-0.19060832864175842
12tbedt"egg tray"t"refrigerator"t0.0t0.32150833311161475
13tbedtshelf channelt"refrigerator"t0.0t0.2055456459868024
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.0723546980205961
15tbedt"storage door"t"refrigerator"t0.0t-0.3336629645714537
16tbedtfreezer doort"refrigerator"t0.0t0.025154406919761493
17tbedtguard railt"refrigerator"t0.0t-1.213628994995785
18tbedtcrispert"refrigerator"t0.0t-0.035213243862940634
19tbedtglass covert"refrigerator"t0.0t-0.282739837196923
20tbedt"butter compartment"t"refrigerator"t0.0t-0.7860108622700837
21tbedt"thermostat control"t"refrigerator"t0.0t0.0498676460237167
22tbedt"freezer compartment"t"refrigerator"t0.0t-0.07713894148732978
23tbedt"ice cube tray"t"refrigerator"t0.0t-0.9941200195959818
24tbedt"meat keeper"t"refrigerator"t0.0t-2.4144871678522404
25tbedt"door stop"t"refrigerator"t0.0t0.07946906302340769
26tbedtshelft"refrigerator"t0.0t0.6630007676869135
27tbedt"dairy compartment"t"refrigerator"t0.0t-0.13431721985924366
28tbedtdoor shelft"refrigerator"t0.0t-0.09047430150164747
29tbedtdrain hosetdishwashert0.0t-0.8617369703618766
30tbedt"overflow protection switch"tdishwashert0.0t-0.85024866138828
31tbedt"tub"tdishwashert0.0t0.9027559295557609
32tbedtpumptdishwashert0.0t-0.03147488107596855
33tbedt"gasket"tdishwashert0.0t-0.2940366141252771
34tbedt"water hose"tdishwashert0.0t-0.8668306236749058
35tbedt"heating element"tdishwashert0.0t-0.29772346429313684
36tbedtracktdishwashert0.0t0.533201948515401
37tbedt"cutlery basket"tdishwashert0.0t-0.16560948609187906
38tbedt"wash tower"tdishwashert0.0t-1.1122607309108272
39tbedt"motor"tdishwashert0.0t-1.1927702643742157
40tbedt"detergent dispenser"tdishwashert0.0t-0.3182253637157635
41tbedtslidetdishwashert0.0t-0.5733027458058989
42tbedt"leveling foot"tdishwashert0.0t0.9879314897449902
43tbedt"insulating material"tdishwashert0.0t0.05072999603089312
44tbedtspray armtdishwashert0.0t-0.24923321812944849
45tbedtrinse-aid dispensertdishwashert0.0t0.457467975748491
46tbedtlocktdoort0.0t-0.04558335317719567
47tbedtcornicetdoort0.0t-0.11053210463852131
48tbedt"hanging stile"tdoort0.0t-0.6668956304610969
49tbedt"entablature"tdoort0.0t0.04471360715543691
50tbedt"top rail"tdoort0.0t0.37579255598688815
51tbedtmiddle paneltdoort0.0t-0.03386240343862896
52tbedt"bottom rail"tdoort0.0t0.943434259098082
53tbedtpaneltdoort0.0t-0.2226735085190533
54tbedtjambtdoort0.0t-1.7753587161500597
55tbedtdoorknobtdoort0.0t-0.8887016856791101
56tbedt"threshold"tdoort0.0t-0.5561462294093459
57tbedt"weatherboard"tdoort0.0t0.3206274558645633
58tbedtlock railtdoort0.0t0.345604300581904
59tbedt"shutting stile"tdoort0.0t-0.51046077766899
60tbedtheadertdoort0.0t-3.423699834981515
61tbedtringt"mortise lock"t0.0t-2.283960021238117
62tbedtkeywayt"mortise lock"t0.0t-1.161758070192159
63tbedt"cotter pin"t"mortise lock"t0.0t0.6216945162069305
64tbedtspringt"mortise lock"t0.0t0.03747690283283416
65tbedt"rotor"t"mortise lock"t0.0t-1.406267591297525
