troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t2.9196760094899705
1tbedt"bolster"tbedt1.0t1.7754812088020002
2tbedt"mattress cover"tbedt1.0t0.700318576074546
3tbedtlegtbedt1.0t1.0399946282327033
4tbedtbox springtbedt1.0t-0.526174578604507
5tbedtheadboardtbedt1.0t1.5766092929096043
6tbedt"mattress"tbedt1.0t2.459142668098628
7tbedt"pillow protector"tbedt1.0t0.3496868567808893
8tbedt"elastic"tbedt1.0t-0.3982774274101124
9tbedt"footboard"tbedt1.0t1.5766092929096043
10tbedt"switch"t"refrigerator"t0.0t0.21421220948256253
11tbedt"refrigerator compartment"t"refrigerator"t0.0t-0.04007365680346593
12tbedt"egg tray"t"refrigerator"t0.0t0.85276882453351
13tbedtshelf channelt"refrigerator"t0.0t-1.042313090548399
14tbedt"magnetic gasket"t"refrigerator"t0.0t-0.32380246345115066
15tbedt"storage door"t"refrigerator"t0.0t0.6232708664328646
16tbedtfreezer doort"refrigerator"t0.0t0.6232708664328646
17tbedtguard railt"refrigerator"t0.0t0.9559465315059889
18tbedtcrispert"refrigerator"t0.0t-0.7091650712742933
19tbedtglass covert"refrigerator"t0.0t0.700318576074546
20tbedt"butter compartment"t"refrigerator"t0.0t-0.04007365680346593
21tbedt"thermostat control"t"refrigerator"t0.0t-1.08229636500595
22tbedt"freezer compartment"t"refrigerator"t0.0t-0.04007365680346593
23tbedt"ice cube tray"t"refrigerator"t0.0t0.85276882453351
24tbedt"meat keeper"t"refrigerator"t0.0t-0.6381641800228922
25tbedt"door stop"t"refrigerator"t0.0t-0.7733117144957738
26tbedtshelft"refrigerator"t0.0t1.2115516769537626
27tbedt"dairy compartment"t"refrigerator"t0.0t-0.04007365680346593
28tbedtdoor shelft"refrigerator"t0.0t1.2115516769537626
29tbedtdrain hosetdishwashert0.0t-0.39588309587274334
30tbedt"overflow protection switch"tdishwashert0.0t0.21421220948256253
31tbedt"tub"tdishwashert0.0t1.4283449712251175
32tbedtpumptdishwashert0.0t-0.5770559479960664
33tbedt"gasket"tdishwashert0.0t-0.32380246345115066
34tbedt"water hose"tdishwashert0.0t-0.39588309587274334
35tbedt"heating element"tdishwashert0.0t-1.8403787205879452
36tbedtracktdishwashert0.0t0.6738965668221863
37tbedt"cutlery basket"tdishwashert0.0t0.5426939460955694
38tbedt"wash tower"tdishwashert0.0t-1.0735201802349306
39tbedt"motor"tdishwashert0.0t-1.29745202257277
40tbedt"detergent dispenser"tdishwashert0.0t-0.6115465670153244
41tbedtslidetdishwashert0.0t0.177415084131887
42tbedt"leveling foot"tdishwashert0.0t0.374910513493212
43tbedt"insulating material"tdishwashert0.0t-0.11799558968266843
44tbedtspray armtdishwashert0.0t0.4034316912048343
45tbedtrinse-aid dispensertdishwashert0.0t-0.6115465670153244
46tbedtlocktdoort0.0t-0.7443308125828642
47tbedtcornicetdoort0.0t-0.07423234149172352
48tbedt"hanging stile"tdoort0.0t-0.8287880100730797
49tbedt"entablature"tdoort0.0t0.5202482148211245
