troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.56389385
1tbedt"bolster"tbedt1.0t-0.021478005
2tbedt"mattress cover"tbedt1.0t0.42085576
3tbedtlegtbedt1.0t0.19009683
4tbedtbox springtbedt1.0t0.16404964
5tbedtheadboardtbedt1.0t0.4657405
6tbedt"mattress"tbedt1.0t0.5620042
7tbedt"pillow protector"tbedt1.0t0.3088774
8tbedt"elastic"tbedt1.0t0.09455752
9tbedt"footboard"tbedt1.0t0.36197662
10tbedt"switch"t"refrigerator"t0.0t0.08325319
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.36582327
12tbedt"egg tray"t"refrigerator"t0.0t0.28070736
13tbedtshelf channelt"refrigerator"t0.0t0.1838528
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.035287596
15tbedt"storage door"t"refrigerator"t0.0t0.22215922
16tbedtfreezer doort"refrigerator"t0.0t0.321689
17tbedtguard railt"refrigerator"t0.0t0.12527007
18tbedtcrispert"refrigerator"t0.0t0.03565255
19tbedtglass covert"refrigerator"t0.0t0.23174109
20tbedt"butter compartment"t"refrigerator"t0.0t0.2298666
21tbedt"thermostat control"t"refrigerator"t0.0t0.201422
22tbedt"freezer compartment"t"refrigerator"t0.0t0.27824637
23tbedt"ice cube tray"t"refrigerator"t0.0t0.21607174
24tbedt"meat keeper"t"refrigerator"t0.0t0.0627592
25tbedt"door stop"t"refrigerator"t0.0t0.16215341
26tbedtshelft"refrigerator"t0.0t0.24193986
27tbedt"dairy compartment"t"refrigerator"t0.0t0.16451427
28tbedtdoor shelft"refrigerator"t0.0t0.22535098
29tbedtdrain hosetdishwashert0.0t0.23286968
30tbedt"overflow protection switch"tdishwashert0.0t0.08938685
31tbedt"tub"tdishwashert0.0t0.48719504
32tbedtpumptdishwashert0.0t0.1143248
33tbedt"gasket"tdishwashert0.0t0.09584389
34tbedt"water hose"tdishwashert0.0t0.23409049
35tbedt"heating element"tdishwashert0.0t0.068379045
36tbedtracktdishwashert0.0t0.23889406
37tbedt"cutlery basket"tdishwashert0.0t0.23902856
38tbedt"wash tower"tdishwashert0.0t0.22695518
39tbedt"motor"tdishwashert0.0t0.08753997
40tbedt"detergent dispenser"tdishwashert0.0t0.2072378
41tbedtslidetdishwashert0.0t0.03811835
42tbedt"leveling foot"tdishwashert0.0t0.087652296
43tbedt"insulating material"tdishwashert0.0t0.06710832
44tbedtspray armtdishwashert0.0t0.18485503
45tbedtrinse-aid dispensertdishwashert0.0t0.15873013
46tbedtlocktdoort0.0t0.12921523
47tbedtcornicetdoort0.0t0.2047315
48tbedt"hanging stile"tdoort0.0t0.15026188
49tbedt"entablature"tdoort0.0t0.0564713
50tbedt"top rail"tdoort0.0t0.13538241
51tbedtmiddle paneltdoort0.0t0.08878679
52tbedt"bottom rail"tdoort0.0t0.13128316
53tbedtpaneltdoort0.0t0.038676187
54tbedtjambtdoort0.0t0.20725591
55tbedtdoorknobtdoort0.0t0.29976606
56tbedt"threshold"tdoort0.0t0.07823784
57tbedt"weatherboard"tdoort0.0t0.21891561
58tbedtlock railtdoort0.0t0.14165442
59tbedt"shutting stile"tdoort0.0t0.099981494
60tbedtheadertdoort0.0t0.060492046
61tbedtringt"mortise lock"t0.0t0.10062637
62tbedtkeywayt"mortise lock"t0.0t0.048940044
63tbedt"cotter pin"t"mortise lock"t0.0t0.14127162
64tbedtspringt"mortise lock"t0.0t0.11011631
65tbedt"rotor"t"mortise lock"t0.0t0.10057303
66tbedtcylinder caset"mortise lock"t0.0t0.12959842
67tbedtkeyt"mortise lock"t0.0t-0.048844136
68tbedt"faceplate"t"mortise lock"t0.0t0.14463453
69tbedt"dead bolt"t"mortise lock"t0.0t0.21063551
70tbedtcylindert"mortise lock"t0.0t0.13801584
71tbedt"stator"t"mortise lock"t0.0t0.09351596
72tbedt"strike plate"t"mortise lock"t0.0t0.124483585
73tbedt"valve seat shaft"t"toilet"t0.0t0.19408973
74tbedt"tank lid"t"toilet"t0.0t0.19415261
75tbedtconical washert"toilet"t0.0t0.18053265
76tbedt"lift chain"t"toilet"t0.0t0.104972094
77tbedt"seat"t"toilet"t0.0t0.21532957
78tbedt"shutoff valve"t"toilet"t0.0t0.17131986
79tbedt"trip lever"t"toilet"t0.0t0.08975447
80tbedtball-cock supply valvet"toilet"t0.0t0.04978351
81tbedt"toilet bowl"t"toilet"t0.0t0.32227755
82tbedtflush handlet"toilet"t0.0t0.13315178
83tbedtwax sealt"toilet"t0.0t0.12074408
84tbedt"tank ball"t"toilet"t0.0t0.1354903
85tbedt"float ball"t"toilet"t0.0t0.12998535
86tbedt"filler tube"t"toilet"t0.0t0.16289485
87tbedt"waste pipe"t"toilet"t0.0t0.19614255
88tbedt"seat cover"t"toilet"t0.0t0.25299728
89tbedt"cold-water supply line"t"toilet"t0.0t0.11414745
90tbedt"overflow tube"t"toilet"t0.0t0.24326462
91tbedt"trap"t"toilet"t0.0t0.20791033
92tbedt"refill tube"t"toilet"t0.0t0.20388068
93t"refrigerator"tpillowtbedt0.0t0.3930526
