troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t1.8879257665270126
1tbedt"bolster"tbedt1.0t1.160660128165064
2tbedt"mattress cover"tbedt1.0t4.179509714156187
3tbedtlegtbedt1.0t-1.0759052350320535
4tbedtbox springtbedt1.0t-0.8775861382272919
5tbedtheadboardtbedt1.0t0.6155902438829679
6tbedt"mattress"tbedt1.0t4.179509714156187
7tbedt"pillow protector"tbedt1.0t1.8879257665270126
8tbedt"elastic"tbedt1.0t-2.965838265999321
9tbedt"footboard"tbedt1.0t0.3581319389068594
10tbedt"switch"t"refrigerator"t0.0t-0.899460194869888
11tbedt"refrigerator compartment"t"refrigerator"t0.0t-0.9992837696299118
12tbedt"egg tray"t"refrigerator"t0.0t-2.152267992421807
13tbedtshelf channelt"refrigerator"t0.0t-0.15834409480951614
14tbedt"magnetic gasket"t"refrigerator"t0.0t-1.8753717527768017
15tbedt"storage door"t"refrigerator"t0.0t0.15927815832644887
16tbedtfreezer doort"refrigerator"t0.0t-1.950646480975583
17tbedtguard railt"refrigerator"t0.0t-1.1741651809284963
18tbedtcrispert"refrigerator"t0.0t-3.109531885453566
19tbedtglass covert"refrigerator"t0.0t-0.8556861927288336
20tbedt"butter compartment"t"refrigerator"t0.0t-0.8964352665685666
21tbedt"thermostat control"t"refrigerator"t0.0t-1.186859718553056
22tbedt"freezer compartment"t"refrigerator"t0.0t-1.950646480975583
23tbedt"ice cube tray"t"refrigerator"t0.0t-2.25859510981521
24tbedt"meat keeper"t"refrigerator"t0.0t-3.469794608658388
25tbedt"door stop"t"refrigerator"t0.0t-1.9442382026991964
26tbedtshelft"refrigerator"t0.0t-0.15834409480951614
27tbedt"dairy compartment"t"refrigerator"t0.0t-1.9174229998807095
28tbedtdoor shelft"refrigerator"t0.0t-1.9442382026991964
29tbedtdrain hosetdishwashert0.0t-1.732108428416636
30tbedt"overflow protection switch"tdishwashert0.0t-1.4379216849830272
31tbedt"tub"tdishwashert0.0t-0.5249467989360209
32tbedtpumptdishwashert0.0t-0.3976271858913433
33tbedt"gasket"tdishwashert0.0t-1.9081906184731208
34tbedt"water hose"tdishwashert0.0t-2.5490402394811147
35tbedt"heating element"tdishwashert0.0t-0.9878007479493185
36tbedtracktdishwashert0.0t0.2613695030528965
37tbedt"cutlery basket"tdishwashert0.0t-2.8191298751866514
38tbedt"wash tower"tdishwashert0.0t-1.2706763630710494
39tbedt"motor"tdishwashert0.0t-1.4245587111590623
40tbedt"detergent dispenser"tdishwashert0.0t-3.1244335089130515
41tbedtslidetdishwashert0.0t-0.11423314919933605
42tbedt"leveling foot"tdishwashert0.0t-2.5662607893733655
43tbedt"insulating material"tdishwashert0.0t-1.7042671923192076
44tbedtspray armtdishwashert0.0t-1.297906779233621
45tbedtrinse-aid dispensertdishwashert0.0t-3.7928734187467716
46tbedtlocktdoort0.0t-1.6955456104776037
47tbedtcornicetdoort0.0t-0.5441473079465908
48tbedt"hanging stile"tdoort0.0t-0.38138977076746516
49tbedt"entablature"tdoort0.0t-3.4737541038613564
50tbedt"top rail"tdoort0.0t-0.09712332693657065
51tbedtmiddle paneltdoort0.0t-1.8206036674625403
52tbedt"bottom rail"tdoort0.0t-0.4365368835171187
53tbedtpaneltdoort0.0t-2.0899376650735384
54tbedtjambtdoort0.0t-2.1754978441848594
55tbedtdoorknobtdoort0.0t-2.1780255000834203
56tbedt"threshold"tdoort0.0t-1.6403339994264579
57tbedt"weatherboard"tdoort0.0t-1.3966067957970718
58tbedtlock railtdoort0.0t-1.6955456104776037
59tbedt"shutting stile"tdoort0.0t-2.5190742405364026
60tbedtheadertdoort0.0t0.6155902438829679
61tbedtringt"mortise lock"t0.0t-3.00500641471984
62tbedtkeywayt"mortise lock"t0.0t-3.275265418958285
63tbedt"cotter pin"t"mortise lock"t0.0t-2.711752778489115
64tbedtspringt"mortise lock"t0.0t1.025099251958735
65tbedt"rotor"t"mortise lock"t0.0t-0.1792867142352622
66tbedtcylinder caset"mortise lock"t0.0t-1.3172833408993854
67tbedtkeyt"mortise lock"t0.0t-3.275265418958285
68tbedt"faceplate"t"mortise lock"t0.0t-0.6164263951616309
69tbedt"dead bolt"t"mortise lock"t0.0t-2.221963394016428
70tbedtcylindert"mortise lock"t0.0t-1.3172833408993854
71tbedt"stator"t"mortise lock"t0.0t-1.1193983721919727
72tbedt"strike plate"t"mortise lock"t0.0t-1.7209514216867632
73tbedt"valve seat shaft"t"toilet"t0.0t-2.4166094296151233
74tbedt"tank lid"t"toilet"t0.0t-1.3781329971285114
75tbedtconical washert"toilet"t0.0t-0.4221401076171661
76tbedt"lift chain"t"toilet"t0.0t-0.4779146980282219
77tbedt"seat"t"toilet"t0.0t-0.03233863260433033
78tbedt"shutoff valve"t"toilet"t0.0t-2.2649004685908234
79tbedt"trip lever"t"toilet"t0.0t-3.115531038001874
80tbedtball-cock supply valvet"toilet"t0.0t-1.5898374900785355
81tbedt"toilet bowl"t"toilet"t0.0t-1.7122888759396915
82tbedtflush handlet"toilet"t0.0t-1.3281618515585063
83tbedtwax sealt"toilet"t0.0t-1.1785024976869727
84tbedt"tank ball"t"toilet"t0.0t-1.3781329971285114
85tbedt"float ball"t"toilet"t0.0t0.051385916641597106
86tbedt"filler tube"t"toilet"t0.0t-1.572259513322452
87tbedt"waste pipe"t"toilet"t0.0t-1.748433605421194
88tbedt"seat cover"t"toilet"t0.0t-0.03233863260433033
89tbedt"cold-water supply line"t"toilet"t0.0t-2.345441903371307
90tbedt"overflow tube"t"toilet"t0.0t-1.4379216849830272
91tbedt"trap"t"toilet"t0.0t-1.4341402576253257
92tbedt"refill tube"t"toilet"t0.0t-2.523404396341437
93t"refrigerator"tpillowtbedt0.0t-0.3519566473619576
94t"refrigerator"t"bolster"tbedt0.0t0.7189094578605266
95t"refrigerator"t"mattress cover"tbedt0.0t-0.21248570492080154
96t"refrigerator"tlegtbedt0.0t-2.291668251969657
97t"refrigerator"tbox springtbedt0.0t0.25034320319412984
98t"refrigerator"theadboardtbedt0.0t-0.8023480376498128
99t"refrigerator"t"mattress"tbedt0.0t-0.21248570492080154
100t"refrigerator"t"pillow protector"tbedt0.0t-0.3519566473619576
101t"refrigerator"t"elastic"tbedt0.0t-1.0432254553460159
102t"refrigerator"t"footboard"tbedt0.0t-0.821687701729621
103t"refrigerator"t"switch"t"refrigerator"t1.0t0.026035457153472757
104t"refrigerator"t"refrigerator compartment"t"refrigerator"t1.0t3.3511793635201608
105t"refrigerator"t"egg tray"t"refrigerator"t1.0t-0.6474836927065404
106t"refrigerator"tshelf channelt"refrigerator"t1.0t2.464629965756559
107t"refrigerator"t"magnetic gasket"t"refrigerator"t1.0t1.581892506854167
108t"refrigerator"t"storage door"t"refrigerator"t1.0t1.6472659553721718
109t"refrigerator"tfreezer doort"refrigerator"t1.0t1.5616049929223468
110t"refrigerator"tguard railt"refrigerator"t1.0t0.5445548418044313
111t"refrigerator"tcrispert"refrigerator"t1.0t-0.08670623399608882
112t"refrigerator"tglass covert"refrigerator"t1.0t0.6674311836367252
113t"refrigerator"t"butter compartment"t"refrigerator"t1.0t0.12261640440662806
114t"refrigerator"t"thermostat control"t"refrigerator"t1.0t1.1567889880182427
115t"refrigerator"t"freezer compartment"t"refrigerator"t1.0t1.5616049929223468
116t"refrigerator"t"ice cube tray"t"refrigerator"t1.0t2.297334316812288
117t"refrigerator"t"meat keeper"t"refrigerator"t1.0t-1.0430208706805042
118t"refrigerator"t"door stop"t"refrigerator"t1.0t-0.009260157378828899
119t"refrigerator"tshelft"refrigerator"t1.0t2.464629965756559
120t"refrigerator"t"dairy compartment"t"refrigerator"t1.0t-0.06623229076593752
121t"refrigerator"tdoor shelft"refrigerator"t1.0t-0.009260157378828899
122t"refrigerator"tdrain hosetdishwashert0.0t1.5640875578446054
123t"refrigerator"t"overflow protection switch"tdishwashert0.0t-0.3428538728824678
124t"refrigerator"t"tub"tdishwashert0.0t-0.7495245497056399
125t"refrigerator"tpumptdishwashert0.0t1.6601406197554722
126t"refrigerator"t"gasket"tdishwashert0.0t1.153353445800724
127t"refrigerator"t"water hose"tdishwashert0.0t-0.8308710417704112
128t"refrigerator"t"heating element"tdishwashert0.0t2.2495011809130228
129t"refrigerator"tracktdishwashert0.0t1.6679523839311043
130t"refrigerator"t"cutlery basket"tdishwashert0.0t-0.8761247076871506
131t"refrigerator"t"wash tower"tdishwashert0.0t-1.1155922859082317
132t"refrigerator"t"motor"tdishwashert0.0t0.7796950689725676
133t"refrigerator"t"detergent dispenser"tdishwashert0.0t-0.6588614855624522
134t"refrigerator"tslidetdishwashert0.0t0.7402947970592136
135t"refrigerator"t"leveling foot"tdishwashert0.0t-0.03005692035040461
