troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.5655388221774102
1tbedt"bolster"tbedt1.0t-0.020661219398071883
2tbedt"mattress cover"tbedt1.0t0.4790490910985771
3tbedtlegtbedt1.0t0.19069315931625627
4tbedtbox springtbedt1.0t0.17751773500479842
5tbedtheadboardtbedt1.0t0.4663129082769788
6tbedt"mattress"tbedt1.0t0.5634167867495573
7tbedt"pillow protector"tbedt1.0t0.3451047449636381
8tbedt"elastic"tbedt1.0t0.09714063931553421
9tbedt"footboard"tbedt1.0t0.3633008428388873
10tbedt"switch"t"refrigerator"t0.0t0.08403524961812112
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.3893122519544541
12tbedt"egg tray"t"refrigerator"t0.0t0.2932219661221158
13tbedtshelf channelt"refrigerator"t0.0t0.20077096436693392
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.025888934213711825
15tbedt"storage door"t"refrigerator"t0.0t0.2483286334549052
16tbedtfreezer doort"refrigerator"t0.0t0.35500665795258346
17tbedtguard railt"refrigerator"t0.0t0.12942010317926111
18tbedtcrispert"refrigerator"t0.0t0.03641936981944927
19tbedtglass covert"refrigerator"t0.0t0.2581650054633333
20tbedt"butter compartment"t"refrigerator"t0.0t0.25499750634721435
21tbedt"thermostat control"t"refrigerator"t0.0t0.21897100065973718
22tbedt"freezer compartment"t"refrigerator"t0.0t0.2804432395681815
23tbedt"ice cube tray"t"refrigerator"t0.0t0.2198193286314155
24tbedt"meat keeper"t"refrigerator"t0.0t0.057365000630103496
25tbedt"door stop"t"refrigerator"t0.0t0.17896278888625644
26tbedtshelft"refrigerator"t0.0t0.24636485066998334
27tbedt"dairy compartment"t"refrigerator"t0.0t0.17924642608973418
28tbedtdoor shelft"refrigerator"t0.0t0.2467848592037009
29tbedtdrain hosetdishwashert0.0t0.24756170585083803
30tbedt"overflow protection switch"tdishwashert0.0t0.09953559672701978
31tbedt"tub"tdishwashert0.0t0.48712925123002804
32tbedtpumptdishwashert0.0t0.11451434825473503
33tbedt"gasket"tdishwashert0.0t0.09656193909085649
34tbedt"water hose"tdishwashert0.0t0.24469946035806278
35tbedt"heating element"tdishwashert0.0t0.06404375958576325
36tbedtracktdishwashert0.0t0.23894301259544443
37tbedt"cutlery basket"tdishwashert0.0t0.25836342001207246
38tbedt"wash tower"tdishwashert0.0t0.24990543057508552
39tbedt"motor"tdishwashert0.0t0.08869377801242759
40tbedt"detergent dispenser"tdishwashert0.0t0.20759000539078845
41tbedtslidetdishwashert0.0t0.0376515093456152
42tbedt"leveling foot"tdishwashert0.0t0.0865321311811307
43tbedt"insulating material"tdishwashert0.0t0.062065532687248154
44tbedtspray armtdishwashert0.0t0.19636918578710177
45tbedtrinse-aid dispensertdishwashert0.0t0.16234441499823515
46tbedtlocktdoort0.0t0.13021209423042135
47tbedtcornicetdoort0.0t0.20798501629825183
48tbedt"hanging stile"tdoort0.0t0.15929277879467002
49tbedt"entablature"tdoort0.0t0.060310203496013085
