troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.3027488048674489
1tbedt"bolster"tbedt1.0t0.05073201868752716
2tbedt"mattress cover"tbedt1.0t0.2381980660582355
3tbedtlegtbedt1.0t0.07728976531942633
4tbedtbox springtbedt1.0t0.0635593220338983
5tbedtheadboardtbedt1.0t0.24054079747935678
6tbedt"mattress"tbedt1.0t0.3410949043893959
7tbedt"pillow protector"tbedt1.0t0.2349182420686658
8tbedt"elastic"tbedt1.0t0.01889803346371143
9tbedt"footboard"tbedt1.0t0.1551363537592351
10tbedt"switch"t"refrigerator"t0.0t0.11078742937853106
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.13548457192524987
12tbedt"egg tray"t"refrigerator"t0.0t0.12864651238591915
13tbedtshelf channelt"refrigerator"t0.0t0.14148060625814862
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.06726694915254237
15tbedt"storage door"t"refrigerator"t0.0t0.12777732507605388
16tbedtfreezer doort"refrigerator"t0.0t0.1253666883963494
17tbedtguard railt"refrigerator"t0.0t0.12440922425032594
18tbedtcrispert"refrigerator"t0.0t0.028194263363754888
19tbedtglass covert"refrigerator"t0.0t0.09186902433724467
20tbedt"butter compartment"t"refrigerator"t0.0t0.126453172533681
21tbedt"thermostat control"t"refrigerator"t0.0t0.052497555410690996
22tbedt"freezer compartment"t"refrigerator"t0.0t0.10483892872664058
23tbedt"ice cube tray"t"refrigerator"t0.0t0.10758909169926117
24tbedt"meat keeper"t"refrigerator"t0.0t0.07307963928726639
25tbedt"door stop"t"refrigerator"t0.0t0.09894475228161669
26tbedtshelft"refrigerator"t0.0t0.14131084311169056
27tbedt"dairy compartment"t"refrigerator"t0.0t0.11285853976531941
28tbedtdoor shelft"refrigerator"t0.0t0.15710560625814862
29tbedtdrain hosetdishwashert0.0t0.09472783572359843
30tbedt"overflow protection switch"tdishwashert0.0t0.11343573446327683
31tbedt"tub"tdishwashert0.0t0.243956431986093
32tbedtpumptdishwashert0.0t0.02352238157322903
33tbedt"gasket"tdishwashert0.0t0.06672370708387657
34tbedt"water hose"tdishwashert0.0t0.07864787049109083
35tbedt"heating element"tdishwashert0.0t0.04256980660582355
36tbedtracktdishwashert0.0t0.07595203172533681
37tbedt"cutlery basket"tdishwashert0.0t0.1348191003911343
38tbedt"wash tower"tdishwashert0.0t0.13953172533681008
39tbedt"motor"tdishwashert0.0t0.041951868752716205
40tbedt"detergent dispenser"tdishwashert0.0t0.08168323554976097
41tbedtslidetdishwashert0.0t0.07111717731421122
42tbedt"leveling foot"tdishwashert0.0t0.09127824858757061
43tbedt"insulating material"tdishwashert0.0t0.07533409387222946
44tbedtspray armtdishwashert0.0t0.047411451542807466
45tbedtrinse-aid dispensertdishwashert0.0t0.035005160799652324
46tbedtlocktdoort0.0t0.09502661886136461
47tbedtcornicetdoort0.0t0.0888268687527162
48tbedt"hanging stile"tdoort0.0t0.12458577792264232
49tbedt"entablature"tdoort0.0t0.06610576923076923
50tbedt"top rail"tdoort0.0t0.1007306605823555
51tbedtmiddle paneltdoort0.0t0.09881573229030856
52tbedt"bottom rail"tdoort0.0t0.1361839960886571
53tbedtpaneltdoort0.0t0.0863483268144285
54tbedtjambtdoort0.0t0.08905095610604084
55tbedtdoorknobtdoort0.0t0.10770453063885266
56tbedt"threshold"tdoort0.0t0.022497012168622335
57tbedt"weatherboard"tdoort0.0t0.0931795958279009
58tbedtlock railtdoort0.0t0.1384180790960452
59tbedt"shutting stile"tdoort0.0t0.057576868752716205
60tbedtheadertdoort0.0t0.028683181225554105
61tbedtringt"mortise lock"t0.0t0.08977754237288135
62tbedtkeywayt"mortise lock"t0.0t0.05047397870491091
63tbedt"cotter pin"t"mortise lock"t0.0t0.08264749022164276
64tbedtspringt"mortise lock"t0.0t0.02805845284658844
65tbedt"rotor"t"mortise lock"t0.0t0.08595447631464581
66tbedtcylinder caset"mortise lock"t0.0t0.08827683615819208
67tbedtkeyt"mortise lock"t0.0t0.02966101694915254
68tbedt"faceplate"t"mortise lock"t0.0t0.052789548022598866
69tbedt"dead bolt"t"mortise lock"t0.0t0.09577713456312449
70tbedtcylindert"mortise lock"t0.0t0.10231285310734461
71tbedt"stator"t"mortise lock"t0.0t0.06912755323772272
72tbedt"strike plate"t"mortise lock"t0.0t0.1479723489787049
73tbedt"valve seat shaft"t"toilet"t0.0t0.1146037049109083
74tbedt"tank lid"t"toilet"t0.0t0.10683534332898739
75tbedtconical washert"toilet"t0.0t0.09432040417209908
76tbedt"lift chain"t"toilet"t0.0t0.09279932637983485
77tbedt"seat"t"toilet"t0.0t0.08272897653194262
78tbedt"shutoff valve"t"toilet"t0.0t0.04465449804432855
79tbedt"trip lever"t"toilet"t0.0t0.06017084963059538
80tbedtball-cock supply valvet"toilet"t0.0t0.06607181660147761
81tbedt"toilet bowl"t"toilet"t0.0t0.1600662755323772
82tbedtflush handlet"toilet"t0.0t0.06855714906562364
83tbedtwax sealt"toilet"t0.0t0.08156779661016948
