troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.3595540691192865
1tbedt"bolster"tbedt1.0t0.06842885651324358
2tbedt"mattress cover"tbedt1.0t0.3423411371237458
3tbedtlegtbedt1.0t0.1403344481605351
4tbedtbox springtbedt1.0t0.09953177257525084
5tbedtheadboardtbedt1.0t0.2956521739130435
6tbedt"mattress"tbedt1.0t0.3981716833890747
7tbedt"pillow protector"tbedt1.0t0.24022296544035676
8tbedt"elastic"tbedt1.0t0.0459982831498278
9tbedt"footboard"tbedt1.0t0.23380156075808253
10tbedt"switch"t"refrigerator"t0.0t0.07609895317031617
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.1474247491638796
12tbedt"egg tray"t"refrigerator"t0.0t0.1074247491638796
13tbedtshelf channelt"refrigerator"t0.0t0.08387959866220736
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.04869565217391305
15tbedt"storage door"t"refrigerator"t0.0t0.19803790412486066
16tbedtfreezer doort"refrigerator"t0.0t0.1731103678929766
17tbedtguard railt"refrigerator"t0.0t0.06020066889632108
18tbedtcrispert"refrigerator"t0.0t0.013779264214046823
19tbedtglass covert"refrigerator"t0.0t0.11460423634336678
20tbedt"butter compartment"t"refrigerator"t0.0t0.0925752508361204
21tbedt"thermostat control"t"refrigerator"t0.0t0.12187290969899667
22tbedt"freezer compartment"t"refrigerator"t0.0t0.10840579710144929
23tbedt"ice cube tray"t"refrigerator"t0.0t0.058015607580824975
24tbedt"meat keeper"t"refrigerator"t0.0t0.04833890746934226
25tbedt"door stop"t"refrigerator"t0.0t0.172396878483835
26tbedtshelft"refrigerator"t0.0t0.12869565217391304
27tbedt"dairy compartment"t"refrigerator"t0.0t0.06795986622073578
28tbedtdoor shelft"refrigerator"t0.0t0.1903232998885173
29tbedtdrain hosetdishwashert0.0t0.11148272017837235
30tbedt"overflow protection switch"tdishwashert0.0t0.05886287625418061
31tbedt"tub"tdishwashert0.0t0.2774136008918618
32tbedtpumptdishwashert0.0t0.07924191750278707
33tbedt"gasket"tdishwashert0.0t0.07103678929765887
34tbedt"water hose"tdishwashert0.0t0.13962095875139355
35tbedt"heating element"tdishwashert0.0t0.12182831661092532
36tbedtracktdishwashert0.0t0.06746934225195095
37tbedt"cutlery basket"tdishwashert0.0t0.10136008918617614
38tbedt"wash tower"tdishwashert0.0t0.11741360089186176
39tbedt"motor"tdishwashert0.0t0.07977703455964326
40tbedt"detergent dispenser"tdishwashert0.0t0.04958751393534002
41tbedtslidetdishwashert0.0t0.08401337792642141
42tbedt"leveling foot"tdishwashert0.0t0.11531772575250836
43tbedt"insulating material"tdishwashert0.0t0.09364548494983278
44tbedtspray armtdishwashert0.0t0.12276477146042364
45tbedtrinse-aid dispensertdishwashert0.0t0.030323299888517282
46tbedtlocktdoort0.0t0.05752508361204014
47tbedtcornicetdoort0.0t0.05244147157190636
48tbedt"hanging stile"tdoort0.0t0.13881828316610925
49tbedt"entablature"tdoort0.0t-0.0032552954292084726
50tbedt"top rail"tdoort0.0t0.10086956521739132
51tbedtmiddle paneltdoort0.0t0.0635005574136009
52tbedt"bottom rail"tdoort0.0t0.11549609810479376
53tbedtpaneltdoort0.0t0.04182831661092531
54tbedtjambtdoort0.0t0.06124928929354192
55tbedtdoorknobtdoort0.0t0.1207817255562856
56tbedt"threshold"tdoort0.0t0.0338015607580825
57tbedt"weatherboard"tdoort0.0t0.12338907469342253
58tbedtlock railtdoort0.0t0.08940914158305463
59tbedt"shutting stile"tdoort0.0t0.07125975473801562
60tbedtheadertdoort0.0t0.008606465997770346
61tbedtringt"mortise lock"t0.0t0.019085841694537347
62tbedtkeywayt"mortise lock"t0.0t0.0074470457079152735
63tbedt"cotter pin"t"mortise lock"t0.0t-0.028807134894091417
64tbedtspringt"mortise lock"t0.0t0.08104884112924093
65tbedt"rotor"t"mortise lock"t0.0t-0.004414715719063545
66tbedtcylinder caset"mortise lock"t0.0t0.061404682274247495
67tbedtkeyt"mortise lock"t0.0t-0.038127940431783774
68tbedt"faceplate"t"mortise lock"t0.0t0.012441471571906355
69tbedt"dead bolt"t"mortise lock"t0.0t0.044057971014492756
70tbedtcylindert"mortise lock"t0.0t0.08829431438127092
71tbedt"stator"t"mortise lock"t0.0t0.0021850613154960983
72tbedt"strike plate"t"mortise lock"t0.0t0.014225195094760312
73tbedt"valve seat shaft"t"toilet"t0.0t0.12695652173913044
74tbedt"tank lid"t"toilet"t0.0t0.07487179487179488
75tbedtconical washert"toilet"t0.0t0.06804905239687849
76tbedt"lift chain"t"toilet"t0.0t0.07478260869565218
77tbedt"seat"t"toilet"t0.0t0.21253065774804905
78tbedt"shutoff valve"t"toilet"t0.0t0.022162764771460425
79tbedt"trip lever"t"toilet"t0.0t0.06086956521739131
80tbedtball-cock supply valvet"toilet"t0.0t0.03451505016722409
81tbedt"toilet bowl"t"toilet"t0.0t0.18309921962095876
82tbedtflush handlet"toilet"t0.0t0.049542920847268676
83tbedtwax sealt"toilet"t0.0t0.0029431438127090303
84tbedt"tank ball"t"toilet"t0.0t0.06497212931995541
85tbedt"float ball"t"toilet"t0.0t0.04905239687848383
86tbedt"filler tube"t"toilet"t0.0t0.08396878483835006
87tbedt"waste pipe"t"toilet"t0.0t0.07736900780379041
88tbedt"seat cover"t"toilet"t0.0t0.20945373467112596
89tbedt"cold-water supply line"t"toilet"t0.0t0.06983277591973244
90tbedt"overflow tube"t"toilet"t0.0t0.07237458193979934
91tbedt"trap"t"toilet"t0.0t0.08709224288102187
92tbedt"refill tube"t"toilet"t0.0t0.041204013377926424
93t"refrigerator"tpillowtbedt0.0t0.12158441009016528
94t"refrigerator"t"bolster"tbedt0.0t0.013913353697964282
95t"refrigerator"t"mattress cover"tbedt0.0t0.16421587755621994
96t"refrigerator"tlegtbedt0.0t-0.009877479125241744
97t"refrigerator"tbox springtbedt0.0t0.13674622906344833
98t"refrigerator"theadboardtbedt0.0t0.11422646852960147
99t"refrigerator"t"mattress"tbedt0.0t0.1728670330880344
100t"refrigerator"t"pillow protector"tbedt0.0t0.09848493294851643
101t"refrigerator"t"elastic"tbedt0.0t-0.035050948739102326
102t"refrigerator"t"footboard"tbedt0.0t0.07752594789721341
103t"refrigerator"t"switch"t"refrigerator"t1.0t0.0976164462975763
104t"refrigerator"t"refrigerator compartment"t"refrigerator"t1.0t0.6289702226725606
105t"refrigerator"t"egg tray"t"refrigerator"t1.0t0.24738291398319895
106t"refrigerator"tshelf channelt"refrigerator"t1.0t0.19993533931386614
107t"refrigerator"t"magnetic gasket"t"refrigerator"t1.0t0.14388120269793445
108t"refrigerator"t"storage door"t"refrigerator"t1.0t0.29215487353959946
109t"refrigerator"tfreezer doort"refrigerator"t1.0t0.5290805917897546
110t"refrigerator"tguard railt"refrigerator"t1.0t0.057860176817161
111t"refrigerator"tcrispert"refrigerator"t1.0t0.25188686608996835
112t"refrigerator"tglass covert"refrigerator"t1.0t0.15824033713733782
113t"refrigerator"t"butter compartment"t"refrigerator"t1.0t0.2986209433958525
114t"refrigerator"t"thermostat control"t"refrigerator"t1.0t0.2350750844637104
115t"refrigerator"t"freezer compartment"t"refrigerator"t1.0t0.4954124349520232
116t"refrigerator"t"ice cube tray"t"refrigerator"t1.0t0.33407284364220546
117t"refrigerator"t"meat keeper"t"refrigerator"t1.0t0.138708346812932
118t"refrigerator"t"door stop"t"refrigerator"t1.0t0.17295622025846547
119t"refrigerator"tshelft"refrigerator"t1.0t0.2765025251289455
120t"refrigerator"t"dairy compartment"t"refrigerator"t1.0t0.25037068419264
121t"refrigerator"tdoor shelft"refrigerator"t1.0t0.30869909365456416
122t"refrigerator"tdrain hosetdishwashert0.0t0.20399335556848017
123t"refrigerator"t"overflow protection switch"tdishwashert0.0t0.09866330728937858
124t"refrigerator"t"tub"tdishwashert0.0t0.3160124416299125
125t"refrigerator"tpumptdishwashert0.0t0.12760454409426297
126t"refrigerator"t"gasket"tdishwashert0.0t0.18049253615989144
127t"refrigerator"t"water hose"tdishwashert0.0t0.20546494388059292
128t"refrigerator"t"heating element"tdishwashert0.0t0.20091639818860801
129t"refrigerator"tracktdishwashert0.0t0.22901035687439716
130t"refrigerator"t"cutlery basket"tdishwashert0.0t0.2439492079216025
131t"refrigerator"t"wash tower"tdishwashert0.0t0.17456158932622484
132t"refrigerator"t"motor"tdishwashert0.0t0.0758759852442385
133t"refrigerator"t"detergent dispenser"tdishwashert0.0t0.26200960993389555
134t"refrigerator"tslidetdishwashert0.0t0.10597665526472687
135t"refrigerator"t"leveling foot"tdishwashert0.0t0.02878515925663
136t"refrigerator"t"insulating material"tdishwashert0.0t0.03489448043115875
137t"refrigerator"tspray armtdishwashert0.0t0.10107136089101765
138t"refrigerator"trinse-aid dispensertdishwashert0.0t0.2733363805786423
139t"refrigerator"tlocktdoort0.0t0.10981170359326317
140t"refrigerator"tcornicetdoort0.0t0.06753698480893282
141t"refrigerator"t"hanging stile"tdoort0.0t0.06454921459949176
142t"refrigerator"t"entablature"tdoort0.0t-0.005239746262825755
143t"refrigerator"t"top rail"tdoort0.0t0.07159500106354681
144t"refrigerator"tmiddle paneltdoort0.0t0.09456069744954906
145t"refrigerator"t"bottom rail"tdoort0.0t0.07328955730173727
146t"refrigerator"tpaneltdoort0.0t0.08314473963437125
147t"refrigerator"tjambtdoort0.0t0.05864121831033022
148t"refrigerator"tdoorknobtdoort0.0t0.1876518985930567
149t"refrigerator"t"threshold"tdoort0.0t-0.009966666295672819
150t"refrigerator"t"weatherboard"tdoort0.0t-0.0062653987227831364
151t"refrigerator"tlock railtdoort0.0t0.08011237583971463
152t"refrigerator"t"shutting stile"tdoort0.0t0.04060245933874766
153t"refrigerator"theadertdoort0.0t0.02049075240653987
154t"refrigerator"tringt"mortise lock"t0.0t0.010813944414768047
155t"refrigerator"tkeywayt"mortise lock"t0.0t-0.011616628948647739
156t"refrigerator"t"cotter pin"t"mortise lock"t0.0t0.06102632136746422
157t"refrigerator"tspringt"mortise lock"t0.0t0.032419897879551386
158t"refrigerator"t"rotor"t"mortise lock"t0.0t0.02584198263240447
159t"refrigerator"tcylinder caset"mortise lock"t0.0t0.0972809061476969
160t"refrigerator"tkeyt"mortise lock"t0.0t0.006443916742320484
161t"refrigerator"t"faceplate"t"mortise lock"t0.0t0.06695726820113082
162t"refrigerator"t"dead bolt"t"mortise lock"t0.0t0.03364586004512368
163t"refrigerator"tcylindert"mortise lock"t0.0t0.0955417563242909
164t"refrigerator"t"stator"t"mortise lock"t0.0t0.05179544922784778
165t"refrigerator"t"strike plate"t"mortise lock"t0.0t0.08042453093622341
166t"refrigerator"t"valve seat shaft"t"toilet"t0.0t0.06080335344138653
167t"refrigerator"t"tank lid"t"toilet"t0.0t0.20787299748223198
168t"refrigerator"tconical washert"toilet"t0.0t0.24252221319470527
169t"refrigerator"t"lift chain"t"toilet"t0.0t0.06624377083768221
170t"refrigerator"t"seat"t"toilet"t0.0t0.08862975061588246
171t"refrigerator"t"shutoff valve"t"toilet"t0.0t0.15409313371229275
172t"refrigerator"t"trip lever"t"toilet"t0.0t0.06677889386026867
173t"refrigerator"tball-cock supply valvet"toilet"t0.0t0.12015741536326806
174t"refrigerator"t"toilet bowl"t"toilet"t0.0t0.29857634981063697
175t"refrigerator"tflush handlet"toilet"t0.0t0.08336770756044894
176t"refrigerator"twax sealt"toilet"t0.0t0.15137292501414493
177t"refrigerator"t"tank ball"t"toilet"t0.0t0.09023511968364184
178t"refrigerator"t"float ball"t"toilet"t0.0t0.015719238788477266
179t"refrigerator"t"filler tube"t"toilet"t0.0t0.0640140915769053
180t"refrigerator"t"waste pipe"t"toilet"t0.0t0.09612147293209289
181t"refrigerator"t"seat cover"t"toilet"t0.0t0.10231998127705272
182t"refrigerator"t"cold-water supply line"t"toilet"t0.0t0.1301909720367642
183t"refrigerator"t"overflow tube"t"toilet"t0.0t0.09737009331812797
184t"refrigerator"t"trap"t"toilet"t0.0t0.07868713558356052
185t"refrigerator"t"refill tube"t"toilet"t0.0t0.10932117415589225
186tdishwashertpillowtbedt0.0t0.08075808249721295
187tdishwashert"bolster"tbedt0.0t-0.010590976488690357
188tdishwashert"mattress cover"tbedt0.0t0.14443701226309924
189tdishwashertlegtbedt0.0t-0.02573021181716834
190tdishwashertbox springtbedt0.0t0.0757190635451505
191tdishwashertheadboardtbedt0.0t0.09837235228539577
192tdishwashert"mattress"tbedt0.0t0.1459531772575251
193tdishwashert"pillow protector"tbedt0.0t0.09261984392419176
194tdishwashert"elastic"tbedt0.0t-0.02722438377408616
195tdishwashert"footboard"tbedt0.0t0.06862876254180603
196tdishwashert"switch"t"refrigerator"t0.0t0.1121751636096867
197tdishwashert"refrigerator compartment"t"refrigerator"t0.0t0.3816276477146043
198tdishwashert"egg tray"t"refrigerator"t0.0t0.20758082497212935
199tdishwashertshelf channelt"refrigerator"t0.0t0.14060200668896322
200tdishwashert"magnetic gasket"t"refrigerator"t0.0t0.1602675585284281
201tdishwashert"storage door"t"refrigerator"t0.0t0.23977703455964328
202tdishwashertfreezer doort"refrigerator"t0.0t0.4015161649944259
203tdishwashertguard railt"refrigerator"t0.0t0.09667781493868452
204tdishwashertcrispert"refrigerator"t0.0t0.11402452619843924
205tdishwashertglass covert"refrigerator"t0.0t0.18764771460423635
206tdishwashert"butter compartment"t"refrigerator"t0.0t0.18390189520624303
207tdishwashert"thermostat control"t"refrigerator"t0.0t0.1906354515050167
208tdishwashert"freezer compartment"t"refrigerator"t0.0t0.35652173913043483
209tdishwashert"ice cube tray"t"refrigerator"t0.0t0.2378149386845039
210tdishwashert"meat keeper"t"refrigerator"t0.0t0.08151616499442586
211tdishwashert"door stop"t"refrigerator"t0.0t0.15554069119286512
212tdishwashertshelft"refrigerator"t0.0t0.21279821627647716
213tdishwashert"dairy compartment"t"refrigerator"t0.0t0.15821627647714606
214tdishwashertdoor shelft"refrigerator"t0.0t0.25195094760312153
215tdishwashertdrain hosetdishwashert1.0t0.2439241917502787
216tdishwashert"overflow protection switch"tdishwashert1.0t0.1178149386845039
217tdishwashert"tub"tdishwashert1.0t0.31843924191750284
218tdishwashertpumptdishwashert1.0t0.13302118171683391
219tdishwashert"gasket"tdishwashert1.0t0.1889409141583055
220tdishwashert"water hose"tdishwashert1.0t0.20428093645484952
221tdishwashert"heating element"tdishwashert1.0t0.2480267558528428
222tdishwashertracktdishwashert1.0t0.19259754738015608
223tdishwashert"cutlery basket"tdishwashert1.0t0.3267335562987737
224tdishwashert"wash tower"tdishwashert1.0t0.22729096989966557
225tdishwashert"motor"tdishwashert1.0t0.06586399108138238
226tdishwashert"detergent dispenser"tdishwashert1.0t0.3308807134894092
227tdishwashertslidetdishwashert1.0t0.08793756967670012
228tdishwashert"leveling foot"tdishwashert1.0t0.05886287625418061
229tdishwashert"insulating material"tdishwashert1.0t0.05609810479375697
230tdishwashertspray armtdishwashert1.0t0.09369007803790412
231tdishwashertrinse-aid dispensertdishwashert1.0t0.2538238573021182
232tdishwashertlocktdoort0.0t0.1356521739130435
233tdishwashertcornicetdoort0.0t0.0796432552954292
234tdishwashert"hanging stile"tdoort0.0t0.03286510590858417
235tdishwashert"entablature"tdoort0.0t-0.00423634336677815
236tdishwashert"top rail"tdoort0.0t0.09114827201783723
237tdishwashertmiddle paneltdoort0.0t0.0928428093645485
238tdishwashert"bottom rail"tdoort0.0t0.1052396878483835
239tdishwashertpaneltdoort0.0t0.09212931995540692
240tdishwashertjambtdoort0.0t0.04608747032025888
241tdishwashertdoorknobtdoort0.0t0.17701423651307943
242tdishwashert"threshold"tdoort0.0t-0.0020512820512820513
243tdishwashert"weatherboard"tdoort0.0t0.07076923076923078
244tdishwashertlock railtdoort0.0t0.11054626532887403
245tdishwashert"shutting stile"tdoort0.0t0.03674470457079153
246tdishwashertheadertdoort0.0t-0.017703455964325533
247tdishwashertringt"mortise lock"t0.0t0.05119286510590859
248tdishwashertkeywayt"mortise lock"t0.0t-0.0315273132664437
249tdishwashert"cotter pin"t"mortise lock"t0.0t0.04432552954292085
250tdishwashertspringt"mortise lock"t0.0t0.019242132020504794
251tdishwashert"rotor"t"mortise lock"t0.0t0.07745819397993312
252tdishwashertcylinder caset"mortise lock"t0.0t0.07469342251950949
253tdishwashertkeyt"mortise lock"t0.0t-0.03264286829949207
254tdishwashert"faceplate"t"mortise lock"t0.0t0.09627647714604237
255tdishwashert"dead bolt"t"mortise lock"t0.0t0.0422742474916388
256tdishwashertcylindert"mortise lock"t0.0t0.06189520624303233
257tdishwashert"stator"t"mortise lock"t0.0t0.025997770345596433
258tdishwashert"strike plate"t"mortise lock"t0.0t0.09092530657748049
259tdishwashert"valve seat shaft"t"toilet"t0.0t0.08298773690078039
260tdishwashert"tank lid"t"toilet"t0.0t0.2081159420289855
261tdishwashertconical washert"toilet"t0.0t0.31768115942028985
262tdishwashert"lift chain"t"toilet"t0.0t0.07549609810479375
263tdishwashert"seat"t"toilet"t0.0t0.11255295429208473
264tdishwashert"shutoff valve"t"toilet"t0.0t0.1498773690078038
