troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t2.430874135308835
1tbedt"bolster"tbedt1.0t-0.513108059029744
2tbedt"mattress cover"tbedt1.0t2.419179491867485
3tbedtlegtbedt1.0t0.6801945463591675
4tbedtbox springtbedt1.0t0.1787749870458009
5tbedtheadboardtbedt1.0t0.5651731421147945
6tbedt"mattress"tbedt1.0t2.419179491867485
7tbedt"pillow protector"tbedt1.0t2.430874135308835
8tbedt"elastic"tbedt1.0t0.8357761734323056
9tbedt"footboard"tbedt1.0t0.3889789973490507
10tbedt"switch"t"refrigerator"t0.0t-0.838481852971561
11tbedt"refrigerator compartment"t"refrigerator"t0.0t-0.06290135975086031
12tbedt"egg tray"t"refrigerator"t0.0t0.40042147929100846
13tbedtshelf channelt"refrigerator"t0.0t0.7373925948831378
14tbedt"magnetic gasket"t"refrigerator"t0.0t-0.9326462499515804
15tbedt"storage door"t"refrigerator"t0.0t-0.12486695212243928
16tbedtfreezer doort"refrigerator"t0.0t-1.532117308492608
17tbedtguard railt"refrigerator"t0.0t-0.6608703209072546
18tbedtcrispert"refrigerator"t0.0t-0.667425291701551
19tbedtglass covert"refrigerator"t0.0t0.4544916717893862
20tbedt"butter compartment"t"refrigerator"t0.0t-0.37416086530324455
21tbedt"thermostat control"t"refrigerator"t0.0t-0.25827787610597386
22tbedt"freezer compartment"t"refrigerator"t0.0t-1.532117308492608
23tbedt"ice cube tray"t"refrigerator"t0.0t-0.29231229517713053
24tbedt"meat keeper"t"refrigerator"t0.0t-0.6652485611148876
25tbedt"door stop"t"refrigerator"t0.0t0.6075680324002787
26tbedtshelft"refrigerator"t0.0t0.7373925948831378
27tbedt"dairy compartment"t"refrigerator"t0.0t-1.3199608152228437
28tbedtdoor shelft"refrigerator"t0.0t0.6075680324002787
29tbedtdrain hosetdishwashert0.0t0.3799216278686826
30tbedt"overflow protection switch"tdishwashert0.0t0.20385995146002656
31tbedt"tub"tdishwashert0.0t1.6133488688767883
32tbedtpumptdishwashert0.0t-0.2258050758960552
33tbedt"gasket"tdishwashert0.0t-0.9652205664175033
34tbedt"water hose"tdishwashert0.0t0.11602843576008899
35tbedt"heating element"tdishwashert0.0t0.38438086577196723
36tbedtracktdishwashert0.0t1.0096218120839375
37tbedt"cutlery basket"tdishwashert0.0t0.34024961873746506
38tbedt"wash tower"tdishwashert0.0t0.447074811075154
39tbedt"motor"tdishwashert0.0t-0.4266126655632081
40tbedt"detergent dispenser"tdishwashert0.0t-0.885548699753243
41tbedtslidetdishwashert0.0t-0.46243222308622084
42tbedt"leveling foot"tdishwashert0.0t-0.6325313927544118
43tbedt"insulating material"tdishwashert0.0t-0.38588326774049836
44tbedtspray armtdishwashert0.0t0.07866919596633903
45tbedtrinse-aid dispensertdishwashert0.0t-0.30313722143520344
46tbedtlocktdoort0.0t-0.08289340615759296
47tbedtcornicetdoort0.0t0.9952698385815528
48tbedt"hanging stile"tdoort0.0t0.4687612466101192
49tbedt"entablature"tdoort0.0t-0.2382632065695702
50tbedt"top rail"tdoort0.0t0.616694990463905
51tbedtmiddle paneltdoort0.0t-0.23309896907706315
52tbedt"bottom rail"tdoort0.0t0.36229429261196844
53tbedtpaneltdoort0.0t-0.20195683868284195
54tbedtjambtdoort0.0t-0.6631948940730975
55tbedtdoorknobtdoort0.0t0.6075680324002787
56tbedt"threshold"tdoort0.0t-0.42440390058772465
