troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.6260459
1tbedt"bolster"tbedt1.0t0.18989012
2tbedt"mattress cover"tbedt1.0t0.6021104
3tbedtlegtbedt1.0t0.37170285
4tbedtbox springtbedt1.0t0.385397
5tbedtheadboardtbedt1.0t0.50603503
6tbedt"mattress"tbedt1.0t0.65169907
7tbedt"pillow protector"tbedt1.0t0.49927902
8tbedt"elastic"tbedt1.0t0.216738
9tbedt"footboard"tbedt1.0t0.3169144
10tbedt"switch"t"refrigerator"t0.0t0.22220767
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.3865301
12tbedt"egg tray"t"refrigerator"t0.0t0.36158317
13tbedtshelf channelt"refrigerator"t0.0t0.30399096
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.21770793
15tbedt"storage door"t"refrigerator"t0.0t0.48564428
16tbedtfreezer doort"refrigerator"t0.0t0.46018532
17tbedtguard railt"refrigerator"t0.0t0.2785485
18tbedtcrispert"refrigerator"t0.0t0.05512813
19tbedtglass covert"refrigerator"t0.0t0.37506574
20tbedt"butter compartment"t"refrigerator"t0.0t0.34997764
21tbedt"thermostat control"t"refrigerator"t0.0t0.2657942
22tbedt"freezer compartment"t"refrigerator"t0.0t0.336222
23tbedt"ice cube tray"t"refrigerator"t0.0t0.33508533
24tbedt"meat keeper"t"refrigerator"t0.0t0.27579674
25tbedt"door stop"t"refrigerator"t0.0t0.45621708
26tbedtshelft"refrigerator"t0.0t0.33980355
27tbedt"dairy compartment"t"refrigerator"t0.0t0.28222096
28tbedtdoor shelft"refrigerator"t0.0t0.46995515
29tbedtdrain hosetdishwashert0.0t0.3144314
30tbedt"overflow protection switch"tdishwashert0.0t0.23747374
31tbedt"tub"tdishwashert0.0t0.54020476
32tbedtpumptdishwashert0.0t0.27008566
33tbedt"gasket"tdishwashert0.0t0.18473679
34tbedt"water hose"tdishwashert0.0t0.36412615
35tbedt"heating element"tdishwashert0.0t0.32927734
36tbedtracktdishwashert0.0t0.29109627
37tbedt"cutlery basket"tdishwashert0.0t0.30569714
38tbedt"wash tower"tdishwashert0.0t0.40930915
39tbedt"motor"tdishwashert0.0t0.22223896
40tbedt"detergent dispenser"tdishwashert0.0t0.19927703
41tbedtslidetdishwashert0.0t0.28867885
42tbedt"leveling foot"tdishwashert0.0t0.33358127
43tbedt"insulating material"tdishwashert0.0t0.23508723
44tbedtspray armtdishwashert0.0t0.3983839
45tbedtrinse-aid dispensertdishwashert0.0t0.18016735
46tbedtlocktdoort0.0t0.26407608
47tbedtcornicetdoort0.0t0.16064347
48tbedt"hanging stile"tdoort0.0t0.36136344
49tbedt"entablature"tdoort0.0t-0.010770554
50tbedt"top rail"tdoort0.0t0.3393599
51tbedtmiddle paneltdoort0.0t0.30090538
52tbedt"bottom rail"tdoort0.0t0.36871976
53tbedtpaneltdoort0.0t0.17581286
54tbedtjambtdoort0.0t0.11930283
55tbedtdoorknobtdoort0.0t0.25066307
56tbedt"threshold"tdoort0.0t0.15513243
57tbedt"weatherboard"tdoort0.0t0.14481467
58tbedtlock railtdoort0.0t0.32186222
59tbedt"shutting stile"tdoort0.0t0.20519848
60tbedtheadertdoort0.0t0.07674039
61tbedtringt"mortise lock"t0.0t0.24122496
62tbedtkeywayt"mortise lock"t0.0t-0.025071234
63tbedt"cotter pin"t"mortise lock"t0.0t0.11975557
64tbedtspringt"mortise lock"t0.0t0.3113482
65tbedt"rotor"t"mortise lock"t0.0t0.07708367
66tbedtcylinder caset"mortise lock"t0.0t0.2769388
67tbedtkeyt"mortise lock"t0.0t0.117169626
68tbedt"faceplate"t"mortise lock"t0.0t0.061319977
69tbedt"dead bolt"t"mortise lock"t0.0t0.32525295
70tbedtcylindert"mortise lock"t0.0t0.23831022
71tbedt"stator"t"mortise lock"t0.0t0.027792532
72tbedt"strike plate"t"mortise lock"t0.0t0.24473189
73tbedt"valve seat shaft"t"toilet"t0.0t0.3617806
74tbedt"tank lid"t"toilet"t0.0t0.30044475
75tbedtconical washert"toilet"t0.0t0.24392243
76tbedt"lift chain"t"toilet"t0.0t0.32596815
77tbedt"seat"t"toilet"t0.0t0.40965286
78tbedt"shutoff valve"t"toilet"t0.0t0.131887
79tbedt"trip lever"t"toilet"t0.0t0.30020067
80tbedtball-cock supply valvet"toilet"t0.0t0.2169653
81tbedt"toilet bowl"t"toilet"t0.0t0.45842072
82tbedtflush handlet"toilet"t0.0t0.28783873
83tbedtwax sealt"toilet"t0.0t0.2231304
84tbedt"tank ball"t"toilet"t0.0t0.30910555
85tbedt"float ball"t"toilet"t0.0t0.28095654
86tbedt"filler tube"t"toilet"t0.0t0.29606286
87tbedt"waste pipe"t"toilet"t0.0t0.28997087
88tbedt"seat cover"t"toilet"t0.0t0.4346521
89tbedt"cold-water supply line"t"toilet"t0.0t0.22826757
90tbedt"overflow tube"t"toilet"t0.0t0.27674726
91tbedt"trap"t"toilet"t0.0t0.25477868
92tbedt"refill tube"t"toilet"t0.0t0.2600314
93t"refrigerator"tpillowtbedt0.0t0.32090032
94t"refrigerator"t"bolster"tbedt0.0t0.124175474
95t"refrigerator"t"mattress cover"tbedt0.0t0.36741123
96t"refrigerator"tlegtbedt0.0t0.14654908
97t"refrigerator"tbox springtbedt0.0t0.35227606
98t"refrigerator"theadboardtbedt0.0t0.266169
99t"refrigerator"t"mattress"tbedt0.0t0.3859161
100t"refrigerator"t"pillow protector"tbedt0.0t0.3021066
101t"refrigerator"t"elastic"tbedt0.0t0.12172909
102t"refrigerator"t"footboard"tbedt0.0t0.16668689
103t"refrigerator"t"switch"t"refrigerator"t1.0t0.27389157
104t"refrigerator"t"refrigerator compartment"t"refrigerator"t1.0t0.8575259
105t"refrigerator"t"egg tray"t"refrigerator"t1.0t0.5024831
106t"refrigerator"tshelf channelt"refrigerator"t1.0t0.4247645
107t"refrigerator"t"magnetic gasket"t"refrigerator"t1.0t0.34935772
108t"refrigerator"t"storage door"t"refrigerator"t1.0t0.5353862
109t"refrigerator"tfreezer doort"refrigerator"t1.0t0.761231
110t"refrigerator"tguard railt"refrigerator"t1.0t0.21143661
111t"refrigerator"tcrispert"refrigerator"t1.0t0.39979243
112t"refrigerator"tglass covert"refrigerator"t1.0t0.38105267
113t"refrigerator"t"butter compartment"t"refrigerator"t1.0t0.55135804
114t"refrigerator"t"thermostat control"t"refrigerator"t1.0t0.4366425
115t"refrigerator"t"freezer compartment"t"refrigerator"t1.0t0.7563037
116t"refrigerator"t"ice cube tray"t"refrigerator"t1.0t0.5681995
117t"refrigerator"t"meat keeper"t"refrigerator"t1.0t0.3050806
118t"refrigerator"t"door stop"t"refrigerator"t1.0t0.34636512
119t"refrigerator"tshelft"refrigerator"t1.0t0.51332456
120t"refrigerator"t"dairy compartment"t"refrigerator"t1.0t0.49804693
121t"refrigerator"tdoor shelft"refrigerator"t1.0t0.55150044
122t"refrigerator"tdrain hosetdishwashert0.0t0.40109208
123t"refrigerator"t"overflow protection switch"tdishwashert0.0t0.31128055
124t"refrigerator"t"tub"tdishwashert0.0t0.5382218
125t"refrigerator"tpumptdishwashert0.0t0.3188693
126t"refrigerator"t"gasket"tdishwashert0.0t0.3258862
127t"refrigerator"t"water hose"tdishwashert0.0t0.42831662
128t"refrigerator"t"heating element"tdishwashert0.0t0.41638303
129t"refrigerator"tracktdishwashert0.0t0.47373876
130t"refrigerator"t"cutlery basket"tdishwashert0.0t0.4642551
131t"refrigerator"t"wash tower"tdishwashert0.0t0.4206883
132t"refrigerator"t"motor"tdishwashert0.0t0.25773206
133t"refrigerator"t"detergent dispenser"tdishwashert0.0t0.48689145
134t"refrigerator"tslidetdishwashert0.0t0.26422495
135t"refrigerator"t"leveling foot"tdishwashert0.0t0.21278763
136t"refrigerator"t"insulating material"tdishwashert0.0t0.20375316
137t"refrigerator"tspray armtdishwashert0.0t0.31474435
138t"refrigerator"trinse-aid dispensertdishwashert0.0t0.5079127
139t"refrigerator"tlocktdoort0.0t0.2894602
140t"refrigerator"tcornicetdoort0.0t0.14422573
141t"refrigerator"t"hanging stile"tdoort0.0t0.21961978
142t"refrigerator"t"entablature"tdoort0.0t0.006749498
143t"refrigerator"t"top rail"tdoort0.0t0.25154725
144t"refrigerator"tmiddle paneltdoort0.0t0.2911097
145t"refrigerator"t"bottom rail"tdoort0.0t0.28509924
146t"refrigerator"tpaneltdoort0.0t0.23706354
147t"refrigerator"tjambtdoort0.0t0.13584314
148t"refrigerator"tdoorknobtdoort0.0t0.31394425
149t"refrigerator"t"threshold"tdoort0.0t0.12585366
150t"refrigerator"t"weatherboard"tdoort0.0t0.0458878
151t"refrigerator"tlock railtdoort0.0t0.26947865
152t"refrigerator"t"shutting stile"tdoort0.0t0.1521676
153t"refrigerator"theadertdoort0.0t0.08674392
154t"refrigerator"tringt"mortise lock"t0.0t0.14602199
155t"refrigerator"tkeywayt"mortise lock"t0.0t0.017947761
156t"refrigerator"t"cotter pin"t"mortise lock"t0.0t0.16374975
157t"refrigerator"tspringt"mortise lock"t0.0t0.18263921
158t"refrigerator"t"rotor"t"mortise lock"t0.0t0.13305299
159t"refrigerator"tcylinder caset"mortise lock"t0.0t0.3082422
160t"refrigerator"tkeyt"mortise lock"t0.0t0.13208327
161t"refrigerator"t"faceplate"t"mortise lock"t0.0t0.17100255
162t"refrigerator"t"dead bolt"t"mortise lock"t0.0t0.2032451
163t"refrigerator"tcylindert"mortise lock"t0.0t0.28584626
164t"refrigerator"t"stator"t"mortise lock"t0.0t0.11740309
165t"refrigerator"t"strike plate"t"mortise lock"t0.0t0.26095846
166t"refrigerator"t"valve seat shaft"t"toilet"t0.0t0.25689262
167t"refrigerator"t"tank lid"t"toilet"t0.0t0.44728434
168t"refrigerator"tconical washert"toilet"t0.0t0.44980988
169t"refrigerator"t"lift chain"t"toilet"t0.0t0.26480466
170t"refrigerator"t"seat"t"toilet"t0.0t0.20796126
171t"refrigerator"t"shutoff valve"t"toilet"t0.0t0.3314218
172t"refrigerator"t"trip lever"t"toilet"t0.0t0.23718524
173t"refrigerator"tball-cock supply valvet"toilet"t0.0t0.3295319
174t"refrigerator"t"toilet bowl"t"toilet"t0.0t0.5297437
175t"refrigerator"tflush handlet"toilet"t0.0t0.31655568
176t"refrigerator"twax sealt"toilet"t0.0t0.3219632
177t"refrigerator"t"tank ball"t"toilet"t0.0t0.279511
178t"refrigerator"t"float ball"t"toilet"t0.0t0.19510727
179t"refrigerator"t"filler tube"t"toilet"t0.0t0.27589482
180t"refrigerator"t"waste pipe"t"toilet"t0.0t0.29820183
181t"refrigerator"t"seat cover"t"toilet"t0.0t0.24588548
182t"refrigerator"t"cold-water supply line"t"toilet"t0.0t0.3354113
183t"refrigerator"t"overflow tube"t"toilet"t0.0t0.30122504
184t"refrigerator"t"trap"t"toilet"t0.0t0.24172334
185t"refrigerator"t"refill tube"t"toilet"t0.0t0.33123147
186tdishwashertpillowtbedt0.0t0.22814742
187tdishwashert"bolster"tbedt0.0t0.059109673
188tdishwashert"mattress cover"tbedt0.0t0.29388988
189tdishwashertlegtbedt0.0t0.09267538
190tdishwashertbox springtbedt0.0t0.24119931
191tdishwashertheadboardtbedt0.0t0.19608621
192tdishwashert"mattress"tbedt0.0t0.29864565
193tdishwashert"pillow protector"tbedt0.0t0.27387872
194tdishwashert"elastic"tbedt0.0t0.10030438
195tdishwashert"footboard"tbedt0.0t0.12719652
196tdishwashert"switch"t"refrigerator"t0.0t0.2656631
197tdishwashert"refrigerator compartment"t"refrigerator"t0.0t0.6129199
198tdishwashert"egg tray"t"refrigerator"t0.0t0.40935016
199tdishwashertshelf channelt"refrigerator"t0.0t0.31001616
200tdishwashert"magnetic gasket"t"refrigerator"t0.0t0.33068252
201tdishwashert"storage door"t"refrigerator"t0.0t0.416193
202tdishwashertfreezer doort"refrigerator"t0.0t0.6083332
203tdishwashertguard railt"refrigerator"t0.0t0.22003016
204tdishwashertcrispert"refrigerator"t0.0t0.2272699
205tdishwashertglass covert"refrigerator"t0.0t0.3606188
206tdishwashert"butter compartment"t"refrigerator"t0.0t0.37558094
207tdishwashert"thermostat control"t"refrigerator"t0.0t0.363403
208tdishwashert"freezer compartment"t"refrigerator"t0.0t0.5768278
209tdishwashert"ice cube tray"t"refrigerator"t0.0t0.4276081
210tdishwashert"meat keeper"t"refrigerator"t0.0t0.2019454
211tdishwashert"door stop"t"refrigerator"t0.0t0.28356338
212tdishwashertshelft"refrigerator"t0.0t0.4010469
213tdishwashert"dairy compartment"t"refrigerator"t0.0t0.34438512
214tdishwashertdoor shelft"refrigerator"t0.0t0.44153133
215tdishwashertdrain hosetdishwashert1.0t0.4246838
216tdishwashert"overflow protection switch"tdishwashert1.0t0.3214316
217tdishwashert"tub"tdishwashert1.0t0.5070843
218tdishwashertpumptdishwashert1.0t0.29748085
219tdishwashert"gasket"tdishwashert1.0t0.33150247
220tdishwashert"water hose"tdishwashert1.0t0.40481728
221tdishwashert"heating element"tdishwashert1.0t0.41170308
222tdishwashertracktdishwashert1.0t0.3936731
223tdishwashert"cutlery basket"tdishwashert1.0t0.5480554
224tdishwashert"wash tower"tdishwashert1.0t0.44160503
225tdishwashert"motor"tdishwashert1.0t0.2299755
226tdishwashert"detergent dispenser"tdishwashert1.0t0.5686044
227tdishwashertslidetdishwashert1.0t0.22469756
228tdishwashert"leveling foot"tdishwashert1.0t0.2097609
229tdishwashert"insulating material"tdishwashert1.0t0.1873917
230tdishwashertspray armtdishwashert1.0t0.27838892
231tdishwashertrinse-aid dispensertdishwashert1.0t0.45994112
232tdishwashertlocktdoort0.0t0.28734514
233tdishwashertcornicetdoort0.0t0.13911761
234tdishwashert"hanging stile"tdoort0.0t0.16037564
235tdishwashert"entablature"tdoort0.0t-0.0069249766
236tdishwashert"top rail"tdoort0.0t0.23045476
237tdishwashertmiddle paneltdoort0.0t0.24317822
238tdishwashert"bottom rail"tdoort0.0t0.27120557
239tdishwashertpaneltdoort0.0t0.2108963
240tdishwashertjambtdoort0.0t0.12491453
241tdishwashertdoorknobtdoort0.0t0.30005357
242tdishwashert"threshold"tdoort0.0t0.10548261
243tdishwashert"weatherboard"tdoort0.0t0.1478804
244tdishwashertlock railtdoort0.0t0.27097595
245tdishwashert"shutting stile"tdoort0.0t0.1160918
246tdishwashertheadertdoort0.0t0.03146431
247tdishwashertringt"mortise lock"t0.0t0.17303029
248tdishwashertkeywayt"mortise lock"t0.0t0.005830592
249tdishwashert"cotter pin"t"mortise lock"t0.0t0.1315034
250tdishwashertspringt"mortise lock"t0.0t0.13318674
251tdishwashert"rotor"t"mortise lock"t0.0t0.18134356
252tdishwashertcylinder caset"mortise lock"t0.0t0.22991525
253tdishwashertkeyt"mortise lock"t0.0t0.067341655
254tdishwashert"faceplate"t"mortise lock"t0.0t0.21606556
255tdishwashert"dead bolt"t"mortise lock"t0.0t0.16866869
256tdishwashertcylindert"mortise lock"t0.0t0.20334709
257tdishwashert"stator"t"mortise lock"t0.0t0.10027712
258tdishwashert"strike plate"t"mortise lock"t0.0t0.23735839
259tdishwashert"valve seat shaft"t"toilet"t0.0t0.246726
260tdishwashert"tank lid"t"toilet"t0.0t0.41464496
261tdishwashertconical washert"toilet"t0.0t0.54205316
262tdishwashert"lift chain"t"toilet"t0.0t0.22758491
263tdishwashert"seat"t"toilet"t0.0t0.19824035
264tdishwashert"shutoff valve"t"toilet"t0.0t0.32246146
265tdishwashert"trip lever"t"toilet"t0.0t0.24420404
266tdishwashertball-cock supply valvet"toilet"t0.0t0.26115856
267tdishwashert"toilet bowl"t"toilet"t0.0t0.5414569
268tdishwashertflush handlet"toilet"t0.0t0.39536858
269tdishwashertwax sealt"toilet"t0.0t0.29781827
270tdishwashert"tank ball"t"toilet"t0.0t0.24047185
271tdishwashert"float ball"t"toilet"t0.0t0.15187196
272tdishwashert"filler tube"t"toilet"t0.0t0.27272102
273tdishwashert"waste pipe"t"toilet"t0.0t0.32300183
274tdishwashert"seat cover"t"toilet"t0.0t0.22471556
275tdishwashert"cold-water supply line"t"toilet"t0.0t0.2547224
276tdishwashert"overflow tube"t"toilet"t0.0t0.29438353
277tdishwashert"trap"t"toilet"t0.0t0.18772224
278tdishwashert"refill tube"t"toilet"t0.0t0.30817032
279tdoortpillowtbedt0.0t0.25744295
280tdoort"bolster"tbedt0.0t0.1028895
281tdoort"mattress cover"tbedt0.0t0.3452107
282tdoortlegtbedt0.0t0.31315187
283tdoortbox springtbedt0.0t0.46104246
284tdoortheadboardtbedt0.0t0.27377832
285tdoort"mattress"tbedt0.0t0.24853769
286tdoort"pillow protector"tbedt0.0t0.30301926
287tdoort"elastic"tbedt0.0t0.157376
288tdoort"footboard"tbedt0.0t0.15052645
289tdoort"switch"t"refrigerator"t0.0t0.3704854
290tdoort"refrigerator compartment"t"refrigerator"t0.0t0.50778943
291tdoort"egg tray"t"refrigerator"t0.0t0.37175304
292tdoortshelf channelt"refrigerator"t0.0t0.36155
293tdoort"magnetic gasket"t"refrigerator"t0.0t0.33749652
294tdoort"storage door"t"refrigerator"t0.0t0.80100304
295tdoortfreezer doort"refrigerator"t0.0t0.8107562
296tdoortguard railt"refrigerator"t0.0t0.45742053
297tdoortcrispert"refrigerator"t0.0t0.12576768
298tdoortglass covert"refrigerator"t0.0t0.5297584
299tdoort"butter compartment"t"refrigerator"t0.0t0.3815162
300tdoort"thermostat control"t"refrigerator"t0.0t0.41387412
301tdoort"freezer compartment"t"refrigerator"t0.0t0.48241982
302tdoort"ice cube tray"t"refrigerator"t0.0t0.39875007
303tdoort"meat keeper"t"refrigerator"t0.0t0.2940699
304tdoort"door stop"t"refrigerator"t0.0t0.86358345
305tdoortshelft"refrigerator"t0.0t0.42975986
306tdoort"dairy compartment"t"refrigerator"t0.0t0.37745208
307tdoortdoor shelft"refrigerator"t0.0t0.85173154
308tdoortdrain hosetdishwashert0.0t0.3634394
309tdoort"overflow protection switch"tdishwashert0.0t0.42140308
310tdoort"tub"tdishwashert0.0t0.4216145
311tdoortpumptdishwashert0.0t0.3081864
312tdoort"gasket"tdishwashert0.0t0.33152217
313tdoort"water hose"tdishwashert0.0t0.36455974
314tdoort"heating element"tdishwashert0.0t0.35130748
315tdoortracktdishwashert0.0t0.41600975
316tdoort"cutlery basket"tdishwashert0.0t0.30116385
317tdoort"wash tower"tdishwashert0.0t0.4431025
318tdoort"motor"tdishwashert0.0t0.26837042
319tdoort"detergent dispenser"tdishwashert0.0t0.21133062
320tdoortslidetdishwashert0.0t0.3643294
321tdoort"leveling foot"tdishwashert0.0t0.3583205
322tdoort"insulating material"tdishwashert0.0t0.22199255
323tdoortspray armtdishwashert0.0t0.4333051
324tdoortrinse-aid dispensertdishwashert0.0t0.2825225
325tdoortlocktdoort1.0t0.5447453
326tdoortcornicetdoort1.0t0.26923436
327tdoort"hanging stile"tdoort1.0t0.4943097
328tdoort"entablature"tdoort1.0t0.09027888
329tdoort"top rail"tdoort1.0t0.43621174
330tdoortmiddle paneltdoort1.0t0.49588093
331tdoort"bottom rail"tdoort1.0t0.45455056
332tdoortpaneltdoort1.0t0.421096
333tdoortjambtdoort1.0t0.41492885
334tdoortdoorknobtdoort1.0t0.44510227
335tdoort"threshold"tdoort1.0t0.25076813
336tdoort"weatherboard"tdoort1.0t0.08228194
337tdoortlock railtdoort1.0t0.5278495
338tdoort"shutting stile"tdoort1.0t0.410358
339tdoortheadertdoort1.0t0.1863098
340tdoortringt"mortise lock"t0.0t0.3225265
341tdoortkeywayt"mortise lock"t0.0t0.08379579
342tdoort"cotter pin"t"mortise lock"t0.0t0.22249706
343tdoortspringt"mortise lock"t0.0t0.26602823
344tdoort"rotor"t"mortise lock"t0.0t0.18472524
345tdoortcylinder caset"mortise lock"t0.0t0.38189375
346tdoortkeyt"mortise lock"t0.0t0.32714856
