troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t2.9115182825232933
1tbedt"bolster"tbedt1.0t2.731371833667616
2tbedt"mattress cover"tbedt1.0t0.24822573003862383
3tbedtlegtbedt1.0t0.4175456144656652
4tbedtbox springtbedt1.0t1.3124463354138574
5tbedtheadboardtbedt1.0t1.396078331111981
6tbedt"mattress"tbedt1.0t2.6899791263679917
7tbedt"pillow protector"tbedt1.0t1.1952826943848938
8tbedt"elastic"tbedt1.0t0.766372502843421
9tbedt"footboard"tbedt1.0t1.396078331111981
10tbedt"switch"t"refrigerator"t0.0t1.0842290362269258
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.09547613378544369
12tbedt"egg tray"t"refrigerator"t0.0t1.6447790979135826
13tbedtshelf channelt"refrigerator"t0.0t-1.889237924163681
14tbedt"magnetic gasket"t"refrigerator"t0.0t-0.004693023324535883
15tbedt"storage door"t"refrigerator"t0.0t0.13251173929356522
16tbedtfreezer doort"refrigerator"t0.0t0.13251173929356522
17tbedtguard railt"refrigerator"t0.0t1.686377242013752
18tbedtcrispert"refrigerator"t0.0t0.4071166710145967
19tbedtglass covert"refrigerator"t0.0t0.24822573003862383
20tbedt"butter compartment"t"refrigerator"t0.0t0.09547613378544369
21tbedt"thermostat control"t"refrigerator"t0.0t-0.26899665323764277
22tbedt"freezer compartment"t"refrigerator"t0.0t0.09547613378544369
23tbedt"ice cube tray"t"refrigerator"t0.0t1.6447790979135826
24tbedt"meat keeper"t"refrigerator"t0.0t-1.3310767768153753
25tbedt"door stop"t"refrigerator"t0.0t-1.7191857115495874
26tbedtshelft"refrigerator"t0.0t0.8683938914065374
27tbedt"dairy compartment"t"refrigerator"t0.0t0.09547613378544369
28tbedtdoor shelft"refrigerator"t0.0t0.8683938914065374
29tbedtdrain hosetdishwashert0.0t-0.45596043854486407
30tbedt"overflow protection switch"tdishwashert0.0t1.0842290362269258
31tbedt"tub"tdishwashert0.0t1.117167593966747
32tbedtpumptdishwashert0.0t0.24150119702758682
33tbedt"gasket"tdishwashert0.0t-0.004693023324535883
34tbedt"water hose"tdishwashert0.0t-0.45596043854486407
35tbedt"heating element"tdishwashert0.0t-1.0643030660448212
36tbedtracktdishwashert0.0t1.443426895393467
37tbedt"cutlery basket"tdishwashert0.0t0.18954199635220176
38tbedt"wash tower"tdishwashert0.0t-0.9692381655849359
39tbedt"motor"tdishwashert0.0t-0.939077902135275
40tbedt"detergent dispenser"tdishwashert0.0t0.3434480222722855
41tbedtslidetdishwashert0.0t0.02890655766952062
42tbedt"leveling foot"tdishwashert0.0t1.5235101687419095
43tbedt"insulating material"tdishwashert0.0t-0.6420892512339267
44tbedtspray armtdishwashert0.0t0.6499991244004374
45tbedtrinse-aid dispensertdishwashert0.0t0.3434480222722855
46tbedtlocktdoort0.0t-1.2865811272465861
47tbedtcornicetdoort0.0t-1.7582325423242542
48tbedt"hanging stile"tdoort0.0t-1.4122452311753961
49tbedt"entablature"tdoort0.0t-0.9501877733810113
50tbedt"top rail"tdoort0.0t1.686377242013752
51tbedtmiddle paneltdoort0.0t0.36721003209330316
52tbedt"bottom rail"tdoort0.0t1.686377242013752
53tbedtpaneltdoort0.0t0.36721003209330316
54tbedtjambtdoort0.0t1.2368576670517426
55tbedtdoorknobtdoort0.0t0.6735392438895923
56tbedt"threshold"tdoort0.0t-0.21712030674425392
57tbedt"weatherboard"tdoort0.0t1.396078331111981
58tbedtlock railtdoort0.0t1.686377242013752
59tbedt"shutting stile"tdoort0.0t-1.4122452311753961
60tbedtheadertdoort0.0t-0.9377624464529281
61tbedtringt"mortise lock"t0.0t-2.2174587320126
62tbedtkeywayt"mortise lock"t0.0t-0.9754706495529518
63tbedt"cotter pin"t"mortise lock"t0.0t-0.8833597716821721
64tbedtspringt"mortise lock"t0.0t1.3124463354138574
65tbedt"rotor"t"mortise lock"t0.0t-1.6871997565590606
66tbedtcylinder caset"mortise lock"t0.0t-0.6000454618118912
67tbedtkeyt"mortise lock"t0.0t-1.0881910788321492
68tbedt"faceplate"t"mortise lock"t0.0t-0.8787043643750212
69tbedt"dead bolt"t"mortise lock"t0.0t-0.18436238021235465
70tbedtcylindert"mortise lock"t0.0t-0.25267816531414017
71tbedt"stator"t"mortise lock"t0.0t-0.2353820926322879
72tbedt"strike plate"t"mortise lock"t0.0t-1.0257797508631603
73tbedt"valve seat shaft"t"toilet"t0.0t0.38732078764201394
74tbedt"tank lid"t"toilet"t0.0t-0.6741083400663549
75tbedtconical washert"toilet"t0.0t-2.214902473206482
76tbedt"lift chain"t"toilet"t0.0t-1.443233840431998
77tbedt"seat"t"toilet"t0.0t0.1945518701182821
78tbedt"shutoff valve"t"toilet"t0.0t-0.6313802932331817
79tbedt"trip lever"t"toilet"t0.0t0.3325783612724058
80tbedtball-cock supply valvet"toilet"t0.0t-0.6313802932331817
81tbedt"toilet bowl"t"toilet"t0.0t-0.602310173600799
82tbedtflush handlet"toilet"t0.0t0.585005101943615
83tbedtwax sealt"toilet"t0.0t-0.8728479611533222
84tbedt"tank ball"t"toilet"t0.0t-0.592727821260879
85tbedt"float ball"t"toilet"t0.0t-0.592727821260879
86tbedt"filler tube"t"toilet"t0.0t0.5280874195767646
87tbedt"waste pipe"t"toilet"t0.0t-0.07529671282647515
88tbedt"seat cover"t"toilet"t0.0t0.24822573003862383
89tbedt"cold-water supply line"t"toilet"t0.0t-1.8998176049070767
90tbedt"overflow tube"t"toilet"t0.0t0.5280874195767646
91tbedt"trap"t"toilet"t0.0t-1.157611826875983
92tbedt"refill tube"t"toilet"t0.0t0.5280874195767646
93t"refrigerator"tpillowtbedt0.0t-1.2883885300818707
94t"refrigerator"t"bolster"tbedt0.0t-0.02399521925630848
95t"refrigerator"t"mattress cover"tbedt0.0t0.14775678474769538
96t"refrigerator"tlegtbedt0.0t-1.5244287976943194
97t"refrigerator"tbox springtbedt0.0t0.21400160785300323
98t"refrigerator"theadboardtbedt0.0t0.14675778386744767
99t"refrigerator"t"mattress"tbedt0.0t-1.9785937733826362
100t"refrigerator"t"pillow protector"tbedt0.0t-0.34430363623245097
101t"refrigerator"t"elastic"tbedt0.0t-0.20592926139924334
102t"refrigerator"t"footboard"tbedt0.0t0.14675778386744767
103t"refrigerator"t"switch"t"refrigerator"t1.0t1.2873142152302537
104t"refrigerator"t"refrigerator compartment"t"refrigerator"t1.0t1.3666569701236506
105t"refrigerator"t"egg tray"t"refrigerator"t1.0t1.4065354701773136
106t"refrigerator"tshelf channelt"refrigerator"t1.0t-1.543518979698022
107t"refrigerator"t"magnetic gasket"t"refrigerator"t1.0t-0.07251009867129983
108t"refrigerator"t"storage door"t"refrigerator"t1.0t1.1667494530437792
109t"refrigerator"tfreezer doort"refrigerator"t1.0t1.1667494530437792
110t"refrigerator"tguard railt"refrigerator"t1.0t0.12118658214881212
111t"refrigerator"tcrispert"refrigerator"t1.0t-0.3260534467756061
