troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.6544300689127649
1tbedt"bolster"tbedt1.0t0.21949002671708087
2tbedt"mattress cover"tbedt1.0t0.49546142587106
3tbedtlegtbedt1.0t0.29588716281458133
4tbedtbox springtbedt1.0t0.2962902632790392
5tbedtheadboardtbedt1.0t0.6387102501897807
6tbedt"mattress"tbedt1.0t0.6863621560382559
7tbedt"pillow protector"tbedt1.0t0.5178722482746632
8tbedt"elastic"tbedt1.0t0.19537088200428548
9tbedt"footboard"tbedt1.0t0.551361883053544
10tbedt"switch"t"refrigerator"t0.0t0.22952440646579134
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.3620125775561505
12tbedt"egg tray"t"refrigerator"t0.0t0.3655606841475862
13tbedtshelf channelt"refrigerator"t0.0t0.35457858029868683
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.18922412964550064
15tbedt"storage door"t"refrigerator"t0.0t0.32901718972197697
16tbedtfreezer doort"refrigerator"t0.0t0.36884966753406506
17tbedtguard railt"refrigerator"t0.0t0.3193160689057565
18tbedtcrispert"refrigerator"t0.0t0.17890873510591038
19tbedtglass covert"refrigerator"t0.0t0.3330244396054568
20tbedt"butter compartment"t"refrigerator"t0.0t0.24943088028895624
21tbedt"thermostat control"t"refrigerator"t0.0t0.2759538943132814
22tbedt"freezer compartment"t"refrigerator"t0.0t0.3071320760094869
23tbedt"ice cube tray"t"refrigerator"t0.0t0.30888706787595993
24tbedt"meat keeper"t"refrigerator"t0.0t0.2477811336302669
25tbedt"door stop"t"refrigerator"t0.0t0.24586915429336662
26tbedtshelft"refrigerator"t0.0t0.377398187151796
27tbedt"dairy compartment"t"refrigerator"t0.0t0.26478331822420176
28tbedtdoor shelft"refrigerator"t0.0t0.3856630325759854
29tbedtdrain hosetdishwashert0.0t0.31279589362368115
30tbedt"overflow protection switch"tdishwashert0.0t0.1691585578352283
31tbedt"tub"tdishwashert0.0t0.4596779820868564
32tbedtpumptdishwashert0.0t0.29660284359358735
33tbedt"gasket"tdishwashert0.0t0.22252302923697417
34tbedt"water hose"tdishwashert0.0t0.3339140833020096
35tbedt"heating element"tdishwashert0.0t0.22633743895799222
36tbedtracktdishwashert0.0t0.26640450744088856
37tbedt"cutlery basket"tdishwashert0.0t0.34342834558419016
38tbedt"wash tower"tdishwashert0.0t0.3765160647447293
39tbedt"motor"tdishwashert0.0t0.23031766014398555
40tbedt"detergent dispenser"tdishwashert0.0t0.14863363339035005
41tbedtslidetdishwashert0.0t0.2959499778448109
42tbedt"leveling foot"tdishwashert0.0t0.32299875253568067
43tbedt"insulating material"tdishwashert0.0t0.2546168032741832
44tbedtspray armtdishwashert0.0t0.298162872034979
45tbedtrinse-aid dispensertdishwashert0.0t0.20336703165060557
46tbedtlocktdoort0.0t0.2934524017861156
47tbedtcornicetdoort0.0t0.22302897452641404
48tbedt"hanging stile"tdoort0.0t0.2640693593091269
49tbedt"entablature"tdoort0.0t0.15232209645865558
50tbedt"top rail"tdoort0.0t0.2943575461889888
51tbedtmiddle paneltdoort0.0t0.2831322784434306
52tbedt"bottom rail"tdoort0.0t0.30547968082675364
53tbedtpaneltdoort0.0t0.23073843543897896
54tbedtjambtdoort0.0t0.22363738971102726
55tbedtdoorknobtdoort0.0t0.33344100165112006
56tbedt"threshold"tdoort0.0t0.23360213426003018
57tbedt"weatherboard"tdoort0.0t0.2945232283511225
58tbedtlock railtdoort0.0t0.30162600234859904
59tbedt"shutting stile"tdoort0.0t0.24899926154407417
60tbedtheadertdoort0.0t0.213695736330414
61tbedtringt"mortise lock"t0.0t0.19412951389955638
62tbedtkeywayt"mortise lock"t0.0t0.20083885637484625
63tbedt"cotter pin"t"mortise lock"t0.0t0.32920837982051615
64tbedtspringt"mortise lock"t0.0t0.24323719509695085
65tbedt"rotor"t"mortise lock"t0.0t0.1666618888220032
66tbedtcylinder caset"mortise lock"t0.0t0.2846147427253229
67tbedtkeyt"mortise lock"t0.0t0.13167219730522164
68tbedt"faceplate"t"mortise lock"t0.0t0.20673077136773838
69tbedt"dead bolt"t"mortise lock"t0.0t0.36784256365158163
70tbedtcylindert"mortise lock"t0.0t0.2791154709800867
71tbedt"stator"t"mortise lock"t0.0t0.13740645549980426
72tbedt"strike plate"t"mortise lock"t0.0t0.2990539728075804
73tbedt"valve seat shaft"t"toilet"t0.0t0.3440728659901109
74tbedt"tank lid"t"toilet"t0.0t0.23652594576077962
75tbedtconical washert"toilet"t0.0t0.22422390745829382
76tbedt"lift chain"t"toilet"t0.0t0.277645516578715
77tbedt"seat"t"toilet"t0.0t0.35938748455394753
78tbedt"shutoff valve"t"toilet"t0.0t0.2136511810287428
79tbedt"trip lever"t"toilet"t0.0t0.2655033748848393
80tbedtball-cock supply valvet"toilet"t0.0t0.1864865957975213
81tbedt"toilet bowl"t"toilet"t0.0t0.402945377514118
82tbedtflush handlet"toilet"t0.0t0.24710731579264966
83tbedtwax sealt"toilet"t0.0t0.20703628566761917
84tbedt"tank ball"t"toilet"t0.0t0.3082108111388121
85tbedt"float ball"t"toilet"t0.0t0.32857104285161626
86tbedt"filler tube"t"toilet"t0.0t0.28637596230618795
87tbedt"waste pipe"t"toilet"t0.0t0.2678018840734989
88tbedt"seat cover"t"toilet"t0.0t0.37004887966604644
89tbedt"cold-water supply line"t"toilet"t0.0t0.2546309671016831
90tbedt"overflow tube"t"toilet"t0.0t0.3156861856196425
91tbedt"trap"t"toilet"t0.0t0.30888762516599877
92tbedt"refill tube"t"toilet"t0.0t0.27517997781993964
93t"refrigerator"tpillowtbedt0.0t0.3361646074625986
94t"refrigerator"t"bolster"tbedt0.0t0.15247006634245377
95t"refrigerator"t"mattress cover"tbedt0.0t0.35774828141167975
96t"refrigerator"tlegtbedt0.0t0.23371802514452955
97t"refrigerator"tbox springtbedt0.0t0.324446056326585
98t"refrigerator"theadboardtbedt0.0t0.3311587364605374
99t"refrigerator"t"mattress"tbedt0.0t0.3939750679906045
100t"refrigerator"t"pillow protector"tbedt0.0t0.31362664728257955
101t"refrigerator"t"elastic"tbedt0.0t0.22276171377435017
102t"refrigerator"t"footboard"tbedt0.0t0.27494241557906957
103t"refrigerator"t"switch"t"refrigerator"t1.0t0.218804501065804
104t"refrigerator"t"refrigerator compartment"t"refrigerator"t1.0t0.8092930111802411
105t"refrigerator"t"egg tray"t"refrigerator"t1.0t0.3708180117761866
106t"refrigerator"tshelf channelt"refrigerator"t1.0t0.3881447212562616
107t"refrigerator"t"magnetic gasket"t"refrigerator"t1.0t0.37546781376921323
108t"refrigerator"t"storage door"t"refrigerator"t1.0t0.4951007963485711
109t"refrigerator"tfreezer doort"refrigerator"t1.0t0.6673025302472622
110t"refrigerator"tguard railt"refrigerator"t1.0t0.25634420387328444
111t"refrigerator"tcrispert"refrigerator"t1.0t0.40603541639670254
112t"refrigerator"tglass covert"refrigerator"t1.0t0.39853701746089853
113t"refrigerator"t"butter compartment"t"refrigerator"t1.0t0.4647273134561031
114t"refrigerator"t"thermostat control"t"refrigerator"t1.0t0.40696874014913
115t"refrigerator"t"freezer compartment"t"refrigerator"t1.0t0.6996865382797015
116t"refrigerator"t"ice cube tray"t"refrigerator"t1.0t0.4397677739094712
117t"refrigerator"t"meat keeper"t"refrigerator"t1.0t0.3606457047415874
118t"refrigerator"t"door stop"t"refrigerator"t1.0t0.29120170865511125
119t"refrigerator"tshelft"refrigerator"t1.0t0.4804208872035559
120t"refrigerator"t"dairy compartment"t"refrigerator"t1.0t0.4443450722194001
121t"refrigerator"tdoor shelft"refrigerator"t1.0t0.4986601987024974
122t"refrigerator"tdrain hosetdishwashert0.0t0.31507536085971144
123t"refrigerator"t"overflow protection switch"tdishwashert0.0t0.21185515331244748
124t"refrigerator"t"tub"tdishwashert0.0t0.39337902077820425
125t"refrigerator"tpumptdishwashert0.0t0.3120539164263068
126t"refrigerator"t"gasket"tdishwashert0.0t0.332556615735608
127t"refrigerator"t"water hose"tdishwashert0.0t0.34707614542159543
128t"refrigerator"t"heating element"tdishwashert0.0t0.28817838124631795
129t"refrigerator"tracktdishwashert0.0t0.3946372878051601
130t"refrigerator"t"cutlery basket"tdishwashert0.0t0.3344367983759984
131t"refrigerator"t"wash tower"tdishwashert0.0t0.2955119858828795
132t"refrigerator"t"motor"tdishwashert0.0t0.3641518270604329
133t"refrigerator"t"detergent dispenser"tdishwashert0.0t0.39130210140671173
134t"refrigerator"tslidetdishwashert0.0t0.24286433505892246
135t"refrigerator"t"leveling foot"tdishwashert0.0t0.24098237921097718
136t"refrigerator"t"insulating material"tdishwashert0.0t0.2898744496694102
137t"refrigerator"tspray armtdishwashert0.0t0.24678244208434752
138t"refrigerator"trinse-aid dispensertdishwashert0.0t0.4405773841755453
139t"refrigerator"tlocktdoort0.0t0.28811745542200595
140t"refrigerator"tcornicetdoort0.0t0.12295088160441128
141t"refrigerator"t"hanging stile"tdoort0.0t0.21404683686407017
142t"refrigerator"t"entablature"tdoort0.0t0.1133182619511164
