troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.6260459
1tbedt"bolster"tbedt1.0t0.18989012
2tbedt"mattress cover"tbedt1.0t0.432951
3tbedtlegtbedt1.0t0.37170285
4tbedtbox springtbedt1.0t0.25667667
5tbedtheadboardtbedt1.0t0.50603503
6tbedt"mattress"tbedt1.0t0.65169907
7tbedt"pillow protector"tbedt1.0t0.39440432
8tbedt"elastic"tbedt1.0t0.216738
9tbedt"footboard"tbedt1.0t0.3169144
10tbedt"switch"t"refrigerator"t0.0t0.22220767
11tbedt"refrigerator compartment"t"refrigerator"t0.0t0.33670646
12tbedt"egg tray"t"refrigerator"t0.0t0.31191993
13tbedtshelf channelt"refrigerator"t0.0t0.20474683
14tbedt"magnetic gasket"t"refrigerator"t0.0t0.20091945
15tbedt"storage door"t"refrigerator"t0.0t0.41067407
16tbedtfreezer doort"refrigerator"t0.0t0.3974742
17tbedtguard railt"refrigerator"t0.0t0.21658663
18tbedtcrispert"refrigerator"t0.0t0.05512813
19tbedtglass covert"refrigerator"t0.0t0.29381007
20tbedt"butter compartment"t"refrigerator"t0.0t0.2862551
21tbedt"thermostat control"t"refrigerator"t0.0t0.23574121
22tbedt"freezer compartment"t"refrigerator"t0.0t0.2855693
23tbedt"ice cube tray"t"refrigerator"t0.0t0.25519863
24tbedt"meat keeper"t"refrigerator"t0.0t0.22699949
25tbedt"door stop"t"refrigerator"t0.0t0.3565897
26tbedtshelft"refrigerator"t0.0t0.33980355
27tbedt"dairy compartment"t"refrigerator"t0.0t0.25128353
28tbedtdoor shelft"refrigerator"t0.0t0.4104403
29tbedtdrain hosetdishwashert0.0t0.27195197
30tbedt"overflow protection switch"tdishwashert0.0t0.15752944
31tbedt"tub"tdishwashert0.0t0.54020476
32tbedtpumptdishwashert0.0t0.27008566
33tbedt"gasket"tdishwashert0.0t0.18473679
34tbedt"water hose"tdishwashert0.0t0.3298336
35tbedt"heating element"tdishwashert0.0t0.22152764
36tbedtracktdishwashert0.0t0.29109627
37tbedt"cutlery basket"tdishwashert0.0t0.2417931
38tbedt"wash tower"tdishwashert0.0t0.2853244
39tbedt"motor"tdishwashert0.0t0.22223896
40tbedt"detergent dispenser"tdishwashert0.0t0.18024841
41tbedtslidetdishwashert0.0t0.28867885
42tbedt"leveling foot"tdishwashert0.0t0.26671457
43tbedt"insulating material"tdishwashert0.0t0.19878943
44tbedtspray armtdishwashert0.0t0.3222795
45tbedtrinse-aid dispensertdishwashert0.0t0.18016735
46tbedtlocktdoort0.0t0.26407608
47tbedtcornicetdoort0.0t0.16064347
48tbedt"hanging stile"tdoort0.0t0.3437097
49tbedt"entablature"tdoort0.0t-0.010770554
50tbedt"top rail"tdoort0.0t0.21478629
51tbedtmiddle paneltdoort0.0t0.25008106
52tbedt"bottom rail"tdoort0.0t0.2627948
53tbedtpaneltdoort0.0t0.17581286
54tbedtjambtdoort0.0t0.11930283
55tbedtdoorknobtdoort0.0t0.25066307
56tbedt"threshold"tdoort0.0t0.15513243
57tbedt"weatherboard"tdoort0.0t0.14481467
58tbedtlock railtdoort0.0t0.23009129
59tbedt"shutting stile"tdoort0.0t0.15511991
60tbedtheadertdoort0.0t0.07674039
61tbedtringt"mortise lock"t0.0t0.24122496
62tbedtkeywayt"mortise lock"t0.0t-0.025071234
63tbedt"cotter pin"t"mortise lock"t0.0t0.12578869
64tbedtspringt"mortise lock"t0.0t0.3113482
65tbedt"rotor"t"mortise lock"t0.0t0.07708367
66tbedtcylinder caset"mortise lock"t0.0t0.2724774
67tbedtkeyt"mortise lock"t0.0t0.117169626
68tbedt"faceplate"t"mortise lock"t0.0t0.061319977
69tbedt"dead bolt"t"mortise lock"t0.0t0.29674095
70tbedtcylindert"mortise lock"t0.0t0.23831022
71tbedt"stator"t"mortise lock"t0.0t0.027792532
72tbedt"strike plate"t"mortise lock"t0.0t0.2557211
73tbedt"valve seat shaft"t"toilet"t0.0t0.2668837
74tbedt"tank lid"t"toilet"t0.0t0.24525249
75tbedtconical washert"toilet"t0.0t0.1780996
76tbedt"lift chain"t"toilet"t0.0t0.23764686
77tbedt"seat"t"toilet"t0.0t0.40965286
78tbedt"shutoff valve"t"toilet"t0.0t0.14495598
79tbedt"trip lever"t"toilet"t0.0t0.26352564
80tbedtball-cock supply valvet"toilet"t0.0t0.2105325
81tbedt"toilet bowl"t"toilet"t0.0t0.37332237
82tbedtflush handlet"toilet"t0.0t0.23399027
83tbedtwax sealt"toilet"t0.0t0.18465954
84tbedt"tank ball"t"toilet"t0.0t0.26294738
85tbedt"float ball"t"toilet"t0.0t0.19953717
86tbedt"filler tube"t"toilet"t0.0t0.2521369
87tbedt"waste pipe"t"toilet"t0.0t0.23977453
88tbedt"seat cover"t"toilet"t0.0t0.3633419
89tbedt"cold-water supply line"t"toilet"t0.0t0.14389478
90tbedt"overflow tube"t"toilet"t0.0t0.16399169
91tbedt"trap"t"toilet"t0.0t0.25477868
92tbedt"refill tube"t"toilet"t0.0t0.17361319
93t"refrigerator"tpillowtbedt0.0t0.32090032
94t"refrigerator"t"bolster"tbedt0.0t0.124175474
95t"refrigerator"t"mattress cover"tbedt0.0t0.26707497
96t"refrigerator"tlegtbedt0.0t0.14654908
97t"refrigerator"tbox springtbedt0.0t0.24838237
98t"refrigerator"theadboardtbedt0.0t0.266169
99t"refrigerator"t"mattress"tbedt0.0t0.3859161
100t"refrigerator"t"pillow protector"tbedt0.0t0.27944112
101t"refrigerator"t"elastic"tbedt0.0t0.12172909
102t"refrigerator"t"footboard"tbedt0.0t0.16668689
103t"refrigerator"t"switch"t"refrigerator"t1.0t0.27389157
104t"refrigerator"t"refrigerator compartment"t"refrigerator"t1.0t0.74629545
105t"refrigerator"t"egg tray"t"refrigerator"t1.0t0.4449452
106t"refrigerator"tshelf channelt"refrigerator"t1.0t0.32755125
107t"refrigerator"t"magnetic gasket"t"refrigerator"t1.0t0.30308923
108t"refrigerator"t"storage door"t"refrigerator"t1.0t0.42078987
109t"refrigerator"tfreezer doort"refrigerator"t1.0t0.65664953
110t"refrigerator"tguard railt"refrigerator"t1.0t0.2037967
111t"refrigerator"tcrispert"refrigerator"t1.0t0.39979243
112t"refrigerator"tglass covert"refrigerator"t1.0t0.3463251
113t"refrigerator"t"butter compartment"t"refrigerator"t1.0t0.45174697
114t"refrigerator"t"thermostat control"t"refrigerator"t1.0t0.38786727
115t"refrigerator"t"freezer compartment"t"refrigerator"t1.0t0.6551241
116t"refrigerator"t"ice cube tray"t"refrigerator"t1.0t0.41619667
117t"refrigerator"t"meat keeper"t"refrigerator"t1.0t0.25306684
118t"refrigerator"t"door stop"t"refrigerator"t1.0t0.31717855
119t"refrigerator"tshelft"refrigerator"t1.0t0.51332456
120t"refrigerator"t"dairy compartment"t"refrigerator"t1.0t0.3955343
121t"refrigerator"tdoor shelft"refrigerator"t1.0t0.46380728
122t"refrigerator"tdrain hosetdishwashert0.0t0.34447366
123t"refrigerator"t"overflow protection switch"tdishwashert0.0t0.22371612
124t"refrigerator"t"tub"tdishwashert0.0t0.5382218
125t"refrigerator"tpumptdishwashert0.0t0.3188693
126t"refrigerator"t"gasket"tdishwashert0.0t0.3258862
127t"refrigerator"t"water hose"tdishwashert0.0t0.37790674
128t"refrigerator"t"heating element"tdishwashert0.0t0.31699422
129t"refrigerator"tracktdishwashert0.0t0.47373876
130t"refrigerator"t"cutlery basket"tdishwashert0.0t0.38829193
131t"refrigerator"t"wash tower"tdishwashert0.0t0.30552375
132t"refrigerator"t"motor"tdishwashert0.0t0.25773206
133t"refrigerator"t"detergent dispenser"tdishwashert0.0t0.43519986
134t"refrigerator"tslidetdishwashert0.0t0.26422495
135t"refrigerator"t"leveling foot"tdishwashert0.0t0.16627505
136t"refrigerator"t"insulating material"tdishwashert0.0t0.18365523
137t"refrigerator"tspray armtdishwashert0.0t0.25389478
138t"refrigerator"trinse-aid dispensertdishwashert0.0t0.5079127
139t"refrigerator"tlocktdoort0.0t0.2894602
140t"refrigerator"tcornicetdoort0.0t0.14422573
141t"refrigerator"t"hanging stile"tdoort0.0t0.23547845
142t"refrigerator"t"entablature"tdoort0.0t0.006749498
143t"refrigerator"t"top rail"tdoort0.0t0.20886837
144t"refrigerator"tmiddle paneltdoort0.0t0.25995585
145t"refrigerator"t"bottom rail"tdoort0.0t0.22319897
146t"refrigerator"tpaneltdoort0.0t0.23706354
147t"refrigerator"tjambtdoort0.0t0.13584314
